"Contour Plot"
""
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	58.7839	-180
24.3	58.7973	-180
25	58.8102	-180
25.8	58.8246	-180
26.5	58.8369	-180
27.2	58.8488	-180
28	58.862	-180
29	58.8781	-180
30	58.8984	-180
30.7	58.9137	-180
31.5	58.9306	-180
32.5	58.9513	-180
33.5	58.9713	-180
34.5	58.9907	-180
35.5	59.0118	-180
36.5	59.0365	-180
37.5	59.0604	-180
38.7	59.0883	-180
40	59.1176	-180
41.2	59.1449	-180
42.5	59.18	-180
43.7	59.2113	-180
45	59.2444	-180
46.2	59.2741	-180
47.5	59.3086	-180
48.7	59.343	-180
50	59.3792	-180
51.5	59.4199	-180
53	59.4606	-180
54.5	59.506	-180
56	59.5501	-180
58	59.6071	-180
60	59.6679	-180
61.5	59.714	-180
63	59.759	-180
65	59.8193	-180
67	59.8829	-180
69	59.9446	-180
71	60.0067	-180
73	60.071	-180
75	60.1336	-180
77.5	60.2129	-180
80	60.2926	-180
82.5	60.3708	-180
85	60.451	-180
87.5	60.5288	-180
90	60.608	-180
92.5	60.6857	-180
95	60.7629	-180
97.5	60.8398	-180
100	60.9151	-180
103	61.0055	-180
106	61.0937	-180
109	61.1811	-180
112	61.2664	-180
115	61.3504	-180
118	61.4324	-180
122	61.539	-180
125	61.6167	-180
128	61.6925	-180
132	61.7903	-180
136	61.8846	-180
140	61.9752	-180
145	62.0828	-180
150	62.1843	-180
155	62.2799	-180
160	62.3694	-180
165	62.4531	-180
170	62.5307	-180
175	62.6018	-180
180	62.6669	-180
185	62.7263	-180
190	62.7799	-180
195	62.8278	-180
200	62.8702	-180
206	62.9133	-180
212	62.9483	-180
218	62.9754	-180
224	62.9948	-180
230	63.0064	-180
236	63.0104	-180
243	63.0055	-180
250	62.991	-180
258	62.963	-180
265	62.9273	-180
272	62.8829	-180
280	62.8223	-180
290	62.7317	-180
300	62.6278	-180
307	62.5479	-180
315	62.452	-180
325	62.3271	-180
335	62.2014	-180
345	62.0794	-180
355	61.967	-180
365	61.8689	-180
375	61.7897	-180
387	61.7275	-180
400	61.7055	-180
412	61.7282	-180
425	61.7986	-180
437	61.901	-180
450	62.0449	-180
462	62.2007	-180
475	62.3854	-180
487	62.5643	-180
500	62.7621	-180
515	62.9918	-180
530	63.2243	-180
545	63.4642	-180
560	63.7211	-180
580	64.1037	-180
600	64.5504	-180
615	64.9279	-180
630	65.3385	-180
650	65.9159	-180
670	66.4976	-180
690	67.0477	-180
710	67.5344	-180
730	67.9322	-180
750	68.225	-180
775	68.4206	-180
800	68.4164	-180
825	68.2038	-180
850	67.7744	-180
875	67.132	-180
900	66.2794	-180
925	65.2286	-180
950	64.0064	-180
975	62.6704	-180
1,000	61.3216	-180
1,030	59.8906	-180
1,060	58.9001	-180
1,090	58.4379	-180
1,120	58.3816	-180
1,150	58.5469	-180
1,180	58.8065	-180
1,220	59.1789	-180
1,250	59.4173	-180
1,280	59.5808	-180
1,320	59.646	-180
1,360	59.5283	-180
1,400	59.2438	-180
1,450	58.6654	-180
1,500	57.8242	-180
1,550	56.8147	-180
1,600	56.1045	-180
1,650	56.2426	-180
1,700	56.9797	-180
1,750	57.6841	-180
1,800	58.0944	-180
1,850	58.2268	-180
1,900	58.0889	-180
1,950	57.5821	-180
2,000	56.641	-180
