"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	69.3757
23.4375	72.5394
26.3672	74.6749
29.2969	76.5324
32.2266	78.3431
35.1563	79.9098
38.0859	81.3478
41.0156	82.5716
43.9453	83.7828
46.875	84.7694
49.8047	85.6963
52.7344	86.4745
55.6641	87.0976
58.5938	87.6382
61.5234	88.0922
64.4531	88.5009
67.3828	88.6922
70.3125	88.9684
73.2422	89.3141
76.1719	89.5012
79.1016	89.6296
82.0313	89.712
84.9609	89.7236
87.8906	89.7453
90.8203	89.6751
93.75	89.739
96.6797	89.6339
102.539	89.4471
105.469	89.3556
108.398	89.4735
111.328	89.5992
117.188	89.5568
120.117	89.5291
125.977	89.252
128.906	89.1245
134.766	89.1441
137.695	88.9474
143.555	88.6171
149.414	88.369
155.273	88.3663
158.203	88.5246
164.063	88.5251
169.922	88.3018
175.781	88.0378
181.641	87.9912
190.43	88.244
196.289	88.4051
202.148	88.2468
210.938	88.2953
216.797	88.1197
225.586	87.9084
234.375	88.4302
240.234	88.1628
249.023	88.0154
257.813	88.5707
266.602	88.2578
278.32	87.8929
287.109	87.5619
295.898	87.6905
307.617	88.1757
319.336	88.2178
331.055	88.9346
342.773	88.4123
354.492	88.2156
366.211	88.5286
377.93	88.7759
392.578	88.8078
407.227	88.3277
421.875	89.2839
436.523	88.9961
451.172	88.9968
465.82	88.7612
483.398	88.4357
500.977	87.8443
518.555	88.7546
536.133	89.0968
553.711	88.8576
574.219	88.7739
594.727	88.5808
615.234	88.7807
638.672	88.5114
659.18	88.5119
682.617	88.6102
706.055	88.1395
732.422	87.5749
758.789	87.4181
785.156	87.4257
811.523	86.2368
840.82	85.2341
870.117	84.5826
902.344	84.4776
931.641	86.6065
966.797	88.1595
999.023	88.2821
1,034.18	87.8426
1,072.27	87.457
1,110.35	86.9351
1,148.44	86.8181
1,189.45	87.3688
1,230.47	87.6373
1,274.41	88.1751
1,318.36	88.4533
1,365.23	87.8866
1,415.04	87.5533
1,464.84	87.6135
1,514.65	87.5537
1,570.31	87.5633
1,623.05	87.236
1,681.64	86.6872
1,740.23	86.4667
1,801.76	86.5189
1,866.21	86.1132
1,930.66	85.4344
2,000.98	86.1025
2,071.29	86.9204
2,144.53	86.444
2,217.77	85.5962
2,296.88	86.0057
2,378.91	86.5575
2,460.94	86.2392
2,548.83	86.4064
2,639.65	86.7971
2,733.4	86.6034
2,827.15	86.4713
2,926.76	86.2985
3,032.23	86.0795
3,137.7	86.0301
3,249.02	85.8295
3,363.28	85.7927
3,483.4	85.8376
3,606.45	85.8984
3,732.42	85.9634
3,864.26	86.053
3,999.02	86.0846
4,139.65	86.1245
4,286.13	86.2577
4,438.48	86.4147
4,593.75	86.3723
4,757.81	86.2949
4,924.8	86.2603
5,097.66	86.1515
5,279.3	86.1554
5,463.87	86.1151
5,657.23	85.6412
5,856.45	85.6471
6,061.52	86.023
6,275.39	86.3575
6,498.05	86.6026
6,726.56	86.7797
6,963.87	86.7899
7,209.96	86.6749
7,464.84	86.6211
7,728.52	86.8423
8,000.98	87.2965
8,282.23	87.8318
8,575.2	88.084
8,876.95	88.0922
9,190.43	88.0228
9,512.7	88.0341
9,849.61	88.2323
10,195.3	88.5622
10,555.7	88.9054
10,927.7	89.1636
11,314.5	89.283
11,712.9	89.173
12,126	89.068
12,553.7	89.0433
12,996.1	88.7005
13,453.1	88.3208
13,927.7	88.7939
14,419.9	90.2714
14,929.7	90.025
15,454.1	89.1669
15,999	88.322
16,564.5	87.6029
17,147.5	87.1488
17,753.9	86.8926
18,377.9	86.5036
19,028.3	86.422
19,699.2	86.8758
19,998	86.8411
