"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	60.6372
21.9727	65.6695
23.4375	68.2291
24.9023	73.2701
26.3672	73.8498
27.832	74.6955
29.2969	74.8041
30.7617	75.182
32.2266	75.1971
33.6914	75.9735
35.1562	76.2144
36.6211	76.5666
38.0859	76.746
39.5508	77.5448
41.0156	79.9612
42.4805	79.5818
43.9453	80.0121
45.4102	80.1378
46.875	80.5177
48.3398	80.9726
51.2695	81.9174
52.7344	82.429
54.1992	82.8153
55.6641	83.2232
58.5938	84.3573
60.0586	84.758
62.9883	85.5943
64.4531	85.9697
67.3828	86.6688
68.8477	87.0448
71.7773	87.6495
74.707	88.2321
77.6367	88.7674
79.1016	88.9673
82.0312	89.292
84.9609	89.6197
87.8906	89.7103
90.8203	89.747
95.2148	89.8437
98.1445	89.7686
101.074	89.4766
105.469	89.5539
108.398	89.5983
112.793	89.3577
117.188	89.1909
120.117	89.1059
124.512	88.9262
128.906	88.7501
133.301	88.5544
139.16	88.3047
143.555	87.9976
147.949	87.7009
153.809	87.6413
159.668	87.7021
165.527	87.5556
171.387	87.4539
177.246	87.164
183.105	87.074
188.965	87.2722
196.289	87.7243
203.613	87.5067
210.938	87.6867
218.262	88.5096
225.586	89.499
232.91	90.0493
241.699	90.6378
250.488	91.1321
259.277	92.3843
268.066	92.2629
276.855	91.9753
287.109	91.9489
297.363	91.3491
307.617	91.1147
319.336	90.1632
329.59	89.7365
341.309	89.5136
353.027	89.7511
366.211	88.5679
379.395	88.5351
392.578	88.1318
405.762	87.7085
420.41	87.4815
435.059	87.4435
451.172	87.5922
465.82	86.9144
483.398	86.8316
499.512	86.2474
517.09	85.7278
536.133	85.3427
555.176	85.8671
574.219	88.9875
594.727	90.0426
615.234	88.8143
637.207	88.1087
659.18	87.4361
682.617	89.5522
707.52	89.1428
732.422	89.044
757.324	88.6652
785.156	88.4449
811.523	88.4871
840.82	88.7356
870.117	88.2959
900.879	88.2742
933.105	88.1051
965.332	87.5969
1,000.49	87.1829
1,035.64	86.7773
1,072.27	85.9473
1,108.89	87.2804
1,148.44	87.5693
1,189.45	87.2109
1,230.47	87.5919
1,274.41	87.7119
1,319.82	88.0221
1,366.7	87.2851
1,413.57	87.187
1,463.38	85.8287
1,516.11	84.5034
1,568.85	84.6523
1,624.51	86.8299
1,681.64	87.4979
1,741.7	87.3435
1,803.22	86.8204
1,866.21	86.1375
1,932.13	85.4805
1,999.51	85.7765
2,069.82	86.6673
2,143.07	86.3554
2,219.24	85.0102
2,296.88	84.2135
2,378.91	84.701
2,462.4	85.3622
2,548.83	85.0053
2,639.65	83.3218
2,731.93	82.9685
2,828.61	83.7337
2,928.22	84.4868
3,030.76	84.4261
3,137.7	84.7656
3,249.02	85.8385
3,363.28	86.3725
3,481.93	86.174
3,604.98	86.1256
3,732.42	86.0485
3,864.26	85.0163
4,000.49	85.0634
4,141.11	85.782
4,287.6	85.9383
4,438.48	85.7483
4,595.21	85.2898
4,756.35	85.019
4,924.8	85.1058
5,097.66	84.7968
5,277.83	84.8305
5,463.87	84.5318
5,657.23	84.4843
5,856.45	84.3257
6,062.99	84.7547
6,276.86	84.934
6,498.05	84.7296
6,726.56	84.7268
6,963.87	84.7224
7,209.96	84.8515
7,464.84	84.3575
7,727.05	84.891
7,999.51	84.9267
8,282.23	85.139
8,573.73	85.2723
8,876.95	85.1398
9,188.96	85.0249
9,514.16	85.1032
9,849.61	85.072
10,196.8	85.3373
10,555.7	85.3972
10,927.7	85.5669
11,313	85.6527
11,712.9	85.6425
12,126	85.6406
12,553.7	85.4887
12,996.1	85.263
13,454.6	84.973
13,929.2	84.6209
14,419.9	84.1986
14,928.2	83.7447
15,455.6	83.3186
16,000.5	82.9533
16,564.5	82.8481
17,148.9	82.318
17,752.4	81.826
18,379.4	80.9942
19,026.9	80.1417
19,697.8	79.0174
19,999.5	78.3597
