"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.506557	20.5078	-0.270491
21.9727	-1.49266	21.9727	-0.667333
23.4375	0.320497	23.4375	0.187287
24.9023	0.116795	24.9023	0.121908
26.3672	0.229695	26.3672	0.162725
27.832	-0.159651	27.832	0.0185436
29.2969	-0.088369	29.2969	0.0627358
30.7617	0.0433255	30.7617	0.0777784
32.2266	-0.271673	32.2266	-0.0416207
33.6914	-0.00073261	33.6914	0.0670502
35.1562	0.0543306	35.1562	0.0863456
36.6211	0.154808	36.6211	0.117631
38.0859	0.197395	38.0859	0.128238
39.5508	0.193782	39.5508	0.124744
41.0156	0.199158	41.0156	0.127202
42.4805	0.202768	42.4805	0.129173
43.9453	0.233581	43.9453	0.13849
45.4102	0.261602	45.4102	0.14706
46.875	0.28739	46.875	0.156204
48.3398	0.287193	48.3398	0.15421
51.2695	0.318527	51.2695	0.166682
52.7344	0.322385	52.7344	0.165985
54.1992	0.321755	54.1992	0.166124
55.6641	0.318639	55.6641	0.16475
58.5938	0.342617	58.5938	0.173869
60.0586	0.355793	60.0586	0.179666
62.9883	0.372951	62.9883	0.185968
64.4531	0.391592	64.4531	0.193768
67.3828	0.422431	67.3828	0.205808
68.8477	0.412752	68.8477	0.202805
71.7773	0.397414	71.7773	0.195506
74.707	0.402169	74.707	0.198378
77.6367	0.398711	77.6367	0.200445
79.1016	0.408446	79.1016	0.20591
82.0312	0.465189	82.0312	0.228796
84.9609	0.495307	84.9609	0.23837
87.8906	0.441462	87.8906	0.219434
90.8203	0.414629	90.8203	0.217441
95.2148	0.437327	95.2148	0.228937
98.1445	0.492	98.1445	0.250511
101.074	0.553227	101.074	0.274196
105.469	0.515697	105.469	0.247134
108.398	0.48074	108.398	0.240725
112.793	0.45947	112.793	0.240907
117.188	0.506035	117.188	0.283175
120.117	0.646731	120.117	0.340626
124.512	0.837568	124.512	0.404548
128.906	0.794936	128.906	0.391305
133.301	0.667511	133.301	0.338116
139.16	0.731711	139.16	0.385982
143.555	0.910995	143.555	0.46405
147.949	0.960225	147.949	0.476719
153.809	0.99578	153.809	0.478023
159.668	0.858776	159.668	0.416596
165.527	0.800692	165.527	0.427605
171.387	0.859658	171.387	0.441469
177.246	0.698583	177.246	0.4676
183.105	1.33655	183.105	0.747345
188.965	1.37354	188.965	0.649453
196.289	1.04874	196.289	0.635999
203.613	1.6301	203.613	0.829489
210.938	1.63148	210.938	0.808224
218.262	1.48109	218.262	0.78899
225.586	1.71292	225.586	0.887113
232.91	2.03662	232.91	0.9535
241.699	2.19194	241.699	0.972044
250.488	2.40173	250.488	0.966876
259.277	2.1347	259.277	0.925
268.066	2.07038	268.066	0.887192
276.855	2.08492	276.855	0.91226
287.109	2.20137	287.109	0.936565
297.363	2.55035	297.363	1.09948
307.617	2.34973	307.617	0.920263
319.336	2.63111	319.336	1.08459
329.59	2.4841	329.59	0.94359
341.309	2.70168	341.309	1.17365
353.027	2.69534	353.027	1.0126
366.211	2.88937	366.211	1.1066
379.395	2.87708	379.395	1.07086
392.578	2.56538	392.578	0.966811
405.762	3.23196	405.762	1.33907
420.41	3.08812	420.41	1.10189
435.059	2.95953	435.059	1.12264
451.172	3.56849	451.172	1.23072
465.82	3.28408	465.82	1.08671
483.398	3.44211	483.398	1.17314
499.512	3.57438	499.512	1.31843
517.09	3.16214	517.09	1.20831
536.133	3.96799	536.133	1.61295
555.176	4.08114	555.176	1.36147
574.219	3.82835	574.219	1.19633
594.727	4.04901	594.727	1.52892
615.234	4.05882	615.234	1.49803
637.207	3.96158	637.207	1.76103
659.18	3.34287	659.18	1.44238
682.617	3.66736	682.617	1.4908
707.52	4.20616	707.52	1.65082
732.422	4.44651	732.422	1.74539
757.324	4.60647	757.324	1.92069
785.156	4.13525	785.156	1.76528
811.523	4.93556	811.523	2.28639
840.82	4.58061	840.82	2.08759
870.117	4.43332	870.117	2.09593
900.879	3.73929	900.879	1.79628
933.105	5.56148	933.105	2.37505
965.332	6.11369	965.332	2.60494
1,000.49	6.42622	1,000.49	2.71358
1,035.64	6.59187	1,035.64	2.76686
1,072.27	6.67942	1,072.27	2.79542
1,108.89	6.37366	1,108.89	2.61164
1,148.44	6.54652	1,148.44	2.71619
1,189.45	6.68367	1,189.45	2.67857
1,230.47	6.85229	1,230.47	2.79179
1,274.41	7.12745	1,274.41	2.80384
1,319.82	7.38977	1,319.82	2.9857
1,366.7	7.1861	1,366.7	2.87472
1,413.57	7.17873	1,413.57	2.89399
1,463.38	7.09699	1,463.38	2.93826
1,516.11	7.58264	1,516.11	3.2656
1,568.85	7.57724	1,568.85	3.2847
1,624.51	7.39113	1,624.51	3.1683
1,681.64	7.35598	1,681.64	3.32858
1,741.7	7.4613	1,741.7	3.25367
1,803.22	6.7742	1,803.22	3.31922
1,866.21	6.83596	1,866.21	2.97817
1,932.13	5.9477	1,932.13	2.52436
1,999.51	5.9596	1,999.51	2.80527
2,069.82	5.91044	2,069.82	2.55705
2,143.07	5.85868	2,143.07	2.60751
2,219.24	6.19601	2,219.24	2.88072
2,296.88	5.88811	2,296.88	2.53385
2,378.91	6.62499	2,378.91	2.79632
2,462.4	6.87646	2,462.4	2.98273
2,548.83	6.61785	2,548.83	2.94899
2,639.65	5.84673	2,639.65	2.60098
2,731.93	5.92133	2,731.93	2.54504
2,828.61	6.28896	2,828.61	2.70671
2,928.22	6.06322	2,928.22	2.5356
3,030.76	6.07187	3,030.76	2.56755
3,137.7	6.51927	3,137.7	2.77993
3,249.02	6.72351	3,249.02	2.91562
3,363.28	6.77452	3,363.28	3.05701
3,481.93	6.68411	3,481.93	2.86625
3,604.98	6.99558	3,604.98	2.90473
3,732.42	7.36961	3,732.42	3.05459
3,864.26	6.63443	3,864.26	2.68812
4,000.49	6.98176	4,000.49	2.80703
4,141.11	7.1843	4,141.11	2.92541
4,287.6	7.34331	4,287.6	3.14326
4,438.48	7.18144	4,438.48	3.11048
4,595.21	7.07819	4,595.21	3.16402
4,756.35	7.57908	4,756.35	3.21432
4,924.8	7.40515	4,924.8	3.09168
5,097.66	7.48224	5,097.66	2.98343
5,277.83	7.62202	5,277.83	3.15357
5,463.87	7.65514	5,463.87	3.09992
5,657.23	7.84263	5,657.23	3.11894
5,856.45	7.80461	5,856.45	3.13145
6,062.99	7.85972	6,062.99	3.25941
6,276.86	8.05964	6,276.86	3.41393
6,498.05	7.9713	6,498.05	3.3108
6,726.56	8.03708	6,726.56	3.39908
6,963.87	8.10485	6,963.87	3.42863
7,209.96	8.07812	7,209.96	3.50585
7,464.84	7.93755	7,464.84	3.4228
7,727.05	8.1833	7,727.05	3.48271
7,999.51	7.85424	7,999.51	3.19003
8,282.23	8.08632	8,282.23	3.37944
8,573.73	8.24993	8,573.73	3.4793
8,876.95	8.23674	8,876.95	3.38721
9,188.96	8.1387	9,188.96	3.37012
9,514.16	8.30401	9,514.16	3.43518
9,849.61	8.14431	9,849.61	3.42664
10,196.8	8.00138	10,196.8	3.31563
10,555.7	7.81943	10,555.7	3.23822
10,927.7	7.66058	10,927.7	3.15581
11,313	7.65436	11,313	3.0637
11,712.9	7.87623	11,712.9	3.30644
12,126	7.9498	12,126	3.37236
12,553.7	8.13216	12,553.7	3.44057
12,996.1	8.71511	12,996.1	3.86888
13,454.6	9.04014	13,454.6	4.03906
13,929.2	9.46646	13,929.2	4.31681
14,419.9	9.88984	14,419.9	4.49288
14,928.2	10.1498	14,928.2	4.62343
15,455.6	10.3643	15,455.6	4.74542
16,000.5	10.5226	16,000.5	4.83657
16,564.5	10.705	16,564.5	4.92486
17,148.9	10.8826	17,148.9	5.00931
17,752.4	11.0284	17,752.4	5.10095
18,379.4	11.258	18,379.4	5.19662
19,026.9	11.5811	19,026.9	5.34806
19,697.8	11.9488	19,697.8	5.51219
19,999.5	12.0584	19,999.5	5.58695
