"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	45.4039
21.9727	47.7746
23.4375	49.1822
24.9023	50.2504
26.3672	52.0777
27.832	53.6695
29.2969	54.9155
30.7617	56.0468
32.2266	58.3269
33.6914	59.7305
35.1562	61.3691
36.6211	63.0785
38.0859	64.5842
39.5508	66.1581
41.0156	68.1525
42.4805	69.5131
43.9453	70.9667
45.4102	72.6225
46.875	74.2262
48.3398	75.7408
51.2695	78.6904
52.7344	79.9989
54.1992	81.1612
55.6641	82.0513
58.5938	83.2903
60.0586	83.5908
62.9883	83.7527
64.4531	83.6942
67.3828	83.5028
68.8477	83.4317
71.7773	83.3394
74.707	83.3103
77.6367	83.2756
79.1016	83.2702
82.0312	83.3003
84.9609	83.3309
87.8906	83.395
90.8203	83.4932
95.2148	83.6266
98.1445	83.738
101.074	83.8847
105.469	84.0242
108.398	84.3065
112.793	84.5809
117.188	84.7001
120.117	84.8297
124.512	85.0139
128.906	85.1199
133.301	85.1198
139.16	85.1464
143.555	85.2238
147.949	85.3154
153.809	85.2835
159.668	85.2668
165.527	85.3949
171.387	85.2293
177.246	85.14
183.105	85.1621
188.965	85.1056
196.289	85.0734
203.613	84.9757
210.938	84.8636
218.262	84.6413
225.586	84.5222
232.91	84.5297
241.699	84.315
250.488	84.2866
259.277	84.0645
268.066	83.8383
276.855	83.8114
287.109	83.6046
297.363	83.5188
307.617	83.3491
319.336	82.9418
329.59	82.8441
341.309	83.3399
353.027	83.3468
366.211	83.3379
379.395	83.4826
392.578	82.9105
405.762	82.8309
420.41	82.8832
435.059	82.5233
451.172	82.9234
465.82	82.6487
483.398	82.4642
499.512	82.484
517.09	82.4768
536.133	82.4749
555.176	82.8216
574.219	82.8363
594.727	82.9737
615.234	83.7576
637.207	84.1028
659.18	83.4184
682.617	83.4091
707.52	82.8705
732.422	83.2361
757.324	84.4351
785.156	84.2612
811.523	84.332
840.82	84.2284
870.117	84.0168
900.879	84.2136
933.105	83.8563
965.332	83.6608
1,000.49	83.358
1,035.64	82.7897
1,072.27	82.2617
1,108.89	81.8621
1,148.44	81.0497
1,189.45	80.5705
1,230.47	81.1111
1,274.41	81.1152
1,319.82	81.0518
1,366.7	81.1456
1,413.57	81.5396
1,463.38	81.0111
1,516.11	79.6715
1,568.85	78.9813
1,624.51	79.5789
1,681.64	80.9995
1,741.7	81.3554
1,803.22	81.1923
1,866.21	80.2096
1,932.13	80.2415
1,999.51	80.7425
2,069.82	81.518
2,143.07	80.9768
2,219.24	79.9384
2,296.88	79.28
2,378.91	80.0307
2,462.4	80.8075
2,548.83	80.4763
2,639.65	79.5784
2,731.93	79.4309
2,828.61	79.8136
2,928.22	80.3033
3,030.76	80.3637
3,137.7	80.1342
3,249.02	79.8159
3,363.28	79.8069
3,481.93	79.9698
3,604.98	80.2323
3,732.42	80.6073
3,864.26	80.2306
4,000.49	80.3906
4,141.11	81.0259
4,287.6	80.8905
4,438.48	80.9162
4,595.21	81.2217
4,756.35	81.7315
4,924.8	81.8272
5,097.66	81.8003
5,277.83	82.2083
5,463.87	82.2791
5,657.23	82.3699
5,856.45	81.9048
6,062.99	82.278
6,276.86	82.2514
6,498.05	82.4453
6,726.56	82.2811
6,963.87	82.2953
7,209.96	82.6639
7,464.84	82.399
7,727.05	82.7427
7,999.51	82.3846
8,282.23	82.4132
8,573.73	82.4827
8,876.95	82.332
9,188.96	82.2079
9,514.16	82.1825
9,849.61	82.0575
10,196.8	82.0536
10,555.7	81.9539
10,927.7	82.0849
11,313	82.2526
11,712.9	82.4412
12,126	82.7073
12,553.7	83.2003
12,996.1	83.952
13,454.6	84.6787
13,929.2	85.6158
14,419.9	86.205
14,928.2	86.8021
15,455.6	86.9883
16,000.5	86.2317
16,564.5	82.9939
17,148.9	81.835
17,752.4	81.2592
18,379.4	81.2471
19,026.9	81.0782
19,697.8	79.2277
19,999.5	77.7055
