"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	43.2355
21.2402	45.3144
21.9727	45.5059
22.7051	45.4907
23.4375	47.9538
24.1699	47.9909
25.6348	49.3793
26.3672	50.1754
27.0996	51.1963
27.832	51.9495
29.2969	53.4059
30.0293	53.7973
31.4941	55.3817
32.2266	56.0594
33.6914	57.3137
34.4238	57.7081
35.8887	59.1469
37.3535	60.6971
38.8184	62.0474
39.5508	62.6813
41.0156	63.8692
42.4805	65.2003
43.9453	66.5832
45.4102	67.8097
47.6074	69.7359
49.0723	70.9968
50.5371	72.235
52.7344	74.1133
54.1992	75.3683
56.3965	77.1601
58.5938	78.7714
60.0586	79.8058
62.2559	81.2185
64.4531	82.3974
66.6504	83.3402
69.5801	84.139
71.7773	84.4459
73.9746	84.5354
76.9043	84.4598
79.834	84.2615
82.7637	84.0686
85.6934	83.864
88.623	83.6891
91.5527	83.4517
94.4824	83.2856
98.1445	83.2491
101.807	83.1903
105.469	83.1386
109.131	83.1897
112.793	83.2604
116.455	83.2617
120.85	83.3592
125.244	83.4817
129.639	83.4989
134.033	83.4813
138.428	83.6329
143.555	83.7017
148.682	83.7746
153.809	83.8375
159.668	83.9901
164.795	84.0983
170.654	84.1453
176.514	84.1053
183.105	84.0228
189.697	84.0618
196.289	84.0663
202.881	84.0591
210.205	83.9764
217.529	83.951
225.586	83.8173
232.91	83.8931
241.699	83.7859
249.756	83.833
258.545	83.6895
268.066	83.3238
277.588	83.2462
287.109	83.2112
297.363	83.0642
307.617	83.0073
318.604	82.8178
329.59	82.8073
341.309	82.5719
353.76	82.7508
366.211	82.7195
378.662	82.7982
392.578	82.3449
405.762	82.5619
420.41	82.7032
435.059	82.3174
450.439	82.2837
466.553	81.9876
482.666	81.7935
500.244	82.16
517.822	81.6709
536.133	81.8402
554.443	82.5383
574.219	82.3326
594.727	81.7225
615.234	81.7795
637.207	81.953
659.912	81.8701
683.35	82.2721
706.787	82.4467
731.689	82.6028
758.057	83.0019
784.424	82.6646
812.256	82.7421
840.82	82.632
870.85	82.4856
901.611	82.4875
933.105	82.6211
966.064	83.0172
999.756	83.8678
1,034.91	83.4851
1,071.53	82.9983
1,109.62	82.7884
1,148.44	82.9465
1,189.45	82.9397
1,231.2	83.0172
1,274.41	82.9926
1,319.82	82.6831
1,365.97	82.2798
1,414.31	82.4314
1,464.11	82.1239
1,515.38	82.1039
1,568.85	81.5237
1,624.51	81.9596
1,681.64	81.8627
1,740.97	81.8154
1,802.49	82.2692
1,866.21	81.7102
1,932.13	80.9136
2,000.24	80.7177
2,070.56	81.7773
2,143.8	82.203
2,219.24	82.1027
2,297.61	82.673
2,378.17	83.2524
2,462.4	82.7682
2,548.83	82.6033
2,638.92	82.7118
2,731.93	82.4345
2,828.61	82.4155
2,928.22	82.278
3,031.49	81.5872
3,138.43	81.4804
3,249.02	81.3395
3,363.28	80.6803
3,481.93	80.4139
3,604.98	80.3779
3,732.42	79.8776
3,863.53	79.7682
3,999.76	79.8547
4,141.11	79.3316
4,286.87	79.4254
4,438.48	79.336
4,594.48	79.3877
4,757.08	79.4964
4,924.8	79.4824
5,098.39	79.5118
5,277.83	79.3134
5,463.87	79.099
5,656.49	78.7543
5,856.45	78.5533
6,062.99	78.7159
6,276.86	79.1286
6,498.05	79.1992
6,727.29	79.4503
6,964.6	79.4407
7,209.96	79.1727
7,464.11	78.2952
7,727.78	77.3846
8,000.24	76.8426
8,282.23	77.4612
8,574.46	78.4082
8,876.22	79.0114
9,189.7	78.7032
9,513.43	78.035
9,848.88	78.1684
10,196.8	78.9878
10,556.4	79.5148
10,928.5	79.5698
11,313.7	79.3188
11,712.9	78.7587
12,126	78.3691
12,553.7	78.4406
12,996.1	78.6299
13,454.6	78.7829
13,928.5	78.8689
14,419.9	78.6892
14,928.2	78.9041
15,454.8	78.9192
15,999.8	78.11
16,564.5	76.8978
17,148.2	76.1233
17,753.2	75.7983
18,379.4	74.6153
19,027.6	72.7411
19,698.5	72.0003
19,999.5	71.6454
