"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.81	20.5078	55.9372	20.5078	56.3781	20.5078	56.1523
21.2402	51.9348	21.2402	52.0252	21.2402	52.2484	21.2402	52.1275
21.9727	53.818	21.9727	53.7353	21.9727	53.6573	21.9727	53.7106
22.7051	55.0662	22.7051	54.9412	22.7051	54.65	22.7051	54.8154
23.4375	41.6158	23.4375	41.5429	23.4375	41.5217	23.4375	41.546
24.1699	43.4268	24.1699	42.5177	24.1699	41.5439	24.1699	42.2456
25.6348	51.0806	25.6348	51.5279	25.6348	52.7686	25.6348	52.1556
26.3672	53.888	26.3672	54.1943	26.3672	55.0831	26.3672	54.6343
27.0996	56.3094	27.0996	56.6189	27.0996	57.4836	27.0996	57.0443
27.832	58.5768	27.832	58.8958	27.832	59.7315	27.832	59.3027
29.2969	62.9023	29.2969	63.149	29.2969	63.786	29.2969	63.4536
30.0293	64.8445	30.0293	65.062	30.0293	65.6312	30.0293	65.3331
31.4941	67.5674	31.4941	67.7664	31.4941	68.2915	31.4941	68.0159
32.2266	68.7007	32.2266	68.8723	32.2266	69.3116	32.2266	69.0786
33.6914	71.5723	33.6914	71.7209	33.6914	72.0946	33.6914	71.8949
34.4238	73.1934	34.4238	73.3261	34.4238	73.6564	34.4238	73.4791
35.8887	75.9371	35.8887	76.0565	35.8887	76.3536	35.8887	76.1937
37.3535	78.5585	37.3535	78.6565	37.3535	78.9006	37.3535	78.7687
38.8184	81.0672	38.8184	81.1461	38.8184	81.3402	38.8184	81.2348
39.5508	82.2762	39.5508	82.3475	39.5508	82.5234	39.5508	82.4278
41.0156	84.3688	41.0156	84.4305	41.0156	84.5887	41.0156	84.503
42.4805	86.6747	42.4805	86.7123	42.4805	86.8052	42.4805	86.7543
43.9453	88.753	43.9453	88.7736	43.9453	88.8255	43.9453	88.7971
45.4102	90.7472	45.4102	90.7558	45.4102	90.7781	45.4102	90.7659
47.6074	93.4583	47.6074	93.4517	47.6074	93.4379	47.6074	93.4457
49.0723	95.168	49.0723	95.1534	49.0723	95.1213	49.0723	95.1394
50.5371	96.784	50.5371	96.7627	50.5371	96.7152	50.5371	96.7419
52.7344	98.9813	52.7344	98.951	52.7344	98.883	52.7344	98.9212
54.1992	100.25	54.1992	100.215	54.1992	100.139	54.1992	100.182
56.3965	101.812	56.3965	101.772	56.3965	101.682	56.3965	101.732
58.5938	102.972	58.5938	102.927	58.5938	102.832	58.5938	102.886
60.0586	103.479	60.0586	103.432	60.0586	103.334	60.0586	103.39
62.2559	103.956	62.2559	103.898	62.2559	103.777	62.2559	103.846
64.4531	104.188	64.4531	104.124	64.4531	103.987	64.4531	104.065
66.6504	104.237	66.6504	104.165	66.6504	104.014	66.6504	104.1
69.5801	104.133	69.5801	104.055	69.5801	103.893	69.5801	103.986
71.7773	104.054	71.7773	103.973	71.7773	103.808	71.7773	103.903
73.9746	103.937	73.9746	103.851	73.9746	103.679	73.9746	103.778
76.9043	103.83	76.9043	103.737	76.9043	103.554	76.9043	103.66
79.834	103.741	79.834	103.647	79.834	103.472	79.834	103.575
82.7637	103.709	82.7637	103.602	82.7637	103.401	82.7637	103.519
85.6934	103.68	85.6934	103.57	85.6934	103.356	85.6934	103.48
88.623	103.618	88.623	103.519	88.623	103.355	88.623	103.453
91.5527	103.671	91.5527	103.554	91.5527	103.35	91.5527	103.471
94.4824	103.74	94.4824	103.625	94.4824	103.437	94.4824	103.55
98.1445	103.848	98.1445	103.727	98.1445	103.534	98.1445	103.651
101.807	103.954	101.807	103.824	101.807	103.626	101.807	103.747
105.469	104.074	105.469	103.934	105.469	103.722	105.469	103.852
109.131	104.218	109.131	104.075	109.131	103.869	109.131	103.996
112.793	104.328	112.793	104.18	112.793	103.977	112.793	104.104
116.455	104.495	116.455	104.336	116.455	104.127	116.455	104.259
120.85	104.724	120.85	104.548	120.85	104.323	120.85	104.466
125.244	104.885	125.244	104.69	125.244	104.422	125.244	104.591
