"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.4197	20.5078	56.4321	20.5078	55.9553
21.2402	51.2993	21.2402	52.7604	21.2402	52.091
21.9727	53.1223	21.9727	54.6526	21.9727	53.9545
22.7051	54.7027	22.7051	55.4136	22.7051	55.0727
23.4375	41.0906	23.4375	43.9547	23.4375	42.7546
24.1699	41.2723	24.1699	45.874	24.1699	44.1561
25.6348	52.1357	25.6348	50.8739	25.6348	51.5504
26.3672	54.8165	26.3672	53.4233	26.3672	54.1755
27.0996	57.1683	27.0996	55.7731	27.0996	56.5265
27.832	59.3904	27.832	58.0223	27.832	58.76
29.2969	63.7296	29.2969	62.1204	29.2969	62.9991
30.0293	65.5377	30.0293	64.217	30.0293	64.9273
31.4941	68.2322	31.4941	66.9565	31.4941	67.641
32.2266	69.3977	32.2266	68.0096	32.2266	68.7589
33.6914	72.2813	33.6914	70.7993	33.6914	71.6032
34.4238	73.8783	34.4238	72.4212	34.4238	73.2106
35.8887	76.5623	35.8887	75.2292	35.8887	75.9467
37.3535	79.1473	37.3535	77.8764	37.3535	78.5582
38.8184	81.6187	38.8184	80.4172	38.8184	81.0593
39.5508	82.8138	39.5508	81.6413	39.5508	82.267
41.0156	84.8908	41.0156	83.7393	41.0156	84.3531
42.4805	87.1752	42.4805	86.0549	42.4805	86.6511
43.9453	89.2376	43.9453	88.139	43.9453	88.7229
45.4102	91.219	45.4102	90.1359	45.4102	90.7112
47.6074	93.9036	47.6074	92.8693	47.6074	93.4172
49.0723	95.6042	49.0723	94.5841	49.0723	95.124
50.5371	97.2123	50.5371	96.2038	50.5371	96.7373
52.7344	99.3968	52.7344	98.4091	52.7344	98.931
54.1992	100.658	54.1992	99.6831	54.1992	100.198
56.3965	102.216	56.3965	101.244	56.3965	101.757
58.5938	103.363	58.5938	102.417	58.5938	102.916
60.0586	103.866	60.0586	102.929	60.0586	103.422
62.2559	104.342	62.2559	103.396	62.2559	103.895
64.4531	104.572	64.4531	103.624	64.4531	104.124
66.6504	104.619	66.6504	103.665	66.6504	104.168
69.5801	104.515	69.5801	103.552	69.5801	104.06
71.7773	104.43	71.7773	103.477	71.7773	103.98
73.9746	104.307	73.9746	103.363	73.9746	103.86
76.9043	104.191	76.9043	103.262	76.9043	103.751
79.834	104.098	79.834	103.178	79.834	103.662
82.7637	104.058	82.7637	103.147	82.7637	103.626
85.6934	104.024	85.6934	103.123	85.6934	103.597
88.623	103.968	88.623	103.065	88.623	103.54
91.5527	104.017	91.5527	103.106	91.5527	103.586
94.4824	104.091	94.4824	103.169	94.4824	103.654
98.1445	104.195	98.1445	103.277	98.1445	103.76
101.807	104.302	101.807	103.374	101.807	103.863
105.469	104.421	105.469	103.485	105.469	103.978
109.131	104.563	109.131	103.632	109.131	104.122
112.793	104.678	112.793	103.732	112.793	104.231
116.455	104.851	116.455	103.881	116.455	104.393
120.85	105.078	120.85	104.097	120.85	104.615
125.244	105.241	125.244	104.239	125.244	104.769
129.639	105.358	129.639	104.356	129.639	104.886
134.033	105.491	134.033	104.459	134.033	105.006
138.428	105.641	138.428	104.593	138.428	105.149
143.555	105.766	143.555	104.691	143.555	105.262
148.682	105.848	148.682	104.744	148.682	105.331
153.809	105.934	153.809	104.81	153.809	105.408
159.668	106.105	159.668	104.936	159.668	105.56
164.795	106.255	164.795	105.106	164.795	105.719
170.654	106.305	170.654	105.149	170.654	105.765
176.514	106.345	176.514	105.134	176.514	105.782
183.105	106.407	183.105	105.136	183.105	105.818
189.697	106.442	189.697	105.195	189.697	105.863
196.289	106.567	196.289	105.28	196.289	105.971
202.881	106.602	202.881	105.325	202.881	106.01
210.205	106.604	210.205	105.292	210.205	105.998
217.529	106.624	217.529	105.277	217.529	106.002
225.586	106.679	225.586	105.272	225.586	106.033
232.91	106.771	232.91	105.358	232.91	106.122
241.699	106.715	241.699	105.207	241.699	106.026
249.756	106.819	249.756	105.156	249.756	106.067
258.545	106.827	258.545	105.22	258.545	106.097
268.066	106.743	268.066	105.088	268.066	105.994
277.588	106.401	277.588	104.921	277.588	105.724
287.109	106.106	287.109	104.51	287.109	105.38
297.363	106.259	297.363	104.527	297.363	105.479
307.617	106.284	307.617	104.298	307.617	105.404
318.604	106.283	318.604	104.133	318.604	105.34
329.59	106.405	329.59	104.174	329.59	105.431
341.309	106.25	341.309	103.793	341.309	105.193
353.76	106.389	353.76	103.803	353.76	105.286
366.211	106.39	366.211	103.745	366.211	105.266
378.662	106.665	378.662	104.027	378.662	105.543
392.578	106.499	392.578	103.929	392.578	105.401
405.762	106.446	405.762	103.693	405.762	105.284
420.41	106.444	420.41	103.535	420.41	105.229
435.059	106.245	435.059	103.07	435.059	104.941
450.439	106.151	450.439	103.072	450.439	104.879
466.553	106.098	466.553	103.003	466.553	104.821
