"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	57.5291	20.5078	56.7107	20.5078	57.0914	20.5078	57.2717	20.5078	57.6573	20.5078	57.2404
21.2402	54.798	21.2402	50.4624	21.2402	53.1816	21.2402	53.0736	21.2402	52.9666	21.2402	53.1085
21.9727	51.6488	21.9727	45.4222	21.9727	49.5869	21.9727	49.2341	21.9727	48.5625	21.9727	49.3398
22.7051	50.789	22.7051	42.4968	22.7051	48.3212	22.7051	47.6993	22.7051	46.372	22.7051	47.9118
23.4375	49.9306	23.4375	40.4718	23.4375	47.2257	23.4375	46.4329	23.4375	44.5211	23.4375	46.7246
24.1699	51.176	24.1699	42.6902	24.1699	48.5071	24.1699	47.7678	24.1699	46.0655	24.1699	48.0638
25.6348	54.4857	25.6348	50.3339	25.6348	52.8139	25.6348	52.4454	25.6348	51.6246	25.6348	52.5684
26.3672	55.6094	26.3672	51.9301	26.3672	54.0586	26.3672	53.7397	26.3672	53.1143	26.3672	53.8588
27.0996	57.3367	27.0996	54.6167	27.0996	56.1278	27.0996	55.9388	27.0996	55.5828	27.0996	56.0095
27.832	57.832	27.832	55.8018	27.832	56.8117	27.832	56.6713	27.832	56.3978	27.832	56.7412
29.2969	60.1626	29.2969	58.0252	29.2969	59.1959	29.2969	59.0105	29.2969	58.638	29.2969	59.0704
