"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.491854	20.5078	-0.1514
21.2402	-0.173555	21.2402	0.0831451
21.9727	0.217478	21.9727	0.265931
22.7051	0.548845	22.7051	0.438367
23.4375	0.785171	23.4375	0.536843
24.1699	0.585541	24.1699	0.478798
25.6348	0.354626	25.6348	0.263508
26.3672	0.227804	26.3672	0.216395
27.0996	0.0896582	27.0996	0.129304
27.832	0.01727	27.832	0.0802257
29.2969	0.163599	29.2969	0.134793
30.0293	0.175866	30.0293	0.141559
31.4941	0.0648654	31.4941	0.0802223
32.2266	0.133446	32.2266	0.108164
33.6914	0.113044	33.6914	0.0915621
34.4238	0.0985757	34.4238	0.0830383
35.8887	0.124875	35.8887	0.0883343
37.3535	0.146743	37.3535	0.0938728
38.8184	0.149384	38.8184	0.0923543
39.5508	0.17308	39.5508	0.100487
41.0156	0.179784	41.0156	0.100118
42.4805	0.198738	42.4805	0.105144
43.9453	0.213501	43.9453	0.109791
45.4102	0.233296	45.4102	0.114675
47.6074	0.234532	47.6074	0.113032
49.0723	0.24636	49.0723	0.116678
50.5371	0.268913	50.5371	0.123864
52.7344	0.267367	52.7344	0.121674
54.1992	0.273904	54.1992	0.123689
56.3965	0.27	56.3965	0.122296
58.5938	0.289559	58.5938	0.130685
60.0586	0.34237	60.0586	0.148492
62.2559	0.32011	62.2559	0.13912
64.4531	0.319712	64.4531	0.139073
66.6504	0.330058	66.6504	0.14319
69.5801	0.371701	69.5801	0.15843
71.7773	0.350896	71.7773	0.149834
73.9746	0.34201	73.9746	0.146761
76.9043	0.352515	76.9043	0.151575
79.834	0.316507	79.834	0.140377
82.7637	0.374169	82.7637	0.163964
85.6934	0.457061	85.6934	0.19259
88.623	0.386125	88.623	0.158983
91.5527	0.221271	91.5527	0.108869
94.4824	0.396781	94.4824	0.181306
98.1445	0.453689	98.1445	0.191301
101.807	0.395823	101.807	0.172676
105.469	0.395766	105.469	0.178029
109.131	0.456901	109.131	0.201284
