"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	30.1251	20.5078	38.5362	20.5078	36.1108
21.9727	44.923	21.9727	47.9506	21.9727	46.6955
23.4375	47.4249	23.4375	49.137	23.4375	48.3647
24.9023	50.2558	24.9023	51.6575	24.9023	51.013
26.3672	52.2962	26.3672	53.2342	26.3672	52.7904
27.832	54.6008	27.832	55.2435	27.832	54.934
29.2969	57.0516	29.2969	57.4361	29.2969	57.2481
30.7617	59.1457	30.7617	59.1464	30.7617	59.1461
32.2266	60.7783	32.2266	60.6774	32.2266	60.7281
33.6914	62.5121	33.6914	62.3856	33.6914	62.4493
35.1562	64.0244	35.1562	63.7606	35.1562	63.8945
36.6211	65.7516	36.6211	65.4375	36.6211	65.5974
38.0859	67.1292	38.0859	66.7465	38.0859	66.9421
39.5508	68.4971	39.5508	68.0463	39.5508	68.2775
41.0156	69.5468	41.0156	69.0345	41.0156	69.2982
42.4805	70.7815	42.4805	70.192	42.4805	70.4968
43.9453	71.9894	43.9453	71.3719	43.9453	71.6916
45.4102	73.0801	45.4102	72.4611	45.4102	72.7816
46.875	74.1649	46.875	73.5179	46.875	73.8534
48.3398	75.1786	48.3398	74.5001	48.3398	74.8526
51.2695	76.8328	51.2695	76.1214	51.2695	76.4917
52.7344	77.5976	52.7344	76.8683	52.7344	77.2482
54.1992	78.2671	54.1992	77.5337	54.1992	77.9158
55.6641	78.8902	55.6641	78.1352	55.6641	78.5291
58.5938	79.9221	58.5938	79.1399	58.5938	79.5486
60.0586	80.3323	60.0586	79.5307	60.0586	79.95
62.9883	81.071	62.9883	80.2474	62.9883	80.6787
64.4531	81.3189	64.4531	80.4836	64.4531	80.9213
67.3828	81.7325	67.3828	80.8803	67.3828	81.3273
68.8477	81.8784	68.8477	81.0151	68.8477	81.4682
71.7773	82.3222	71.7773	81.4456	71.7773	81.906
74.707	82.699	74.707	81.8087	74.707	82.2766
77.6367	82.934	77.6367	82.0034	77.6367	82.4936
79.1016	83.1187	79.1016	82.1676	79.1016	82.6691
82.0312	83.3761	82.0312	82.4289	82.0312	82.9283
84.9609	83.232	84.9609	82.3433	84.9609	82.8104
87.8906	83.4714	87.8906	82.5502	87.8906	83.0352
90.8203	84.0583	90.8203	83.0791	90.8203	83.5963
95.2148	84.3039	95.2148	83.3125	95.2148	83.8365
98.1445	84.5224	98.1445	83.4913	98.1445	84.0374
101.074	84.667	101.074	83.6186	101.074	84.1744
105.469	84.8214	105.469	83.7769	105.469	84.3305
108.398	84.9455	108.398	83.9229	108.398	84.4642
112.793	85.4739	112.793	84.3943	112.793	84.9676
117.188	85.6039	117.188	84.532	117.188	85.1009
120.117	86.0147	120.117	84.8776	120.117	85.4833
124.512	86.2212	124.512	85.0846	124.512	85.69
128.906	86.3443	128.906	85.1542	128.906	85.7898
133.301	86.4807	133.301	85.2938	133.301	85.9276
139.16	86.6216	139.16	85.4231	139.16	86.0636
143.555	86.7759	143.555	85.536	143.555	86.2001
147.949	86.9115	147.949	85.6304	147.949	86.318
153.809	87.0898	153.809	85.7371	153.809	86.4659
159.668	87.3118	159.668	85.9635	159.668	86.6898
165.527	87.5267	165.527	86.2115	165.527	86.9187
171.387	87.541	171.387	86.1723	171.387	86.9103
177.246	87.6027	177.246	86.1917	177.246	86.9543
183.105	87.5503	183.105	86.063	183.105	86.87
188.965	87.6356	188.965	86.1768	188.965	86.9672
196.289	87.8676	196.289	86.4304	196.289	87.2082
203.613	87.873	203.613	86.3429	203.613	87.175
