Frequency Spectrum for Input Signal

Data Shown:    8341A (GENELEC)
Display Parameters:   Frequency: 1000Hz (1/24th Octave)   Mer: 180°  Par: 10°  

Freq [Hz]	Signal Level [dBSPL]
22.4	64.5
23	64
23.6	63.4
24	62.2
25	61.8
25.8	62.9
26.5	63.8
27.2	64.5
28	65.2
29	65.9
30	66.5
30.7	67.1
31.5	67.8
32.5	68.4
33.5	69.1
34.5	69.8
35.5	70.6
36.5	71.6
37.5	73.4
38.7	74
40	74.3
41.2	74.5
42.5	74.6
43.7	74.8
45	74.8
46.2	74.9
47.5	74.9
48.7	75
50	75.1
51.5	75.3
53	75.4
54.5	75.6
56	75.7
58	75.8
60	75.9
61.5	76
63	75.9
65	75.8
67	75.7
69	75.6
71	75.5
73	75.5
75	75.4
77.5	75.4
80	75.3
82.5	75.2
85	75.2
87.5	75.2
90	75.1
92.5	75
95	74.9
97.5	74.8
100	74.8
103	74.8
106	74.8
109	74.9
112	74.9
115	74.9
118	74.9
122	74.9
125	74.9
128	75
132	75.1
136	75.2
140	75.3
145	75.3
150	75.4
155	75.4
160	75.4
165	75.4
170	75.4
175	75.4
180	75.5
185	75.6
190	75.6
195	75.4
200	75.4
206	75.3
212	75.3
218	75.2
224	75.2
230	75.1
236	75.2
240	75.3
250	75.2
258	75.1
265	75.2
272	75.2
280	75.2
290	75.2
300	75.2
307	75.2
315	75.2
325	75.3
335	75.4
345	75.4
355	75.4
365	75.3
375	75.3
387	75.3
400	75.4
412	75.4
425	75.4
437	75.3
450	75.2
462	75.2
475	75.2
487	75.2
500	75.2
515	75.3
530	75.3
545	75.3
560	75.2
580	75.1
600	75.1
615	75.1
630	75.1
650	75.1
670	75.2
690	75.2
710	75.2
730	75.2
750	75.1
775	75
800	75
825	75
850	75.1
875	75.1
900	75.2
925	75.3
950	75.3
975	75.3
1000	75.3
1030	75.2
1060	75.1
1090	75
1120	75.1
1150	75
1180	75
1220	74.9
1250	74.9
1280	75
1320	75
1360	75.1
1400	75
1450	75
1500	75
1550	75.1
1600	75.1
1650	75.1
1700	75
1750	75
1800	75
1850	75
1900	74.9
1950	75
2000	74.9
2060	75
2120	75.1
2180	75
2240	75
2300	75
2360	75
2400	75
2500	75
2580	74.9
2650	75
2720	75.2
2800	75.2
2900	75.5
3000	75.4
3070	75.2
3150	75.1
3250	74.9
3350	75
3450	75
3550	74.9
3650	75
3750	74.8
3870	74.8
4000	74.6
4120	74.5
4250	74.6
4370	74.4
4500	74.2
4620	75
4750	75.3
4870	75.4
5000	75.6
5150	75.4
5300	75.6
5450	75.9
5600	76
5800	75.5
6000	75.2
6150	75.1
6300	74.8
6500	74.5
6700	74.6
6900	74.6
7100	74.6
7300	74.9
7500	75.4
7750	75.5
8000	75.4
8250	75.4
8500	75.1
8750	74.9
9000	75
9250	74.8
9500	74.8
9750	74.7
10000	74.5
10300	74.5
10600	74.6
10900	74.6
11200	74.4
11500	74.2
11800	74
12200	73.9
12500	73.7
12800	73.5
13200	73.4
13600	73.3
14000	73.2
14500	73.2
15000	73.2
15500	73.2
16000	73.2
16500	73.4
17000	73.5
17500	73.5
18000	73.3
18500	72.9
19000	72.4
19500	72.2
20000	71.5
20600	71
21200	70.4
21800	70
22400	69.6
