"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.848
21.9727	52.5456
23.4375	49.7734
24.9023	50.6336
26.3672	51.9802
27.832	53.0166
29.2969	54.8872
30.7617	56.6499
32.2266	58.5758
33.6914	60.3061
35.1563	61.5901
36.6211	63.2549
38.0859	65.0754
39.5508	66.7394
41.0156	68.5289
42.4805	69.3124
43.9453	70.3489
45.4102	71.3609
46.875	72.5054
48.3398	73.5982
51.2695	75.2653
52.7344	76.0828
54.1992	76.9398
55.6641	77.7118
58.5938	79.0127
60.0586	79.584
62.9883	80.6911
64.4531	81.1347
67.3828	81.6933
68.8477	81.9589
71.7773	82.9913
74.707	83.5409
77.6367	83.7076
79.1016	84.1332
82.0313	84.8976
84.9609	85.0026
87.8906	85.5541
90.8203	85.8785
95.2148	86.1413
98.1445	86.303
101.074	86.7139
105.469	86.4813
108.398	86.626
112.793	87.1473
117.188	86.8522
120.117	87.1893
124.512	87.1508
128.906	86.8641
133.301	86.9932
139.16	86.6953
143.555	86.9234
147.949	86.5828
153.809	86.5528
159.668	86.6706
165.527	86.6485
171.387	86.4999
177.246	86.3349
183.105	86.1199
188.965	86.1236
196.289	86.1492
203.613	85.9485
210.938	85.8542
218.262	85.7371
225.586	85.6165
232.91	85.6093
241.699	85.4407
250.488	85.2637
259.277	85.4448
268.066	85.0284
276.855	85.0065
287.109	84.9869
297.363	84.8563
307.617	85.1519
319.336	84.8904
329.59	84.8199
341.309	84.701
353.027	84.8853
366.211	85.1904
379.395	85.4328
392.578	85.1175
405.762	84.493
420.41	85.0617
435.059	84.6725
451.172	84.917
465.82	84.6465
483.398	84.2593
499.512	84.2762
517.09	85.3553
536.133	85.0869
555.176	85.6446
574.219	85.5706
594.727	85.1306
615.234	85.0828
637.207	85.1563
659.18	85.0289
682.617	84.8563
707.52	84.8936
732.422	84.6154
757.324	84.5734
785.156	84.5729
811.523	84.6678
840.82	84.6294
870.117	84.8859
900.879	84.8675
933.105	85.2175
965.332	85.7688
1,000.49	86.5896
1,035.64	86.6635
1,072.27	85.972
1,108.89	85.504
1,148.44	85.768
1,189.45	85.7239
1,230.47	85.9599
1,274.41	85.693
1,319.82	85.4966
1,366.7	85.0499
1,413.57	84.7579
1,463.38	84.4977
1,516.11	84.7208
1,568.85	84.506
1,624.51	83.8427
1,681.64	83.0546
1,741.7	83.1554
1,803.22	83.4088
1,866.21	83.224
1,932.13	82.6691
1,999.51	82.8484
2,069.82	83.7326
2,143.07	83.1785
2,219.24	82.5844
2,296.88	83.3647
2,378.91	83.8274
2,462.4	83.0022
2,548.83	82.2281
2,639.65	82.3288
2,731.93	82.0834
2,828.61	81.9218
2,928.22	81.642
3,030.76	81.2414
3,137.7	81.2978
3,249.02	81.0617
3,363.28	81.0993
3,481.93	81.0968
3,604.98	81.5501
3,732.42	81.7312
3,864.26	81.7845
4,000.49	81.9794
4,141.11	82.2218
4,287.6	82.117
4,438.48	82.6832
4,595.21	82.8108
4,756.35	82.7823
4,924.8	83.2366
5,097.66	83.1347
5,277.83	83.0102
5,463.87	82.8045
5,657.23	82.6203
5,856.45	82.6313
6,062.99	82.8493
6,276.86	83.0757
6,498.05	83.2056
6,726.56	83.1651
6,963.87	82.7123
7,209.96	82.4325
7,464.84	82.2709
7,727.05	82.3278
7,999.51	82.6623
8,282.23	83.016
8,573.73	83.1392
8,876.95	83.0543
9,188.96	82.8847
9,514.16	82.8742
9,849.61	82.9257
10,196.8	83.0195
10,555.7	82.9555
10,927.7	82.7566
11,313	82.5974
11,712.9	82.4011
12,126	82.23
12,553.7	82.1566
12,996.1	81.9112
13,454.6	81.6795
13,929.2	81.3668
14,419.9	80.839
14,928.2	80.2757
15,455.6	79.7572
16,000.5	79.0776
16,564.5	78.4852
17,148.9	78.1285
17,752.4	77.937
18,379.4	77.6449
19,026.9	77.2168
19,697.8	77.0868
19,999.5	76.8786
