"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	45.6964	20.5078	48.8995	20.5078	47.5868
21.9727	42.1035	21.9727	49.9155	21.9727	47.5703
23.4375	41.5534	23.4375	44.6664	23.4375	43.383
24.9023	37.9757	24.9023	45.6669	24.9023	43.3391
26.3672	40.354	26.3672	46.7012	26.3672	44.5966
27.832	44.2583	27.832	47.9434	27.832	46.4805
29.2969	48.3844	29.2969	50.5529	29.2969	49.6026
30.7617	53.0641	30.7617	52.7702	30.7617	52.9196
32.2266	56.1141	32.2266	55.2549	32.2266	55.7057
33.6914	59.1378	33.6914	57.407	33.6914	58.3581
35.1563	60.9936	35.1563	58.9073	35.1563	60.0746
36.6211	62.6788	36.6211	60.8927	36.6211	61.8769
38.0859	64.607	38.0859	63.0464	38.0859	63.8965
39.5508	66.5341	39.5508	64.9792	39.5508	65.8259
41.0156	68.4807	41.0156	67.0136	41.0156	67.8088
42.4805	69.4372	42.4805	67.8627	42.4805	68.7209
43.9453	70.4318	43.9453	68.9929	43.9453	69.7717
45.4102	71.4128	45.4102	70.1165	45.4102	70.8128
46.875	72.503	46.875	71.3779	46.875	71.9768
48.3398	73.5501	48.3398	72.5042	48.3398	73.0586
51.2695	75.184	51.2695	74.2922	51.2695	74.761
52.7344	75.9854	52.7344	75.1711	52.7344	75.5973
54.1992	76.8097	54.1992	76.0834	54.1992	76.4617
55.6641	77.56	55.6641	76.9087	55.6641	77.2466
58.5938	78.8733	58.5938	78.277	58.5938	78.5854
60.0586	79.4545	60.0586	78.8626	60.0586	79.1686
62.9883	80.5373	62.9883	80.0233	62.9883	80.2879
64.4531	80.9687	64.4531	80.4875	64.4531	80.7348
67.3828	81.5424	67.3828	81.0612	67.3828	81.3085
68.8477	81.8069	68.8477	81.3326	68.8477	81.5762
71.7773	82.8385	71.7773	82.4057	71.7773	82.6275
74.707	83.4109	74.707	82.9861	74.707	83.2037
77.6367	83.578	77.6367	83.1506	77.6367	83.3696
79.1016	84.0083	79.1016	83.5829	79.1016	83.8008
82.0313	84.8158	82.0313	84.3689	82.0313	84.5981
84.9609	84.9967	84.9609	84.5242	84.9609	84.7669
87.8906	85.6217	87.8906	85.0953	87.8906	85.3665
90.8203	85.8442	90.8203	85.3028	90.8203	85.5819
95.2148	86.1803	95.2148	85.663	95.2148	85.9294
98.1445	86.3669	98.1445	85.8055	98.1445	86.0953
101.074	86.7888	101.074	86.2141	101.074	86.511
105.469	86.5594	105.469	85.9777	105.469	86.2783
108.398	86.733	108.398	86.0994	108.398	86.4277
112.793	87.3413	112.793	86.6665	112.793	87.017
117.188	87.037	117.188	86.4176	117.188	86.7384
120.117	87.3736	120.117	86.7502	120.117	87.0731
124.512	87.4011	124.512	86.702	124.512	87.0656
128.906	87.1984	128.906	86.4449	128.906	86.838
133.301	87.3265	133.301	86.6095	133.301	86.9828
139.16	87.0364	139.16	86.2818	139.16	86.6755
143.555	87.2598	143.555	86.4622	143.555	86.8793
147.949	86.8899	147.949	86.0858	147.949	86.5064
153.809	86.9884	153.809	86.0627	153.809	86.5502
159.668	87.22	159.668	86.2043	159.668	86.7418
165.527	87.1535	165.527	86.2293	165.527	86.7159
171.387	86.9715	171.387	86.0884	171.387	86.5524
177.246	86.7954	177.246	85.9116	177.246	86.3759
183.105	86.6683	183.105	85.6595	183.105	86.1931
188.965	86.6875	188.965	85.7179	188.965	86.2297
196.289	86.74	196.289	85.7494	196.289	86.2729
203.613	86.6108	203.613	85.5753	203.613	86.1239
210.938	86.558	210.938	85.4264	210.938	86.029
218.262	86.4293	218.262	85.3069	218.262	85.9042
225.586	86.3474	225.586	85.1889	225.586	85.8066
232.91	86.4078	232.91	85.2539	232.91	85.8691
241.699	86.2558	241.699	85.2222	241.699	85.7697
250.488	86.21	250.488	84.8421	250.488	85.5797
259.277	86.338	259.277	85.026	259.277	85.7313
268.066	86.014	268.066	84.5304	268.066	85.3353
276.855	85.9881	276.855	84.2782	276.855	85.2168
287.109	86.0066	287.109	84.4626	287.109	85.3029
297.363	85.9629	297.363	84.2086	297.363	85.1737
307.617	86.1659	307.617	84.252	307.617	85.3136
319.336	85.6752	319.336	84.3625	319.336	85.0683
329.59	85.9645	329.59	84.0766	329.59	85.1223
341.309	86.1073	341.309	83.6153	341.309	85.0377
353.027	86.6213	353.027	83.9323	353.027	85.4817
366.211	87.0408	366.211	84.3916	366.211	85.9152
379.395	87.0734	379.395	84.6107	379.395	86.0144
392.578	86.8097	392.578	84.3004	392.578	85.7338
405.762	86.1623	405.762	84.0108	405.762	85.2184
420.41	86.93	420.41	84.2188	420.41	85.7826
435.059	86.1927	435.059	84.2106	435.059	85.3137
451.172	86.816	451.172	83.9692	451.172	85.6218
465.82	86.1336	465.82	84.0059	465.82	85.1988
483.398	85.8886	483.398	83.5715	483.398	84.8828
499.512	86.0218	499.512	83.3735	499.512	84.8964
517.09	87.1905	517.09	84.5363	517.09	86.0631
536.133	87.0221	536.133	84.0665	536.133	85.791
555.176	87.5986	555.176	84.2713	555.176	86.2461
574.219	87.261	574.219	84.3367	574.219	86.0404
594.727	86.5884	594.727	84.1673	594.727	85.5444
615.234	86.6764	615.234	84.4144	615.234	85.6911
637.207	86.3904	637.207	83.2114	637.207	85.0855
659.18	86.4639	659.18	83.4395	659.18	85.2098
682.617	86.4104	682.617	83.3138	682.617	85.1325
707.52	86.6192	707.52	82.77	707.52	85.1078
732.422	86.3833	732.422	83.4236	732.422	85.1508
757.324	86.1763	757.324	83.6753	757.324	85.1034
785.156	86.3186	785.156	83.6143	785.156	85.1737
811.523	86.5474	811.523	83.7263	811.523	85.362
840.82	86.8073	840.82	84.6693	840.82	85.8686
870.117	86.519	870.117	84.1889	870.117	85.5084
