"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.8465	20.5078	44.6939	20.5078	47.0378	20.5078	45.2444	20.5078	52.9477	20.5078	47.7563
23.4375	51.4854	23.4375	50.4364	23.4375	50.8795	23.4375	50.6319	23.4375	57.1639	23.4375	52.2143
26.3672	54.8476	26.3672	52.9787	26.3672	54.3079	26.3672	53.2451	26.3672	58.8984	26.3672	54.7924
29.2969	57.719	29.2969	56.5127	29.2969	57.2424	29.2969	56.8661	29.2969	61.9873	29.2969	58.0062
32.2266	60.4904	32.2266	59.8233	32.2266	60.1089	32.2266	60.1119	32.2266	64.6758	32.2266	60.9667
35.1563	64.3704	35.1563	63.7663	35.1563	64.0436	35.1563	64.0782	35.1563	67.5611	35.1563	64.6465
38.0859	67.3825	38.0859	66.9686	38.0859	67.1126	38.0859	67.2549	38.0859	70.2778	38.0859	67.6825
41.0156	70.6757	41.0156	70.3156	41.0156	70.4237	41.0156	70.6313	41.0156	73.1087	41.0156	70.9222
43.9453	73.322	43.9453	72.9584	43.9453	73.0796	43.9453	73.2783	43.9453	75.3885	43.9453	73.5031
46.875	75.7404	46.875	75.4521	46.875	75.5141	46.875	75.7747	46.875	77.6158	46.875	75.9286
49.8047	77.4516	49.8047	77.1808	49.8047	77.227	49.8047	77.52	49.8047	79.1467	49.8047	77.6247
52.7344	78.7697	52.7344	78.5214	52.7344	78.553	52.7344	78.8574	52.7344	80.2712	52.7344	78.9233
55.6641	79.6982	55.6641	79.4634	55.6641	79.487	55.6641	79.799	55.6641	81.0367	55.6641	79.8343
58.5938	80.3568	58.5938	80.1376	58.5938	80.1541	58.5938	80.4639	58.5938	81.5482	58.5938	80.477
61.5234	80.8953	61.5234	80.6669	61.5234	80.6903	61.5234	81.0001	61.5234	81.9577	61.5234	80.9943
64.4531	81.3624	64.4531	81.1274	64.4531	81.1567	64.4531	81.464	64.4531	82.311	64.4531	81.443
67.3828	81.8559	67.3828	81.6052	67.3828	81.6456	67.3828	81.9503	67.3828	82.6987	67.3828	81.9161
70.3125	82.3832	70.3125	82.1293	70.3125	82.174	70.3125	82.4706	70.3125	83.131	70.3125	82.4276
73.2422	82.8816	73.2422	82.6396	73.2422	82.6765	73.2422	82.9743	73.2422	83.5599	73.2422	82.9211
76.1719	83.3644	76.1719	83.11	76.1719	83.1595	76.1719	83.4418	76.1719	83.9358	76.1719	83.3825
79.1016	83.7286	79.1016	83.4383	79.1016	83.5084	79.1016	83.7894	79.1016	84.2343	79.1016	83.7238
82.0313	84.1102	82.0313	83.8156	82.0313	83.8899	82.0313	84.1642	82.0313	84.5391	82.0313	84.0924
84.9609	84.4725	84.9609	84.1538	84.9609	84.2615	84.9609	84.4819	84.9609	84.7098	84.9609	84.413
87.8906	84.7875	87.8906	84.4648	87.8906	84.6058	87.8906	84.7529	87.8906	84.8214	87.8906	84.6934
90.8203	84.5584	90.8203	84.2804	90.8203	84.3236	90.8203	84.6503	90.8203	85.0546	90.8203	84.5622
93.75	84.8625	93.75	84.5072	93.75	84.6108	93.75	84.911	93.75	85.1984	93.75	84.8161
96.6797	85.2051	96.6797	84.887	96.6797	85.0238	96.6797	85.1795	96.6797	85.149	96.6797	85.1045
102.539	85.0048	102.539	84.6734	102.539	84.7879	102.539	85.0062	102.539	85.0668	102.539	84.9179
105.469	84.9809	105.469	84.6387	105.469	84.7627	105.469	84.9666	105.469	84.9945	105.469	84.8806
108.398	85.0925	108.398	84.6787	108.398	84.8539	108.398	85.0339	108.398	85.0119	108.398	84.9506
111.328	85.1662	111.328	84.7256	111.328	84.9272	111.328	85.0878	111.328	85.0207	111.328	85.0059
117.188	85.0762	117.188	84.6671	117.188	84.8573	117.188	84.9949	117.188	84.8791	117.188	84.9176
120.117	85.0694	120.117	84.6691	120.117	84.8532	120.117	84.974	120.117	84.8354	120.117	84.9028
125.977	85.0734	125.977	84.666	125.977	84.8732	125.977	84.9443	125.977	84.7216	125.977	84.8839
128.906	84.841	128.906	84.4304	128.906	84.6518	128.906	84.6971	128.906	84.3831	128.906	84.6366
134.766	84.4227	134.766	83.9528	134.766	84.1976	134.766	84.2761	134.766	84.0584	134.766	84.2114
137.695	84.3787	137.695	83.9194	137.695	84.1441	137.695	84.2387	137.695	84.0764	137.695	84.1755
143.555	84.0675	143.555	83.5672	143.555	83.7894	143.555	83.909	143.555	83.8326	143.555	83.8488
149.414	83.9051	149.414	83.1697	149.414	83.6136	149.414	83.5623	149.414	83.3011	149.414	83.5448
155.273	84.099	155.273	83.3709	155.273	83.8608	155.273	83.7237	155.273	83.1696	155.273	83.7073
158.203	83.9615	158.203	83.2897	158.203	83.7374	158.203	83.6241	158.203	83.1045	158.203	83.6018
164.063	83.8366	164.063	83.0275	164.063	83.5505	164.063	83.453	164.063	82.9634	164.063	83.4255
169.922	83.6079	169.922	82.816	169.922	83.3621	169.922	83.2346	169.922	82.8118	169.922	83.2219
175.781	83.5728	175.781	82.8092	175.781	83.3786	175.781	83.2146	175.781	82.7415	175.781	83.2063
181.641	83.6392	181.641	82.9532	181.641	83.5091	181.641	83.2758	181.641	82.7026	181.641	83.2862
190.43	83.6117	190.43	82.9862	190.43	83.5275	190.43	83.288	190.43	82.6795	190.43	83.2939
196.289	83.7683	196.289	83.2836	196.289	83.7488	196.289	83.4574	196.289	82.909	196.289	83.4965
202.148	83.9048	202.148	83.4879	202.148	83.9508	202.148	83.5882	202.148	82.991	202.148	83.6516
210.938	84.2184	210.938	83.8399	210.938	84.3382	210.938	83.909	210.938	83.1983	210.938	83.9832
216.797	84.3203	216.797	84.0627	216.797	84.4912	216.797	84.0569	216.797	83.4163	216.797	84.1423
225.586	84.7332	225.586	84.6441	225.586	85.067	225.586	84.4616	225.586	83.7235	225.586	84.6095
234.375	85.1449	234.375	85.1583	234.375	85.558	234.375	84.9131	234.375	84.0333	234.375	85.0624
240.234	85.1937	240.234	85.3727	240.234	85.676	240.234	84.993	240.234	84.1524	240.234	85.1698
249.023	85.3662	249.023	85.6648	249.023	86.016	249.023	85.0882	249.023	83.9992	249.023	85.3517
257.813	85.5923	257.813	86.0648	257.813	86.3092	257.813	85.4673	257.813	84.3728	257.813	85.6886
266.602	85.2798	266.602	85.6709	266.602	85.9913	266.602	85.0286	266.602	83.9164	266.602	85.3062
278.32	84.7781	278.32	85.6842	278.32	85.8666	278.32	84.7747	278.32	83.5423	278.32	85.0905
287.109	84.4514	287.109	85.7299	287.109	85.7035	287.109	84.5417	287.109	83.1935	287.109	84.8989
295.898	84.4419	295.898	85.3814	295.898	85.5676	295.898	84.3083	295.898	82.7443	295.898	84.689
307.617	84.252	307.617	85.1117	307.617	85.341	307.617	84.1632	307.617	82.6253	307.617	84.4975
319.336	83.7498	319.336	84.7621	319.336	84.9881	319.336	83.6714	319.336	81.919	319.336	84.054
331.055	83.6816	331.055	84.5307	331.055	84.8114	331.055	83.4856	331.055	81.7176	331.055	83.8767
342.773	83.2695	342.773	84.1725	342.773	84.4883	342.773	82.9678	342.773	81.2731	342.773	83.463
354.492	83.4466	354.492	84.0593	354.492	84.6112	354.492	83.0053	354.492	80.6185	354.492	83.4808
366.211	83.3448	366.211	83.9873	366.211	84.5913	366.211	83.1475	366.211	80.4964	366.211	83.4955
377.93	83.4712	377.93	84.0622	377.93	84.6434	377.93	83.2748	377.93	80.7255	377.93	83.5961
392.578	82.9171	392.578	83.6015	392.578	84.1975	392.578	82.6734	392.578	79.8959	392.578	83.0589
407.227	83.0747	407.227	83.7028	407.227	84.4286	407.227	82.6139	407.227	79.6375	407.227	83.1378
421.875	83.9382	421.875	84.2249	421.875	84.9854	421.875	82.9697	421.875	80.0205	421.875	83.6502
436.523	84.2937	436.523	84.5437	436.523	85.2493	436.523	83.0761	436.523	80.2534	436.523	83.8803
451.172	84.2158	451.172	84.4911	451.172	85.1268	451.172	83.317	451.172	80.1862	451.172	83.8946
465.82	84.5844	465.82	84.3493	465.82	85.2228	465.82	83.3535	465.82	80.1049	465.82	83.9665
483.398	84.6657	483.398	83.4909	483.398	84.9846	483.398	83.3776	483.398	80.0499	483.398	83.7981
500.977	84.5289	500.977	83.5219	500.977	84.9433	500.977	83.7156	500.977	80.6565	500.977	83.9207
518.555	84.6116	518.555	83.7114	518.555	84.9025	518.555	83.8123	518.555	80.6635	518.555	83.9742
536.133	84.2583	536.133	83.0669	536.133	84.5651	536.133	83.4892	536.133	80.1687	536.133	83.5993
553.711	84.3735	553.711	83.4813	553.711	84.7694	553.711	84.0364	553.711	80.5526	553.711	83.9545
574.219	84.6509	574.219	83.0772	574.219	84.6348	574.219	84.731	574.219	81.861	574.219	84.2718
594.727	82.9097	594.727	81.2229	594.727	82.296	594.727	84.507	594.727	83.6912	594.727	83.4062
615.234	80.7706	615.234	80.4403	615.234	82.2771	615.234	83.9334	615.234	84.5306	615.234	83.0086
638.672	83.591	638.672	82.0325	638.672	84.4608	638.672	83.7053	638.672	83.6032	638.672	83.7425
659.18	84.3012	659.18	83.1436	659.18	84.9609	659.18	83.8934	659.18	83.1396	659.18	84.104
682.617	84.3439	682.617	83.2677	682.617	85.1822	682.617	83.6132	682.617	82.7906	682.617	84.0647
706.055	84.975	706.055	83.1665	706.055	85.4944	706.055	83.5493	706.055	82.4986	706.055	84.2029
732.422	85.3188	732.422	83.0914	732.422	85.3547	732.422	83.2822	732.422	81.8693	732.422	84.062
758.789	85.3041	758.789	82.6037	758.789	85.599	758.789	82.8363	758.789	81.348	758.789	83.9361
785.156	85.5748	785.156	82.4557	785.156	85.2476	785.156	82.6607	785.156	80.8999	785.156	83.7523
811.523	85.3347	811.523	82.1281	811.523	85.6114	811.523	82.4027	811.523	80.3225	811.523	83.7211
840.82	85.3217	840.82	81.9379	840.82	85.512	840.82	82.4596	840.82	79.7149	840.82	83.6489
870.117	85.4788	870.117	82.896	870.117	85.7703	870.117	82.5716	870.117	79.8345	870.117	83.9009
902.344	85.6875	902.344	81.8476	902.344	85.8042	902.344	82.5058	902.344	79.1723	902.344	83.818
931.641	85.8332	931.641	82.3834	931.641	85.7786	931.641	82.3789	931.641	79.2806	931.641	83.844
966.797	85.5255	966.797	82.7779	966.797	85.3522	966.797	82.1385	966.797	78.1385	966.797	83.5379
999.023	85.7628	999.023	83.0153	999.023	85.0203	999.023	82.0152	999.023	77.4673	999.023	83.4192
1,034.18	85.5828	1,034.18	81.9869	1,034.18	84.3317	1,034.18	81.5155	1,034.18	77.2586	1,034.18	82.8694
1,072.27	85.6139	1,072.27	81.9411	1,072.27	83.6678	1,072.27	80.7729	1,072.27	76.5517	1,072.27	82.4026
1,110.35	85.2559	1,110.35	82.3881	1,110.35	83.2852	1,110.35	79.8375	1,110.35	75.568	1,110.35	81.9665
1,148.44	84.8419	1,148.44	83.1329	1,148.44	83.1186	1,148.44	79.6198	1,148.44	75.1179	1,148.44	81.8501
1,189.45	84.5752	1,189.45	82.5677	1,189.45	83.2161	1,189.45	79.7556	1,189.45	74.4618	1,189.45	81.76
1,230.47	84.3018	1,230.47	82.7509	1,230.47	83.636	1,230.47	80.1241	1,230.47	73.8945	1,230.47	81.9702
1,274.41	83.9408	1,274.41	83.0211	1,274.41	83.8244	1,274.41	81.3081	1,274.41	74.5883	1,274.41	82.3546
1,318.36	83.6971	1,318.36	82.6054	1,318.36	83.5991	1,318.36	81.1616	1,318.36	75.3193	1,318.36	82.1458
1,365.23	83.0128	1,365.23	82.1139	1,365.23	82.1574	1,365.23	79.2571	1,365.23	74.581	1,365.23	80.8578
1,415.04	82.1274	1,415.04	81.7284	1,415.04	81.9007	1,415.04	78.1256	1,415.04	73.9897	1,415.04	80.2361
1,464.84	83.0074	1,464.84	82.2118	1,464.84	83.3277	1,464.84	79.1159	1,464.84	74.0942	1,464.84	81.2882
1,514.65	84.0484	1,514.65	82.0614	1,514.65	85.3215	1,514.65	80.6997	1,514.65	76.5594	1,514.65	82.7863
1,570.31	84.1746	1,570.31	81.9099	1,570.31	85.9199	1,570.31	81.086	1,570.31	77.1765	1,570.31	83.1956
1,623.05	83.8164	1,623.05	81.2414	1,623.05	85.091	1,623.05	80.4133	1,623.05	76.1437	1,623.05	82.4829
1,681.64	83.9358	1,681.64	81.2319	1,681.64	84.679	1,681.64	79.9186	1,681.64	75.0972	1,681.64	82.1598
1,740.23	83.4743	1,740.23	81.1146	1,740.23	84.9624	1,740.23	80.4498	1,740.23	74.0061	1,740.23	82.3187
1,801.76	83.4359	1,801.76	80.7222	1,801.76	85.5143	1,801.76	81.2292	1,801.76	74.563	1,801.76	82.7707
1,866.21	83.6746	1,866.21	80.5719	1,866.21	84.8096	1,866.21	80.2417	1,866.21	74.0646	1,866.21	82.1787
1,930.66	82.8568	1,930.66	81.3664	1,930.66	84.4114	1,930.66	79.3258	1,930.66	72.4677	1,930.66	81.6848
2,000.98	82.3515	2,000.98	81.5075	2,000.98	84.8979	2,000.98	80.0255	2,000.98	73.6926	2,000.98	82.0603
2,071.29	82.2967	2,071.29	82.2407	2,071.29	85.6353	2,071.29	80.797	2,071.29	74.1617	2,071.29	82.7109
2,144.53	81.9103	2,144.53	81.3773	2,144.53	84.3611	2,144.53	79.7975	2,144.53	73.1277	2,144.53	81.6533
2,217.77	81.8588	2,217.77	81.556	2,217.77	83.6507	2,217.77	78.8104	2,217.77	72.9718	2,217.77	81.0771
2,296.88	81.9384	2,296.88	81.3017	2,296.88	84.1497	2,296.88	79.8452	2,296.88	73.1726	2,296.88	81.5567
2,378.91	82.8802	2,378.91	82.4779	2,378.91	84.3298	2,378.91	80.1676	2,378.91	72.9547	2,378.91	81.9873
2,460.94	83.0502	2,460.94	81.6307	2,460.94	83.1729	2,460.94	79.5156	2,460.94	73.3308	2,460.94	81.2344
2,548.83	83.2248	2,548.83	81.6537	2,548.83	82.6806	2,548.83	79.2582	2,548.83	72.6099	2,548.83	80.9888
2,639.65	83.2217	2,639.65	80.9366	2,639.65	82.8275	2,639.65	79.0914	2,639.65	71.6051	2,639.65	80.9005
2,733.4	82.4628	2,733.4	79.8579	2,733.4	81.6288	2,733.4	78.1467	2,733.4	70.8688	2,733.4	79.8765
2,827.15	81.6937	2,827.15	78.4105	2,827.15	80.4339	2,827.15	76.9351	2,827.15	69.5127	2,827.15	78.74
2,926.76	81.9884	2,926.76	78.5414	2,926.76	80.7232	2,926.76	77.3435	2,926.76	69.933	2,926.76	79.0464
3,032.23	82.4085	3,032.23	79.2551	3,032.23	80.9828	3,032.23	77.5909	3,032.23	69.6313	3,032.23	79.381
3,137.7	82.3028	3,137.7	79.3194	3,137.7	81.3448	3,137.7	78.0517	3,137.7	70.1543	3,137.7	79.6341
3,249.02	82.1042	3,249.02	79.2194	3,249.02	81.4587	3,249.02	78.0779	3,249.02	70.3445	3,249.02	79.6378
3,363.28	81.7829	3,363.28	79.2041	3,363.28	81.4297	3,363.28	77.7689	3,363.28	70.0025	3,363.28	79.4736
3,483.4	81.3434	3,483.4	78.908	3,483.4	81.8913	3,483.4	78.1787	3,483.4	70.0146	3,483.4	79.6733
3,606.45	81.188	3,606.45	78.7435	3,606.45	82.0459	3,606.45	78.1168	3,606.45	69.9627	3,606.45	79.685
3,732.42	80.6934	3,732.42	78.7343	3,732.42	81.6113	3,732.42	77.3981	3,732.42	69.5735	3,732.42	79.2089
3,864.26	79.6153	3,864.26	78.6533	3,864.26	81.7848	3,864.26	77.1301	3,864.26	68.7442	3,864.26	79.0502
3,999.02	78.9324	3,999.02	78.346	3,999.02	81.7623	3,999.02	76.8542	3,999.02	68.659	3,999.02	78.8532
4,139.65	79.095	4,139.65	78.3089	4,139.65	81.55	4,139.65	76.4403	4,139.65	68.6088	4,139.65	78.6592
4,286.13	78.8904	4,286.13	77.7671	4,286.13	81.7478	4,286.13	76.0647	4,286.13	66.595	4,286.13	78.5834
4,438.48	77.575	4,438.48	77.206	4,438.48	80.9222	4,438.48	75.7607	4,438.48	67.2435	4,438.48	77.8576
4,593.75	77.3012	4,593.75	76.2759	4,593.75	80.0615	4,593.75	75.4105	4,593.75	67.2062	4,593.75	77.1913
4,757.81	77.3706	4,757.81	75.4276	4,757.81	79.3091	4,757.81	75.3047	4,757.81	66.8086	4,757.81	76.7105
