"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.0083	20.5078	50.3746	20.5078	51.8881
23.4375	51.179	23.4375	55.3919	23.4375	53.7774
26.3672	60.7047	26.3672	61.7616	26.3672	61.2652
29.2969	64.117	29.2969	65.1454	29.2969	64.6616
32.2266	70.0305	32.2266	70.6105	32.2266	70.3302
35.1563	74.4885	35.1563	74.9802	35.1563	74.7413
38.0859	79.1249	38.0859	79.5125	38.0859	79.323
41.0156	83.3196	41.0156	83.5936	41.0156	83.4588
43.9453	87.0463	43.9453	87.1971	43.9453	87.1224
46.875	89.8463	46.875	89.9333	46.875	89.89
49.8047	91.6888	49.8047	91.7185	49.8047	91.7037
55.6641	93.1268	55.6641	93.06	55.6641	93.0935
58.5938	93.309	58.5938	93.1924	58.5938	93.2511
61.5234	93.2571	61.5234	93.1087	61.5234	93.1836
67.3828	93.2034	67.3828	92.9918	67.3828	93.0989
73.2422	93.239	73.2422	92.9821	73.2422	93.1125
76.1719	93.2095	76.1719	92.9354	76.1719	93.0746
82.0313	93.2934	82.0313	92.9539	82.0313	93.127
87.8906	93.4502	87.8906	93.0569	87.8906	93.258
93.75	93.3661	93.75	92.9877	93.75	93.181
102.539	93.6207	102.539	93.2005	102.539	93.4157
108.398	93.752	108.398	93.2713	108.398	93.5183
117.188	94.0801	117.188	93.5514	117.188	93.8238
125.977	94.1772	125.977	93.642	125.977	93.9178
134.766	94.2546	134.766	93.6348	134.766	93.9557
143.555	94.413	143.555	93.6923	143.555	94.0676
155.273	94.5195	155.273	93.7163	155.273	94.1365
164.063	94.6792	164.063	93.8018	164.063	94.2626
175.781	94.3351	175.781	93.4193	175.781	93.9013
190.43	94.1577	190.43	93.1384	190.43	93.6779
202.148	93.8445	202.148	92.9947	202.148	93.4404
216.797	93.5145	216.797	92.7064	216.797	93.1292
234.375	93.16	234.375	92.0808	234.375	92.6538
249.023	93.1402	249.023	91.4295	249.023	92.3686
266.602	93.1221	266.602	91.1392	266.602	92.2428
287.109	93.0598	287.109	91.6275	287.109	92.4024
307.617	92.9337	307.617	91.1335	307.617	92.1262
331.055	92.9632	331.055	90.8146	331.055	92.0204
354.492	92.8479	354.492	90.6509	354.492	91.8869
377.93	92.8738	377.93	90.8943	377.93	91.9959
407.227	92.5466	407.227	90.4161	407.227	91.6107
436.523	92.5692	436.523	90.444	436.523	91.6353
465.82	92.4011	465.82	90.5859	465.82	91.5877
500.977	92.0433	500.977	90.169	500.977	91.2065
536.133	91.6179	536.133	89.1143	536.133	90.5441
574.219	92.3381	574.219	89.5277	574.219	91.1564
615.234	91.7636	615.234	89.1864	615.234	90.6634
659.18	91.4565	659.18	88.8615	659.18	90.35
706.055	91.7547	706.055	88.8785	706.055	90.5505
758.789	92.8056	758.789	90.1545	758.789	91.6793
811.523	92.7879	811.523	90.3789	811.523	91.7483
870.117	92.0913	870.117	90.3396	870.117	91.3032
931.641	90.8587	931.641	90.7041	931.641	90.7821
999.023	90.0917	999.023	90.3483	999.023	90.2219
1,072.27	89.7764	1,072.27	90.3006	1,072.27	90.0464
1,148.44	88.8847	1,148.44	90.1299	1,148.44	89.5518
1,230.47	89.5121	1,230.47	89.8196	1,230.47	89.6686
1,318.36	89.4297	1,318.36	89.2832	1,318.36	89.3571
1,415.04	87.7573	1,415.04	88.8986	1,415.04	88.3653
1,514.65	85.7751	1,514.65	88.486	1,514.65	87.3387
