"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	67.9949
21.2402	69.0194
21.9727	69.688
22.7051	69.6102
23.4375	68.3502
24.1699	66.6949
25.6348	56.8347
26.3672	62.3049
27.0996	66.459
27.832	67.9727
29.2969	68.984
30.0293	68.8882
31.4941	69.7382
32.2266	70.349
33.6914	71.3277
34.4238	71.6363
35.8887	72.1595
37.3535	72.8294
38.8184	73.5908
39.5508	74.0072
41.0156	74.9124
42.4805	75.6363
43.9453	76.4991
45.4102	77.0168
47.6074	77.8953
49.0723	78.5001
50.5371	79.0132
52.7344	79.8178
54.1992	80.2854
56.3965	80.9327
58.5938	81.5685
60.0586	81.9863
62.2559	82.5053
64.4531	82.9743
66.6504	83.3116
69.5801	83.9187
71.7773	84.2194
73.9746	84.6129
76.9043	84.9983
79.834	85.3688
82.7637	85.7778
85.6934	86.0757
88.623	86.3018
91.5527	86.4366
94.4824	86.7553
98.1445	87.0353
101.807	87.2785
105.469	87.4123
109.131	87.6238
112.793	87.89
116.455	88.0261
120.85	88.2107
125.244	88.3355
129.639	88.3136
134.033	88.201
138.428	88.3488
143.555	88.458
148.682	88.4563
153.809	88.4002
159.668	88.4956
164.795	88.5837
170.654	88.3039
176.514	88.191
183.105	88.0382
189.697	87.894
196.289	87.976
202.881	87.8889
210.205	87.7559
217.529	87.6614
225.586	87.5703
232.91	87.5876
241.699	87.2551
249.756	87.3261
258.545	87.3174
268.066	86.919
277.588	87.0145
287.109	86.9982
297.363	87.1165
307.617	86.76
318.604	86.5191
329.59	86.5358
341.309	86.0352
353.76	86.2422
366.211	86.0958
378.662	86.1695
392.578	85.7243
405.762	86.1604
420.41	86.6877
435.059	86.3885
450.439	86.3596
466.553	86.1327
482.666	85.9361
500.244	85.7119
517.822	85.4151
536.133	85.4947
554.443	85.73
574.219	86.0386
594.727	85.6428
615.234	85.7382
637.207	85.7856
659.912	85.5968
683.35	86.1087
706.787	86.5075
731.689	86.4525
758.057	86.9002
784.424	87.0742
812.256	87.0032
840.82	87.0689
870.85	86.7085
901.611	86.5875
933.105	86.6273
966.064	86.5426
999.756	86.5166
1,034.91	86.3711
1,071.53	86.0437
1,109.62	85.4403
1,148.44	85.0682
1,189.45	85.0243
1,231.2	84.9582
1,274.41	84.7295
1,319.82	84.8288
1,365.97	84.5445
1,414.31	84.4373
1,464.11	84.3538
1,515.38	84.6298
1,568.85	84.7528
1,624.51	84.4097
1,681.64	84.1429
1,740.97	84.5605
1,802.49	85.2773
1,866.21	85.1082
1,932.13	84.6686
2,000.24	85.3209
2,070.56	85.9282
2,143.8	85.5728
2,219.24	85.2001
2,297.61	85.9122
2,378.17	86.7529
2,462.4	86.4028
2,548.83	86.4135
2,638.92	87.0782
2,731.93	87.0712
2,828.61	87.0604
2,928.22	87.1421
3,031.49	86.8577
3,138.43	87.0551
3,249.02	87.0902
3,363.28	86.9048
3,481.93	86.9855
3,604.98	86.9894
3,732.42	86.9178
3,863.53	87.2605
3,999.76	87.4624
4,141.11	87.497
4,286.87	87.4684
4,438.48	87.4912
4,594.48	87.5364
4,757.08	87.5842
4,924.8	87.327
5,098.39	87.2742
5,277.83	86.8456
5,463.87	86.6247
5,656.49	86.156
5,856.45	86.2678
6,062.99	86.1622
6,276.86	86.4397
6,498.05	86.5861
6,727.29	86.7009
6,964.6	86.7135
7,209.96	86.3362
7,464.11	85.8088
7,727.78	85.3382
8,000.24	85.3655
8,282.23	85.8992
8,574.46	86.2727
8,876.22	85.8801
9,189.7	85.2373
9,513.43	84.7966
9,848.88	84.743
10,196.8	84.7422
10,556.4	84.6546
10,928.5	84.3807
11,313.7	83.9994
11,712.9	83.6937
12,126	83.9422
12,553.7	84.3538
12,996.1	84.4149
13,454.6	84.0092
13,928.5	83.3225
14,419.9	82.9573
14,928.2	82.7569
15,454.8	81.7707
15,999.8	79.9115
16,564.5	77.8251
17,148.2	79.4717
17,753.2	79.1784
18,379.4	77.0821
19,027.6	75.7049
19,698.5	74.6976
19,999.5	73.928
