"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-3.51453	20.5078	-1.43476
21.2402	-2.66151	21.2402	-0.996505
21.9727	-2.00322	21.9727	-0.684967
22.7051	-1.3758	22.7051	-0.403746
23.4375	-0.395641	23.4375	0.00303044
24.1699	0.863974	24.1699	0.440979
25.6348	-3.3034	25.6348	-0.264587
26.3672	-10.3311	26.3672	-5.84948
27.0996	-4.93985	27.0996	-2.12548
27.832	-3.51707	27.832	-1.34016
29.2969	-1.91377	29.2969	-0.572838
30.0293	-1.59511	30.0293	-0.424063
31.4941	-1.38053	31.4941	-0.349477
32.2266	-1.17984	32.2266	-0.284574
33.6914	-0.847957	33.6914	-0.174877
34.4238	-0.684031	34.4238	-0.119296
35.8887	-0.533224	35.8887	-0.0730963
37.3535	-0.453123	37.3535	-0.0550202
38.8184	-0.418549	38.8184	-0.055022
39.5508	-0.388692	39.5508	-0.0522674
41.0156	-0.357509	41.0156	-0.05511
42.4805	-0.329152	42.4805	-0.054044
43.9453	-0.298872	43.9453	-0.0518152
45.4102	-0.257677	45.4102	-0.0434815
47.6074	-0.24112	47.6074	-0.0485447
49.0723	-0.240183	49.0723	-0.0541098
50.5371	-0.229526	50.5371	-0.0553789
52.7344	-0.223559	52.7344	-0.0606812
54.1992	-0.220079	54.1992	-0.0633166
56.3965	-0.224269	56.3965	-0.0700753
58.5938	-0.205597	58.5938	-0.0680487
60.0586	-0.200871	60.0586	-0.0694953
62.2559	-0.20515	62.2559	-0.0744779
64.4531	-0.202592	64.4531	-0.0764774
66.6504	-0.172817	66.6504	-0.0683217
69.5801	-0.167772	69.5801	-0.0684308
71.7773	-0.159525	71.7773	-0.0669262
73.9746	-0.142604	73.9746	-0.0621755
76.9043	-0.125345	76.9043	-0.0571375
79.834	-0.149258	79.834	-0.0660327
82.7637	-0.0180373	82.7637	-0.0194145
85.6934	0.0731931	85.6934	0.0119906
88.623	-0.110473	88.623	-0.0555818
91.5527	-0.251695	91.5527	-0.108106
94.4824	-0.0186064	94.4824	-0.0156109
98.1445	0.0690432	98.1445	0.0143447
101.807	0.057313	101.807	0.0115975
105.469	0.0610576	105.469	0.0169836
109.131	0.0863484	109.131	0.0249013
112.793	0.117894	112.793	0.037407
116.455	0.0974777	116.455	0.0327762
120.85	0.120833	120.85	0.0554587
125.244	0.265059	125.244	0.109343
129.639	0.286814	129.639	0.103547
134.033	0.0523459	134.033	0.032764
138.428	0.139138	138.428	0.0807128
143.555	0.308843	143.555	0.14496
148.682	0.304068	148.682	0.149303
153.809	0.417839	153.809	0.194598
159.668	0.519791	159.668	0.22958
164.795	0.500488	164.795	0.204614
170.654	0.24014	170.654	0.100505
176.514	0.337049	176.514	0.175322
183.105	0.47416	183.105	0.255891
189.697	0.432298	189.697	0.264511
196.289	0.722257	196.289	0.373536
202.881	0.845379	202.881	0.419911
210.205	0.979914	210.205	0.467831
217.529	0.983837	217.529	0.475173
225.586	1.13643	225.586	0.555719
232.91	1.29909	232.91	0.587746
241.699	1.28266	241.699	0.591237
249.756	1.62034	249.756	0.724852
258.545	1.40176	258.545	0.620691
268.066	1.49461	268.066	0.676475
277.588	1.64469	277.588	0.798138
287.109	1.93259	287.109	0.901319
297.363	2.1873	297.363	0.871167
307.617	1.80448	307.617	0.747513
318.604	2.03181	318.604	0.851246
329.59	2.16406	329.59	0.90981
341.309	2.10219	341.309	0.902588
353.76	2.46385	353.76	0.954191
366.211	2.59504	366.211	0.977103
378.662	2.4642	378.662	0.928033
392.578	2.25816	392.578	0.791162
405.762	2.50291	405.762	0.967813
420.41	2.50978	420.41	0.855891
435.059	2.60646	435.059	0.943107
450.439	2.77018	450.439	0.896814
466.553	2.63763	466.553	0.860609
482.666	2.52838	482.666	0.721075
500.244	2.42535	500.244	0.7468
517.822	2.56777	517.822	0.918741
536.133	3.63166	536.133	1.47157
554.443	3.42632	554.443	1.1791
574.219	3.92619	574.219	1.51372
594.727	3.93876	594.727	1.56056
615.234	3.88608	615.234	1.39544
637.207	3.97868	637.207	1.4822
