"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-4.87924	20.5078	-2.14968
21.9727	-3.57998	21.9727	-1.44932
23.4375	-3.22967	23.4375	-1.26711
24.9023	-2.90344	24.9023	-1.12544
26.3672	-2.24313	26.3672	-0.82552
27.832	-2.3067	27.832	-0.87177
29.2969	-1.94595	29.2969	-0.723599
30.7617	-1.70495	30.7617	-0.631376
32.2266	-1.53317	32.2266	-0.563437
33.6914	-1.38912	33.6914	-0.507881
35.1562	-1.2471	35.1562	-0.456021
36.6211	-1.11512	36.6211	-0.406711
38.0859	-1.00623	38.0859	-0.366143
39.5508	-0.903433	39.5508	-0.328451
41.0156	-0.826335	41.0156	-0.300258
42.4805	-0.738279	42.4805	-0.269202
43.9453	-0.669528	43.9453	-0.244469
45.4102	-0.615234	45.4102	-0.225816
46.875	-0.571061	46.875	-0.210583
48.3398	-0.485989	48.3398	-0.179139
51.2695	-0.377914	51.2695	-0.138039
52.7344	-0.340095	52.7344	-0.124411
54.1992	-0.278652	54.1992	-0.102021
55.6641	-0.250369	55.6641	-0.0930724
58.5938	-0.197614	58.5938	-0.0741063
60.0586	-0.155197	60.0586	-0.0578326
62.9883	-0.0989485	62.9883	-0.034691
64.4531	-0.068231	64.4531	-0.0224988
67.3828	-0.0570982	67.3828	-0.0169751
68.8477	-0.0563551	68.8477	-0.0147901
71.7773	0.0183886	71.7773	0.0142872
74.707	0.0306947	74.707	0.0169769
77.6367	0.076391	77.6367	0.0373439
79.1016	0.0919974	79.1016	0.044909
82.0312	0.121026	82.0312	0.0579084
84.9609	0.140802	84.9609	0.06714
87.8906	0.167397	87.8906	0.0799903
90.8203	0.180443	90.8203	0.0872898
95.2148	0.245066	95.2148	0.115301
98.1445	0.213239	98.1445	0.104495
101.074	0.213294	101.074	0.107904
105.469	0.436738	105.469	0.196981
108.398	0.499611	108.398	0.212671
112.793	0.451444	112.793	0.197738
117.188	0.450927	117.188	0.205645
120.117	0.48317	120.117	0.216719
124.512	0.476673	124.512	0.228481
128.906	0.525928	128.906	0.248867
133.301	0.634646	133.301	0.294069
139.16	0.689829	139.16	0.326797
143.555	0.713095	143.555	0.340066
147.949	0.696759	147.949	0.347312
153.809	0.868247	153.809	0.434865
159.668	0.936364	159.668	0.448962
165.527	0.918609	165.527	0.453856
171.387	1.11285	171.387	0.523792
177.246	1.13096	177.246	0.527452
183.105	1.14077	183.105	0.551028
188.965	1.22704	188.965	0.601325
196.289	1.33867	196.289	0.678216
203.613	1.81708	203.613	0.828239
210.938	1.71996	210.938	0.736292
218.262	1.57132	218.262	0.750158
225.586	1.85327	225.586	0.874128
232.91	2.19828	232.91	0.977697
241.699	2.1663	241.699	0.887024
250.488	2.39183	250.488	1.05125
259.277	2.42513	259.277	1.04002
268.066	2.29654	268.066	1.01348
276.855	2.24763	276.855	0.949141
287.109	2.42065	287.109	1.02428
297.363	3.1133	297.363	1.3078
307.617	3.01629	307.617	1.14901
319.336	3.17373	319.336	1.23763
329.59	3.13109	329.59	1.12634
341.309	3.25538	341.309	1.24161
353.027	2.91912	353.027	0.861798
366.211	2.97721	366.211	0.900977
379.395	2.9278	379.395	0.7975
392.578	2.50693	392.578	0.572923
405.762	2.87585	405.762	0.829342
420.41	3.09041	420.41	0.947045
435.059	2.94112	435.059	0.953158
451.172	2.66283	451.172	0.567533
465.82	3.36165	465.82	1.32306
483.398	3.53038	483.398	1.47382
499.512	4.13941	499.512	1.72245
517.09	3.73711	517.09	1.40379
536.133	4.18649	536.133	1.64708
555.176	4.30521	555.176	1.61235
574.219	4.09853	574.219	1.46467
594.727	4.44596	594.727	1.71122
615.234	4.30249	615.234	1.72882
637.207	4.32668	637.207	1.8373
659.18	4.53398	659.18	1.72546
682.617	4.47458	682.617	1.7765
