"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	59.9002	20.5078	62.8309	20.5078	61.6082
21.9727	64.3215	21.9727	66.3416	21.9727	65.448
23.4375	67.1353	23.4375	68.8619	23.4375	68.0838
24.9023	70.229	24.9023	71.6781	24.9023	71.0137
26.3672	73.5428	26.3672	74.5097	26.3672	74.0531
27.832	76.0091	27.832	76.9299	27.832	76.4939
29.2969	78.3853	29.2969	79.0629	29.2969	78.7373
30.7617	80.4073	30.7617	80.9908	30.7617	80.7088
32.2266	81.9351	32.2266	82.3407	32.2266	82.1426
33.6914	83.0854	33.6914	83.3828	33.6914	83.2366
35.1562	84.1986	35.1562	84.395	35.1562	84.2979
36.6211	84.9655	36.6211	85.0713	36.6211	85.0187
38.0859	85.5281	38.0859	85.5663	38.0859	85.5472
39.5508	85.8598	39.5508	85.8367	39.5508	85.8483
41.0156	86.0943	41.0156	86.006	41.0156	86.0504
42.4805	86.3314	42.4805	86.2044	42.4805	86.2683
43.9453	86.5315	43.9453	86.3585	43.9453	86.4459
45.4102	86.7443	45.4102	86.5402	45.4102	86.6434
46.875	86.85	46.875	86.6022	46.875	86.7279
48.3398	86.9614	48.3398	86.6798	48.3398	86.8229
51.2695	87.1089	51.2695	86.7487	51.2695	86.9325
52.7344	87.1801	52.7344	86.7983	52.7344	86.9934
54.1992	87.285	54.1992	86.8726	54.1992	87.0837
55.6641	87.2744	55.6641	86.8459	55.6641	87.0655
58.5938	87.4144	58.5938	86.9536	58.5938	87.1901
60.0586	87.4919	60.0586	87.0049	60.0586	87.2552
62.9883	87.6145	62.9883	87.0691	62.9883	87.3504
64.4531	87.6593	64.4531	87.0862	64.4531	87.3822
67.3828	87.6972	67.3828	87.0637	67.3828	87.392
68.8477	87.7896	68.8477	87.1425	68.8477	87.4781
71.7773	87.9533	71.7773	87.2872	71.7773	87.633
74.707	87.9746	74.707	87.3777	74.707	87.6864
77.6367	88.0738	77.6367	87.4029	77.6367	87.7513
79.1016	88.0888	79.1016	87.3932	79.1016	87.7549
82.0312	88.1327	82.0312	87.3966	82.0312	87.7802
84.9609	88.1785	84.9609	87.4175	84.9609	87.8146
87.8906	88.1775	87.8906	87.4133	87.8906	87.8122
90.8203	88.1395	90.8203	87.3151	90.8203	87.7468
95.2148	88.1143	95.2148	87.2295	95.2148	87.6944
98.1445	87.9959	98.1445	87.1466	98.1445	87.592
101.074	87.7721	101.074	86.9247	101.074	87.3691
105.469	87.7229	105.469	86.8078	105.469	87.2894
108.398	87.7353	108.398	86.8015	108.398	87.2934
112.793	87.7785	112.793	86.7905	112.793	87.3125
117.188	87.5959	117.188	86.6825	117.188	87.1631
120.117	87.5002	120.117	86.5736	120.117	87.0616
124.512	87.4131	124.512	86.3432	124.512	86.911
128.906	87.3124	128.906	86.2369	128.906	86.8079
133.301	87.3315	133.301	86.16	133.301	86.7851
139.16	87.2208	139.16	85.9576	139.16	86.6349
143.555	87.0961	143.555	85.7926	143.555	86.4931
147.949	86.9533	147.949	85.5162	147.949	86.294
153.809	86.8586	153.809	85.2774	153.809	86.1395
159.668	87.0239	159.668	85.6166	159.668	86.377
165.527	86.7909	165.527	85.423	165.527	86.1606
171.387	86.8834	171.387	85.3657	171.387	86.1905
177.246	86.662	177.246	85.1552	177.246	85.9736
183.105	86.4975	183.105	84.9825	183.105	85.8057
188.965	86.6515	188.965	85.0445	188.965	85.9219
