"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.0595
21.2402	53.2729
21.9727	60.927
22.7051	58.4097
23.4375	59.1931
24.1699	60.5458
25.6348	65.4021
26.3672	66.7768
27.0996	67.3485
27.832	68.7006
29.2969	71.0883
30.0293	72.1982
31.4941	74.8758
32.2266	76.186
33.6914	77.9579
34.4238	79.0829
35.8887	81.123
37.3535	83.2246
38.8184	85.1858
39.5508	86.0904
41.0156	87.7781
42.4805	89.3104
43.9453	90.7383
45.4102	91.8269
47.6074	92.9885
49.0723	93.5226
50.5371	93.9448
52.7344	94.3759
54.1992	94.5867
56.3965	94.8263
58.5938	94.9844
60.0586	95.0394
62.2559	95.1579
64.4531	95.2031
66.6504	95.2541
69.5801	95.2225
71.7773	95.2625
73.9746	95.325
76.9043	95.3192
79.834	95.3385
82.7637	95.404
85.6934	95.3341
88.623	95.3544
91.5527	95.2745
94.4824	95.3345
98.1445	95.4297
101.807	95.4149
105.469	95.4746
109.131	95.5277
112.793	95.5949
116.455	95.5981
120.85	95.6454
125.244	95.693
129.639	95.6192
134.033	95.5942
138.428	95.5742
143.555	95.5399
148.682	95.4926
153.809	95.5184
159.668	95.5935
164.795	95.5867
170.654	95.4452
176.514	95.2613
183.105	95.1678
189.697	95.0503
196.289	94.9681
202.881	94.912
210.205	94.8128
217.529	94.6677
225.586	94.6398
232.91	94.7811
241.699	94.4094
249.756	94.5335
258.545	94.5022
268.066	94.0987
277.588	94.2762
287.109	94.2821
297.363	94.2496
307.617	94.1401
318.604	94.0834
329.59	94.035
341.309	93.6288
353.76	93.9459
366.211	94.1442
378.662	94.3371
392.578	93.9278
405.762	93.8727
420.41	94.343
435.059	94.2237
450.439	94.3976
466.553	93.9729
482.666	93.4215
500.244	93.5536
517.822	93.7465
536.133	94.6745
554.443	94.655
574.219	95.0689
594.727	95.4163
615.234	94.8495
637.207	95.0605
659.912	94.7821
683.35	94.8903
706.787	95.1574
731.689	94.8489
758.057	94.6972
784.424	94.6763
812.256	94.4502
840.82	94.2846
870.85	94.3099
901.611	94.2602
933.105	94.5363
966.064	94.4446
999.756	94.4489
1,034.91	94.0438
1,071.53	94.2238
1,109.62	94.1119
1,148.44	94.2059
1,189.45	94.4501
1,231.2	94.3928
1,274.41	94.2157
1,319.82	94.345
1,365.97	94.5184
1,414.31	93.967
1,464.11	93.6823
1,515.38	93.8772
1,568.85	93.6189
1,624.51	92.9129
1,681.64	92.4625
1,740.97	92.6978
1,802.49	93.2156
1,866.21	92.836
1,932.13	92.0186
2,000.24	92.6156
2,070.56	93.2109
2,143.8	92.6891
2,219.24	91.8466
2,297.61	93.3126
2,378.17	93.5919
2,462.4	93.0821
2,548.83	92.9747
2,638.92	93.4045
2,731.93	93.3549
2,828.61	93.8755
2,928.22	94.0863
3,031.49	93.8434
3,138.43	94.007
3,249.02	93.8449
3,363.28	93.417
3,481.93	93.3564
3,604.98	93.1199
3,732.42	92.7237
3,863.53	92.6731
3,999.76	92.9005
4,141.11	92.7221
4,286.87	92.9943
4,438.48	93.2134
4,594.48	93.3636
4,757.08	93.7541
4,924.8	94.0118
5,098.39	93.9929
5,277.83	93.6076
5,463.87	93.3196
5,656.49	92.9766
5,856.45	92.6487
6,062.99	92.812
6,276.86	93.551
6,498.05	93.7486
6,727.29	94.1141
6,964.6	94.2985
7,209.96	94.2445
7,464.11	93.7007
7,727.78	92.9602
8,000.24	92.5555
8,282.23	93.3567
8,574.46	94.2689
8,876.22	94.4264
9,189.7	93.5836
9,513.43	92.4734
9,848.88	92.1431
10,196.8	92.8867
10,556.4	93.5814
10,928.5	93.6862
11,313.7	93.3807
11,712.9	92.5517
12,126	92.2517
12,553.7	92.8518
12,996.1	93.13
13,454.6	92.9082
13,928.5	92.1337
14,419.9	91.5784
14,928.2	91.7676
15,454.8	91.8258
15,999.8	91.4432
16,564.5	91.0172
17,148.2	91.3966
17,753.2	91.9104
18,379.4	91.1758
19,027.6	89.8125
19,698.5	89.9145
19,999.5	89.8936
