"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.2843	20.5078	51.3333	20.5078	51.7441	20.5078	52.5207	20.5078	58.792	20.5078	59.5686	20.5078	59.9794
21.2402	53.0402	21.2402	53.0496	21.2402	53.0292	21.2402	53.5595	21.2402	59.4695	21.2402	59.9997	21.2402	59.9794
21.9727	60.5718	21.9727	60.5942	21.9727	60.7357	21.9727	61.1933	21.9727	59.3803	21.9727	59.8379	21.9727	59.9794
22.7051	57.9219	22.7051	57.9513	22.7051	58.1705	22.7051	58.7476	22.7051	59.1831	22.7051	59.7602	22.7051	59.9794
23.4375	58.767	23.4375	58.7936	23.4375	58.9634	23.4375	59.509	23.4375	59.264	23.4375	59.8096	23.4375	59.9794
24.1699	60.2939	24.1699	60.3074	24.1699	60.3621	24.1699	60.7825	24.1699	59.5043	24.1699	59.9247	24.1699	59.9794
25.6348	65.0861	25.6348	65.1059	25.6348	65.2237	25.6348	65.6479	25.6348	59.4373	25.6348	59.8615	25.6348	59.9794
26.3672	66.5287	26.3672	66.5444	26.3672	66.6271	26.3672	66.9807	26.3672	59.5431	26.3672	59.8967	26.3672	59.9794
27.0996	67.0991	27.0996	67.1146	27.0996	67.199	27.0996	67.5527	27.0996	59.5413	27.0996	59.895	27.0996	59.9794
27.832	68.504	27.832	68.5156	27.832	68.5674	27.832	68.8776	27.832	59.6174	27.832	59.9277	27.832	59.9794
29.2969	70.9669	29.2969	70.9735	29.2969	70.9846	29.2969	71.2197	29.2969	59.7332	29.2969	59.9683	29.2969	59.9794
30.0293	72.1151	30.0293	72.119	30.0293	72.1087	30.0293	72.3068	30.0293	59.7915	30.0293	59.9896	30.0293	59.9794
31.4941	74.8228	31.4941	74.8252	31.4941	74.8042	31.4941	74.9598	31.4941	59.8448	31.4941	60.0004	31.4941	59.9794
32.2266	76.1184	32.2266	76.1219	32.2266	76.1135	32.2266	76.2743	32.2266	59.8271	32.2266	59.9878	32.2266	59.9794
33.6914	77.9314	33.6914	77.9317	33.6914	77.9	33.6914	78.0221	33.6914	59.889	33.6914	60.0111	33.6914	59.9794
34.4238	79.0657	34.4238	79.0653	34.4238	79.0291	34.4238	79.1409	34.4238	59.9038	34.4238	60.0156	34.4238	59.9794
35.8887	81.1419	35.8887	81.1389	35.8887	81.0832	35.8887	81.1582	35.8887	59.9601	35.8887	60.0351	35.8887	59.9794
37.3535	83.2553	37.3535	83.2514	37.3535	83.191	37.3535	83.2506	37.3535	59.9803	37.3535	60.0398	37.3535	59.9794
38.8184	85.2348	38.8184	85.2296	38.8184	85.1603	38.8184	85.1992	38.8184	60.0099	38.8184	60.0487	38.8184	59.9794
39.5508	86.1432	39.5508	86.1376	39.5508	86.0673	39.5508	86.1006	39.5508	60.0164	39.5508	60.0497	39.5508	59.9794
41.0156	87.8494	41.0156	87.8422	41.0156	87.7609	41.0156	87.7777	41.0156	60.0439	41.0156	60.0607	41.0156	59.9794
42.4805	89.4274	42.4805	89.4172	42.4805	89.3112	42.4805	89.2799	42.4805	60.1167	42.4805	60.0854	42.4805	59.9794
43.9453	90.8585	43.9453	90.848	43.9453	90.7415	43.9453	90.7046	43.9453	60.1228	43.9453	60.086	43.9453	59.9794
45.4102	91.9552	45.4102	91.944	45.4102	91.834	45.4102	91.7872	45.4102	60.1363	45.4102	60.0894	45.4102	59.9794
47.6074	93.129	47.6074	93.1167	47.6074	93.0009	47.6074	92.9403	47.6074	60.1559	47.6074	60.0952	47.6074	59.9794
49.0723	93.6665	49.0723	93.6539	49.0723	93.5363	49.0723	93.4724	49.0723	60.1609	49.0723	60.097	49.0723	59.9794
50.5371	94.0942	50.5371	94.081	50.5371	93.9604	50.5371	93.8913	50.5371	60.1691	50.5371	60.1	50.5371	59.9794
52.7344	94.5407	52.7344	94.5262	52.7344	94.3977	52.7344	94.312	52.7344	60.1936	52.7344	60.108	52.7344	59.9794
54.1992	94.7552	54.1992	94.7402	54.1992	94.6102	54.1992	94.52	54.1992	60.1996	54.1992	60.1094	54.1992	59.9794
56.3965	94.9982	56.3965	94.9826	56.3965	94.851	56.3965	94.7575	56.3965	60.2045	56.3965	60.111	56.3965	59.9794
58.5938	95.1571	58.5938	95.141	58.5938	95.0093	58.5938	94.9154	58.5938	60.205	58.5938	60.1111	58.5938	59.9794
60.0586	95.2299	60.0586	95.2122	60.0586	95.0701	60.0586	94.9597	60.0586	60.2319	60.0586	60.1215	60.0586	59.9794
62.2559	95.3648	62.2559	95.3456	62.2559	95.1936	62.2559	95.0689	62.2559	60.2562	62.2559	60.1315	62.2559	59.9794
64.4531	95.4271	64.4531	95.4064	64.4531	95.2441	64.4531	95.104	64.4531	60.2818	64.4531	60.1417	64.4531	59.9794
66.6504	95.4946	66.6504	95.4726	66.6504	95.3008	66.6504	95.1446	66.6504	60.3073	66.6504	60.1512	66.6504	59.9794
69.5801	95.4752	69.5801	95.4521	69.5801	95.2735	69.5801	95.1055	69.5801	60.326	69.5801	60.158	69.5801	59.9794
71.7773	95.5169	71.7773	95.4934	71.7773	95.3143	71.7773	95.1442	71.7773	60.3286	71.7773	60.1585	71.7773	59.9794
73.9746	95.5765	73.9746	95.5526	73.9746	95.3753	73.9746	95.2091	73.9746	60.3229	73.9746	60.1568	73.9746	59.9794
76.9043	95.5691	76.9043	95.5449	76.9043	95.3679	76.9043	95.2054	76.9043	60.3189	76.9043	60.1564	76.9043	59.9794
79.834	95.6046	79.834	95.578	79.834	95.3895	79.834	95.2185	79.834	60.3389	79.834	60.1679	79.834	59.9794
82.7637	95.7295	82.7637	95.6984	82.7637	95.4761	82.7637	95.2453	82.7637	60.4325	82.7637	60.2018	82.7637	59.9794
85.6934	95.6271	85.6934	95.5995	85.6934	95.3977	85.6934	95.1931	85.6934	60.3858	85.6934	60.1812	85.6934	59.9794
88.623	95.6135	88.623	95.5864	88.623	95.4011	88.623	95.2409	88.623	60.3249	88.623	60.1647	88.623	59.9794
91.5527	95.5457	91.5527	95.5157	91.5527	95.3207	91.5527	95.1588	91.5527	60.3363	91.5527	60.1744	91.5527	59.9794
94.4824	95.6769	94.4824	95.64	94.4824	95.4002	94.4824	95.1792	94.4824	60.4402	94.4824	60.2192	94.4824	59.9794
98.1445	95.8098	98.1445	95.7722	98.1445	95.5145	98.1445	95.2428	98.1445	60.5088	98.1445	60.2371	98.1445	59.9794
101.807	95.792	101.807	95.7529	101.807	95.4948	101.807	95.2349	101.807	60.4975	101.807	60.2375	101.807	59.9794
105.469	95.8646	105.469	95.8239	105.469	95.5577	105.469	95.2874	105.469	60.5159	105.469	60.2456	105.469	59.9794
109.131	95.9156	109.131	95.8739	109.131	95.6062	109.131	95.3466	109.131	60.5067	109.131	60.2471	109.131	59.9794
112.793	95.997	112.793	95.9533	112.793	95.6757	112.793	95.4075	112.793	60.5252	112.793	60.257	112.793	59.9794
116.455	96.0121	116.455	95.966	116.455	95.6788	116.455	95.4079	116.455	60.5375	116.455	60.2666	116.455	59.9794
120.85	96.114	120.85	96.062	120.85	95.7401	120.85	95.4249	120.85	60.6165	120.85	60.3013	120.85	59.9794
125.244	96.1992	125.244	96.1455	125.244	95.802	125.244	95.4456	125.244	60.6793	125.244	60.3229	125.244	59.9794
129.639	96.1145	129.639	96.0616	129.639	95.7241	129.639	95.3794	129.639	60.6615	129.639	60.3169	129.639	59.9794
134.033	96.0864	134.033	96.0318	134.033	95.6926	134.033	95.363	134.033	60.6482	134.033	60.3185	134.033	59.9794
138.428	96.056	138.428	95.9991	138.428	95.6602	138.428	95.3603	138.428	60.6182	138.428	60.3183	138.428	59.9794
143.555	96.0915	143.555	96.0267	143.555	95.6406	143.555	95.2907	143.555	60.7154	143.555	60.3655	143.555	59.9794
148.682	96.1087	148.682	96.0381	148.682	95.6111	148.682	95.2046	148.682	60.8129	148.682	60.4064	148.682	59.9794
153.809	96.2043	153.809	96.1297	153.809	95.6637	153.809	95.1787	153.809	60.9304	153.809	60.4454	153.809	59.9794
159.668	96.2729	159.668	96.1983	159.668	95.7329	159.668	95.2624	159.668	60.9153	159.668	60.4448	159.668	59.9794
164.795	96.2628	164.795	96.1884	164.795	95.7261	164.795	95.2567	164.795	60.911	164.795	60.4417	164.795	59.9794
170.654	96.1146	170.654	96.0368	170.654	95.5728	170.654	95.1319	170.654	60.8843	170.654	60.4434	170.654	59.9794
176.514	95.9831	176.514	95.8983	176.514	95.3957	176.514	94.925	176.514	60.9527	176.514	60.4819	176.514	59.9794
183.105	95.9547	183.105	95.8641	183.105	95.3156	183.105	94.7961	183.105	61.0474	183.105	60.528	183.105	59.9794
189.697	95.8797	189.697	95.786	189.697	95.2157	189.697	94.6446	189.697	61.1209	189.697	60.5497	189.697	59.9794
196.289	95.8604	196.289	95.7585	196.289	95.1475	196.289	94.5267	196.289	61.2112	196.289	60.5904	196.289	59.9794
202.881	95.8883	202.881	95.7808	202.881	95.1203	202.881	94.4082	202.881	61.352	202.881	60.6399	202.881	59.9794
210.205	95.8329	210.205	95.7244	210.205	95.0401	210.205	94.2704	210.205	61.4334	210.205	60.6637	210.205	59.9794
217.529	95.6627	217.529	95.5518	217.529	94.8753	217.529	94.1592	217.529	61.3721	217.529	60.656	217.529	59.9794
225.586	95.7951	225.586	95.6699	225.586	94.8917	225.586	94.0213	225.586	61.628	225.586	60.7576	225.586	59.9794
232.91	95.9691	232.91	95.8491	232.91	95.0664	232.91	94.1061	232.91	61.7225	232.91	60.7622	232.91	59.9794
241.699	95.5738	241.699	95.4541	241.699	94.6792	241.699	93.7632	241.699	61.6704	241.699	60.7543	241.699	59.9794
249.756	95.8474	249.756	95.7198	249.756	94.8502	249.756	93.7695	249.756	61.9297	249.756	60.8489	249.756	59.9794
258.545	95.6958	258.545	95.5791	258.545	94.792	258.545	93.818	258.545	61.7405	258.545	60.7666	258.545	59.9794
268.066	95.3829	268.066	95.2528	268.066	94.3814	268.066	93.3916	268.066	61.8406	268.066	60.8509	268.066	59.9794
277.588	95.6424	277.588	95.5128	277.588	94.6141	277.588	93.4629	277.588	62.0294	277.588	60.8781	277.588	59.9794
287.109	95.6284	287.109	95.5014	287.109	94.6188	287.109	93.4781	287.109	62.0027	287.109	60.862	287.109	59.9794
297.363	95.6738	297.363	95.55	297.363	94.6394	297.363	93.3392	297.363	62.1902	297.363	60.89	297.363	59.9794
307.617	95.4132	307.617	95.3017	307.617	94.4939	307.617	93.3386	307.617	61.9425	307.617	60.7872	307.617	59.9794
318.604	95.5339	318.604	95.4081	318.604	94.4931	318.604	93.1348	318.604	62.2527	318.604	60.8943	318.604	59.9794
329.59	95.3347	329.59	95.2246	329.59	94.3998	329.59	93.2069	329.59	61.9971	329.59	60.8042	329.59	59.9794
341.309	95.0335	341.309	94.8925	341.309	93.953	341.309	92.8217	341.309	62.0502	341.309	60.9189	341.309	59.9794
353.76	95.4685	353.76	95.3498	353.76	94.3868	353.76	92.917	353.76	62.4122	353.76	60.9424	353.76	59.9794
366.211	95.7055	366.211	95.5918	366.211	94.6342	366.211	93.0242	366.211	62.547	366.211	60.937	366.211	59.9794
378.662	95.7213	378.662	95.6201	378.662	94.7865	378.662	93.3529	378.662	62.2465	378.662	60.813	378.662	59.9794
392.578	95.2055	392.578	95.117	392.578	94.3528	392.578	93.0195	392.578	62.0769	392.578	60.7437	392.578	59.9794
405.762	95.2683	405.762	95.1479	405.762	94.28	405.762	92.9502	405.762	62.1771	405.762	60.8473	405.762	59.9794
420.41	95.7093	420.41	95.6264	420.41	94.8274	420.41	93.3095	420.41	62.2963	420.41	60.7784	420.41	59.9794
435.059	95.5317	435.059	95.4347	435.059	94.6399	435.059	93.3177	435.059	62.0964	435.059	60.7742	435.059	59.9794
450.439	95.7723	450.439	95.6822	450.439	94.9165	450.439	93.3143	450.439	62.3473	450.439	60.7452	450.439	59.9794
466.553	95.1267	466.553	95.0435	466.553	94.4558	466.553	93.037	466.553	61.9859	466.553	60.5671	466.553	59.9794
482.666	94.8459	482.666	94.6889	482.666	93.8905	482.666	92.4173	482.666	62.251	482.666	60.7778	482.666	59.9794
500.244	95.2506	500.244	95.0418	500.244	94.0529	500.244	92.3999	500.244	62.6213	500.244	60.9682	500.244	59.9794
517.822	95.9103	517.822	95.5573	517.822	94.1606	517.822	92.5481	517.822	62.9885	517.822	61.3761	517.822	59.9794
536.133	97.5353	536.133	97.1863	536.133	95.237	536.133	92.7912	536.133	64.3745	536.133	61.9287	536.133	59.9794
554.443	97.1158	554.443	96.8062	554.443	95.289	554.443	92.9027	554.443	63.8829	554.443	61.4966	554.443	59.9794
574.219	97.9582	574.219	97.5659	574.219	95.6745	574.219	93.1201	574.219	64.4252	574.219	61.8709	574.219	59.9794
594.727	98.601	594.727	98.2065	594.727	96.0275	594.727	93.2204	594.727	64.9655	594.727	62.1584	594.727	59.9794
615.234	97.4576	615.234	97.2482	615.234	95.5045	615.234	92.8851	615.234	64.3425	615.234	61.7231	615.234	59.9794
637.207	97.801	637.207	97.527	637.207	95.7093	637.207	93.0563	637.207	64.4501	637.207	61.7971	637.207	59.9794
659.912	97.3708	659.912	97.1264	659.912	95.4561	659.912	92.8232	659.912	64.2826	659.912	61.6497	659.912	59.9794
683.35	97.4185	683.35	97.2023	683.35	95.5305	683.35	93.0158	683.35	64.1659	683.35	61.6511	683.35	59.9794
706.787	97.8322	706.787	97.5889	706.787	95.8141	706.787	93.165	706.787	64.4033	706.787	61.7542	706.787	59.9794
731.689	97.3234	731.689	97.0929	731.689	95.5628	731.689	92.8893	731.689	64.183	731.689	61.5095	731.689	59.9794
758.057	97.5242	758.057	97.1842	758.057	95.3336	758.057	92.7	758.057	64.4636	758.057	61.8301	758.057	59.9794
784.424	97.7817	784.424	97.4237	784.424	95.3314	784.424	92.4325	784.424	64.9706	784.424	62.0717	784.424	59.9794
812.256	97.4653	812.256	97.1303	812.256	95.1255	812.256	92.2242	812.256	64.8854	812.256	61.9842	812.256	59.9794
