"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	46.1436	20.5078	35.9531	20.5078	43.5302
21.9727	49.002	21.9727	49.4938	21.9727	49.2549
23.4375	52.4606	23.4375	50.1563	23.4375	51.4595
24.9023	54.5895	24.9023	53.1153	24.9023	53.9146
26.3672	56.1863	26.3672	54.9665	26.3672	55.6191
27.832	58.2267	27.832	57.3674	27.832	57.8183
29.2969	59.7931	29.2969	59.0909	29.2969	59.4562
30.7617	61.6909	30.7617	61.095	30.7617	61.4031
32.2266	62.9411	32.2266	62.4733	32.2266	62.7135
33.6914	64.4727	33.6914	64.0935	33.6914	64.2872
35.1562	65.949	35.1562	65.706	35.1562	65.8292
36.6211	67.3532	36.6211	67.0508	36.6211	67.2047
38.0859	68.4263	38.0859	68.2207	38.0859	68.3247
39.5508	69.424	39.5508	69.2393	39.5508	69.3326
41.0156	70.8983	41.0156	70.5504	41.0156	70.7278
42.4805	71.7363	42.4805	71.5025	42.4805	71.621
43.9453	72.4884	43.9453	72.2425	43.9453	72.3672
45.4102	73.1376	45.4102	72.9013	45.4102	73.021
46.875	73.7898	46.875	73.5651	46.875	73.6789
48.3398	74.356	48.3398	74.1334	48.3398	74.2461
51.2695	75.3172	51.2695	75.0891	51.2695	75.2046
52.7344	75.7508	52.7344	75.5238	52.7344	75.6388
54.1992	76.1393	54.1992	75.9235	54.1992	76.0327
55.6641	76.5194	55.6641	76.3017	55.6641	76.4119
58.5938	77.1431	58.5938	76.9144	58.5938	77.0303
60.0586	77.4553	60.0586	77.2451	60.0586	77.3515
62.9883	78.1746	62.9883	77.9228	62.9883	78.0505
64.4531	78.4233	64.4531	78.1691	64.4531	78.298
67.3828	78.8552	67.3828	78.6075	67.3828	78.7331
68.8477	79.0609	68.8477	78.8164	68.8477	78.9404
71.7773	79.6009	71.7773	79.357	71.7773	79.4807
74.707	80.096	74.707	79.856	74.707	79.9777
77.6367	80.4422	77.6367	80.1952	77.6367	80.3204
79.1016	80.6096	79.1016	80.3521	79.1016	80.4828
82.0312	81.1065	82.0312	80.8031	82.0312	80.9574
84.9609	81.2602	84.9609	80.9607	84.9609	81.113
87.8906	81.2199	87.8906	81.034	87.8906	81.1279
90.8203	81.6917	90.8203	81.5	90.8203	81.5969
95.2148	81.9798	95.2148	81.7525	95.2148	81.8676
98.1445	81.9933	98.1445	81.767	98.1445	81.8816
101.074	82.2888	101.074	82.0005	101.074	82.1471
105.469	82.25	105.469	82.0442	105.469	82.1483
108.398	82.4574	108.398	82.2845	108.398	82.3718
112.793	82.5966	112.793	82.3236	112.793	82.4622
117.188	82.6302	117.188	82.2811	117.188	82.4592
120.117	82.519	120.117	82.1646	120.117	82.3454
124.512	82.5155	124.512	82.2055	124.512	82.3633
128.906	82.7532	128.906	82.3863	128.906	82.5736
133.301	82.7379	133.301	82.309	133.301	82.5287
139.16	82.4444	139.16	82.0068	139.16	82.2311
143.555	82.4416	143.555	81.9865	143.555	82.22
147.949	82.4541	147.949	81.9728	147.949	82.2202
153.809	82.3923	153.809	81.8161	153.809	82.1137
159.668	82.2837	159.668	81.6448	159.668	81.9759
165.527	82.2413	165.527	81.6831	165.527	81.9711
171.387	81.9878	171.387	81.4363	171.387	81.7208
177.246	81.9289	177.246	81.2995	177.246	81.6256
183.105	81.9328	183.105	81.1407	183.105	81.5548
188.965	81.9108	188.965	81.0368	188.965	81.4958
196.289	81.8461	196.289	81.1187	196.289	81.4976
203.613	81.754	203.613	80.9372	203.613	81.3648
210.938	81.5944	210.938	80.7593	210.938	81.1969
218.262	81.4824	218.262	80.6813	218.262	81.1003
225.586	81.5297	225.586	80.7295	225.586	81.148
232.91	81.3916	232.91	80.6489	232.91	81.0361
241.699	81.2853	241.699	80.2841	241.699	80.8135
250.488	81.4105	250.488	79.9471	250.488	80.7402
259.277	81.39	259.277	79.962	259.277	80.7344
268.066	81.4163	268.066	79.4674	268.066	80.5503
276.855	81.1356	276.855	79.6985	276.855	80.4762
287.109	81.0098	287.109	79.8334	287.109	80.4613
297.363	81.1125	297.363	79.8066	297.363	80.5085
307.617	81.1091	307.617	79.8631	307.617	80.5307
319.336	81.0283	319.336	79.6305	319.336	80.3854
329.59	80.8049	329.59	79.3563	329.59	80.1407
341.309	80.9053	341.309	79.1573	341.309	80.1186
353.027	81.0758	353.027	79.1862	353.027	80.233
366.211	80.9169	366.211	79.153	366.211	80.1239
379.395	81.1247	379.395	79.507	379.395	80.3907
392.578	80.8657	392.578	78.7168	392.578	79.9228
405.762	80.615	405.762	78.8417	405.762	79.8183
420.41	80.7006	420.41	79.8784	420.41	80.3089
435.059	80.0313	435.059	79.1141	435.059	79.5969
451.172	80.6397	451.172	79.1704	451.172	79.9669
465.82	80.0611	465.82	79.1406	465.82	79.6252
483.398	80.0843	483.398	79.6358	483.398	79.8659
499.512	80.8193	499.512	80.4084	499.512	80.6187
517.09	80.4845	517.09	80.7823	517.09	80.636
536.133	81.267	536.133	80.1809	536.133	80.7578
555.176	81.8121	555.176	80.2677	555.176	81.1082
574.219	81.8622	574.219	80.0513	574.219	81.0504
594.727	81.6807	594.727	79.4814	594.727	80.7188
615.234	82.3219	615.234	79.5117	615.234	81.1403
637.207	82.6226	637.207	79.4786	637.207	81.3291
659.18	82.2555	659.18	79.327	659.18	81.0336
682.617	82.5765	682.617	78.2601	682.617	80.9338
707.52	82.5505	707.52	78.0637	707.52	80.8624
732.422	81.7132	732.422	77.3316	732.422	80.053
757.324	82.6252	757.324	76.5988	757.324	80.5829
785.156	82.8468	785.156	78.6856	785.156	81.2466
811.523	82.1316	811.523	78.8228	811.523	80.785
840.82	81.1017	840.82	80.2257	840.82	80.6857
870.117	80.2463	870.117	79.3257	870.117	79.8104
900.879	80.9081	900.879	79.9835	900.879	80.4704
933.105	80.3689	933.105	79.5057	933.105	79.9587
965.332	80.3239	965.332	79.4702	965.332	79.918
1,000.49	79.3139	1,000.49	78.8245	1,000.49	79.0761
1,035.64	78.8522	1,035.64	78.1854	1,035.64	78.5316
1,072.27	78.9215	1,072.27	78.167	1,072.27	78.5606
