"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.543108	20.5078	0.288867
21.9727	-0.473547	21.9727	0.293592
23.4375	-0.600751	23.4375	0.133409
24.9023	-0.286048	24.9023	0.240461
26.3672	-0.173671	26.3672	0.183255
27.832	0.397451	27.832	0.369615
29.2969	0.271432	29.2969	0.31651
30.7617	0.345285	30.7617	0.318763
32.2266	0.360142	32.2266	0.305855
33.6914	0.451726	33.6914	0.315412
35.1562	0.498078	35.1562	0.317527
36.6211	0.508802	36.6211	0.309384
38.0859	0.524181	38.0859	0.299398
39.5508	0.605248	39.5508	0.318653
41.0156	0.650719	41.0156	0.321227
42.4805	0.695706	42.4805	0.324603
43.9453	0.674958	43.9453	0.311189
45.4102	0.704649	45.4102	0.314984
46.875	0.73382	46.875	0.322149
48.3398	0.742286	48.3398	0.317634
51.2695	0.761535	51.2695	0.313507
52.7344	0.749561	52.7344	0.304103
54.1992	0.752655	54.1992	0.301121
55.6641	0.758064	55.6641	0.298249
58.5938	0.768693	58.5938	0.293817
60.0586	0.749129	60.0586	0.283362
62.9883	0.739654	62.9883	0.274153
64.4531	0.739497	64.4531	0.271068
67.3828	0.778132	67.3828	0.280364
68.8477	0.75571	68.8477	0.270277
71.7773	0.707261	71.7773	0.248896
74.707	0.705694	74.707	0.240326
77.6367	0.684421	77.6367	0.228069
79.1016	0.680871	79.1016	0.223452
82.0312	0.656111	82.0312	0.209686
84.9609	0.655478	84.9609	0.206775
87.8906	0.538778	87.8906	0.162936
90.8203	0.476476	90.8203	0.137979
95.2148	0.41379	95.2148	0.110481
98.1445	0.518688	98.1445	0.151941
101.074	0.616924	101.074	0.181268
105.469	0.388175	105.469	0.0733972
108.398	0.4599	108.398	0.107808
112.793	0.458633	112.793	0.104688
117.188	0.358383	117.188	0.0668302
120.117	0.4459	120.117	0.107972
124.512	0.692633	124.512	0.221546
128.906	0.709426	128.906	0.192023
133.301	0.507255	133.301	0.113621
139.16	0.321883	139.16	0.0357086
143.555	0.477437	143.555	0.132808
147.949	0.774118	147.949	0.235594
153.809	0.838593	153.809	0.254577
159.668	0.574235	159.668	0.12285
165.527	0.361344	165.527	0.0385001
171.387	0.274506	171.387	0.0345374
177.246	0.4829	177.246	0.119183
183.105	0.699121	183.105	0.225893
188.965	0.579518	188.965	0.0949366
196.289	0.419509	196.289	0.0654841
203.613	0.515979	203.613	0.139187
210.938	0.610443	210.938	0.153009
218.262	0.520541	218.262	0.149598
225.586	0.497715	225.586	0.180597
232.91	0.741781	232.91	0.315757
241.699	0.878997	241.699	0.37081
250.488	1.48387	250.488	0.654219
259.277	1.4409	259.277	0.578242
268.066	1.46041	268.066	0.542601
276.855	1.52526	276.855	0.538926
287.109	1.41686	287.109	0.348021
297.363	1.60821	297.363	0.429648
307.617	1.41954	307.617	0.326654
319.336	1.04508	319.336	0.166455
329.59	0.23597	329.59	-0.224733
341.309	0.537781	341.309	0.539779
353.027	1.60129	353.027	1.37941
366.211	2.92358	366.211	1.91867
379.395	2.77883	379.395	1.58383
392.578	2.71875	392.578	1.59142
405.762	3.57865	405.762	2.16282
420.41	3.33008	420.41	1.55106
435.059	3.56698	435.059	1.78343
451.172	3.77136	451.172	1.51706
465.82	3.4434	465.82	1.38365
483.398	3.13211	483.398	1.21364
499.512	3.50605	499.512	1.4838
517.09	3.6501	517.09	1.65814
536.133	3.50458	536.133	1.46973
555.176	3.46539	555.176	1.1563
574.219	3.85362	574.219	1.41918
594.727	3.98464	594.727	1.53361
615.234	3.84016	615.234	1.39085
637.207	4.24854	637.207	1.74748
659.18	4.0072	659.18	1.48067
682.617	3.69643	682.617	1.46988
707.52	4.41846	707.52	1.81495
732.422	4.19654	732.422	1.65922
757.324	4.19089	757.324	1.77454
785.156	4.49889	785.156	1.72025
811.523	4.63213	811.523	2.01925
840.82	4.75579	840.82	2.06421
870.117	5.09256	870.117	2.32122
900.879	5.44233	900.879	2.42709
933.105	5.6149	933.105	2.60239
965.332	5.67917	965.332	2.62642
1,000.49	5.51388	1,000.49	2.54696
1,035.64	5.47081	1,035.64	2.57261
1,072.27	5.27815	1,072.27	2.33998
1,108.89	4.67035	1,108.89	1.84537
1,148.44	5.10842	1,148.44	2.12084
1,189.45	5.10077	1,189.45	2.14702
1,230.47	5.30813	1,230.47	2.25829
1,274.41	5.77142	1,274.41	2.48409
1,319.82	6.15422	1,319.82	2.59921
1,366.7	5.84923	1,366.7	2.50633
1,413.57	5.9296	1,413.57	2.42146
1,463.38	5.55708	1,463.38	2.15147
1,516.11	5.22346	1,516.11	1.92686
1,568.85	5.25855	1,568.85	1.81804
1,624.51	5.34635	1,624.51	1.73261
1,681.64	6.02541	1,681.64	2.31702
1,741.7	6.13565	1,741.7	2.1253
1,803.22	5.85347	1,803.22	1.8063
1,866.21	5.75824	1,866.21	1.93449
1,932.13	6.01054	1,932.13	2.25908
1,999.51	6.37563	1,999.51	2.71409
2,069.82	6.73024	2,069.82	2.82709
2,143.07	7.03314	2,143.07	3.00124
2,219.24	6.66612	2,219.24	2.5836
2,296.88	6.61088	2,296.88	2.56857
2,378.91	6.65846	2,378.91	2.80869
2,462.4	7.40194	2,462.4	3.12041
2,548.83	7.0077	2,548.83	2.84061
2,639.65	6.68609	2,639.65	2.64804
2,731.93	7.0715	2,731.93	2.90913
2,828.61	7.35026	2,828.61	3.12589
2,928.22	7.43856	2,928.22	3.13018
3,030.76	7.51237	3,030.76	3.20704
3,137.7	7.09403	3,137.7	2.9564
3,249.02	6.93128	3,249.02	2.96585
3,363.28	6.92878	3,363.28	3.14788
3,481.93	6.27107	3,481.93	2.69333
3,604.98	5.83833	3,604.98	2.27459
3,732.42	5.82483	3,732.42	2.21442
3,864.26	5.11446	3,864.26	1.64952
4,000.49	5.23757	4,000.49	1.65555
4,141.11	5.45621	4,141.11	1.84387
4,287.6	4.66907	4,287.6	1.26963
4,438.48	5.02224	4,438.48	1.52673
4,595.21	4.91001	4,595.21	1.48099
4,756.35	4.78692	4,756.35	1.30637
4,924.8	5.20649	4,924.8	1.50691
5,097.66	5.37508	5,097.66	1.53724
5,277.83	5.48256	5,277.83	1.45494
5,463.87	5.93115	5,463.87	1.7331
5,657.23	6.38371	5,657.23	2.1534
5,856.45	6.23219	5,856.45	2.17537
6,062.99	6.82844	6,062.99	2.61972
6,276.86	6.90313	6,276.86	2.6116
6,498.05	7.29807	6,498.05	2.90382
6,726.56	7.45522	6,726.56	3.13732
6,963.87	7.37232	6,963.87	3.12016
7,209.96	7.3093	7,209.96	3.01087
7,464.84	8.11483	7,464.84	3.45887
7,727.05	8.6524	7,727.05	3.72347
7,999.51	8.70847	7,999.51	3.75696
8,282.23	8.97714	8,282.23	3.9542
8,573.73	9.15012	8,573.73	4.04198
8,876.95	9.25811	8,876.95	4.01463
9,188.96	9.34613	9,188.96	4.13882
9,514.16	9.37889	9,514.16	4.13367
9,849.61	9.59153	9,849.61	4.22647
10,196.8	9.92466	10,196.8	4.36139
10,555.7	10.1029	10,555.7	4.50353
10,927.7	10.1831	10,927.7	4.58444
11,313	10.1403	11,313	4.48583
11,712.9	10.265	11,712.9	4.56818
12,126	10.5951	12,126	4.77612
12,553.7	10.9814	12,553.7	4.98868
12,996.1	11.2528	12,996.1	5.10347
13,454.6	11.4193	13,454.6	5.21248
13,929.2	11.4281	13,929.2	5.25211
14,419.9	11.5385	14,419.9	5.3002
14,928.2	11.7372	14,928.2	5.37103
15,455.6	11.7436	15,455.6	5.47487
16,000.5	11.9003	16,000.5	5.54662
16,564.5	12.108	16,564.5	5.5594
17,148.9	12.4243	17,148.9	5.59265
17,752.4	12.6012	17,752.4	5.63556
18,379.4	12.6958	18,379.4	5.6055
19,026.9	12.7936	19,026.9	5.5645
19,697.8	12.9031	19,697.8	5.58475
19,999.5	12.8296	19,999.5	5.60089
