"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.5621
21.2402	51.5991
21.9727	51.8168
22.7051	52.2057
23.4375	53.718
24.1699	55.083
25.6348	57.0747
26.3672	58.2154
27.0996	59.148
27.832	59.9971
29.2969	62.1815
30.0293	63.2395
31.4941	65.0082
32.2266	65.7166
33.6914	67.7343
34.4238	68.7957
35.8887	70.5813
37.3535	72.5328
38.8184	74.3658
39.5508	75.2827
41.0156	77.0995
42.4805	78.7101
43.9453	80.1995
45.4102	81.3346
47.6074	82.4097
49.0723	82.8169
50.5371	82.9787
52.7344	83.0087
54.1992	82.925
56.3965	82.8392
58.5938	82.7542
60.0586	82.6731
62.2559	82.6827
64.4531	82.7368
66.6504	82.756
69.5801	82.9497
71.7773	83.1133
73.9746	83.3115
76.9043	83.4327
79.834	83.6538
82.7637	83.8154
85.6934	83.8876
88.623	83.8844
91.5527	83.8101
94.4824	83.9177
98.1445	83.9914
101.807	83.8503
105.469	83.7634
109.131	83.7272
112.793	83.6487
116.455	83.4933
120.85	83.4404
125.244	83.3551
129.639	83.1476
134.033	82.9553
138.428	82.8118
143.555	82.6087
148.682	82.508
153.809	82.5082
159.668	82.8017
164.795	82.9267
170.654	82.7515
176.514	82.1885
183.105	81.4201
189.697	80.885
196.289	80.3519
202.881	79.9673
210.205	79.784
217.529	79.9214
225.586	80.4487
232.91	81.2589
241.699	81.5318
249.756	82.0846
258.545	82.6243
268.066	82.5593
277.588	82.8019
287.109	82.7902
297.363	83.1969
307.617	83.5524
318.604	83.665
329.59	83.9023
341.309	83.6891
353.76	83.3072
366.211	83.018
378.662	83.5641
392.578	83.3336
405.762	83.5357
420.41	83.7442
435.059	83.1349
450.439	83.3063
466.553	83.3622
482.666	83.1892
500.244	83.4591
517.822	83.7183
536.133	84.0008
554.443	83.4252
574.219	83.8886
594.727	83.8758
615.234	83.973
637.207	83.4354
659.912	82.2712
683.35	82.4748
706.787	82.5742
731.689	82.3022
758.057	81.7076
784.424	81.9874
812.256	81.9255
840.82	81.6936
870.85	81.5126
901.611	81.796
933.105	81.7394
966.064	82.0075
999.756	81.7436
1,034.91	81.6587
1,071.53	81.2533
1,109.62	80.8907
1,148.44	81.1144
1,189.45	80.9293
1,231.2	80.993
1,274.41	80.7451
1,319.82	80.2626
1,365.97	79.8842
1,414.31	79.4647
1,464.11	79.2923
1,515.38	79.4064
1,568.85	79.3982
1,624.51	79.0591
1,681.64	79.1442
1,740.97	79.6716
1,802.49	80.5264
1,866.21	80.91
1,932.13	80.6398
2,000.24	81.3339
2,070.56	82.1656
2,143.8	81.8347
2,219.24	81.2983
2,297.61	82.3142
2,378.17	82.1654
2,462.4	81.3349
2,548.83	81.0672
2,638.92	81.2511
2,731.93	81.0727
2,828.61	81.2969
2,928.22	81.0742
3,031.49	80.7541
3,138.43	80.8965
3,249.02	80.9488
3,363.28	80.6563
3,481.93	80.5125
3,604.98	80.574
3,732.42	80.4026
3,863.53	80.3602
3,999.76	80.5047
4,141.11	80.4675
4,286.87	80.8249
4,438.48	80.9083
4,594.48	81.3003
4,757.08	81.2883
4,924.8	81.272
5,098.39	81.2866
5,277.83	80.6864
5,463.87	80.4291
5,656.49	79.7639
5,856.45	79.295
6,062.99	78.8704
6,276.86	79.0069
6,498.05	79.0428
6,727.29	78.8689
6,964.6	78.8658
7,209.96	79.3358
7,464.11	79.2491
7,727.78	78.8429
8,000.24	78.7997
8,282.23	79.6423
8,574.46	80.5017
8,876.22	80.482
9,189.7	79.352
9,513.43	77.7504
9,848.88	77.4606
10,196.8	77.9817
10,556.4	78.5665
10,928.5	78.838
11,313.7	78.5816
11,712.9	77.4718
12,126	76.7628
12,553.7	76.953
12,996.1	76.8319
13,454.6	76.3069
13,928.5	74.8125
14,419.9	74.2631
14,928.2	74.3675
15,454.8	74.3866
15,999.8	73.9345
16,564.5	73.2782
17,148.2	73.6417
17,753.2	74.037
18,379.4	73.0151
19,027.6	71.3244
19,698.5	71.3917
19,999.5	71.3732
