"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.222348	20.5078	-0.056204
21.2402	-0.213228	21.2402	-0.0422612
21.9727	0.126516	21.9727	0.0895658
22.7051	0.0160895	22.7051	0.0506717
23.4375	0.20689	23.4375	0.117464
24.1699	0.186781	24.1699	0.108913
25.6348	0.206737	25.6348	0.117022
26.3672	0.144849	26.3672	0.0949943
27.0996	0.190153	27.0996	0.112628
27.832	0.226539	27.832	0.124643
29.2969	0.182908	29.2969	0.107337
30.0293	0.161835	30.0293	0.101382
31.4941	0.1517	31.4941	0.0969808
32.2266	0.197495	32.2266	0.114562
33.6914	0.199775	33.6914	0.117413
34.4238	0.176632	34.4238	0.108753
35.8887	0.205774	35.8887	0.120757
37.3535	0.188291	37.3535	0.114109
38.8184	0.186166	38.8184	0.113564
39.5508	0.18272	39.5508	0.113193
41.0156	0.166978	41.0156	0.108381
42.4805	0.237744	42.4805	0.135239
43.9453	0.245795	43.9453	0.138468
45.4102	0.24044	45.4102	0.135808
47.6074	0.211544	47.6074	0.12588
49.0723	0.211821	49.0723	0.127204
50.5371	0.217587	50.5371	0.130286
52.7344	0.217406	52.7344	0.129536
54.1992	0.216942	54.1992	0.129263
56.3965	0.201002	56.3965	0.125595
58.5938	0.20002	58.5938	0.126756
60.0586	0.21865	60.0586	0.134817
62.2559	0.248784	62.2559	0.14872
64.4531	0.288314	64.4531	0.162597
66.6504	0.331664	66.6504	0.177066
69.5801	0.300247	69.5801	0.166398
71.7773	0.276032	71.7773	0.158392
73.9746	0.240494	73.9746	0.146055
76.9043	0.225797	76.9043	0.14418
79.834	0.254817	79.834	0.158018
82.7637	0.380637	82.7637	0.2039
85.6934	0.252825	85.6934	0.153552
88.623	0.203218	88.623	0.141366
91.5527	0.198144	91.5527	0.148178
94.4824	0.338143	94.4824	0.207149
98.1445	0.425127	98.1445	0.229974
101.807	0.369719	101.807	0.216911
105.469	0.405185	105.469	0.232724
109.131	0.406006	109.131	0.237504
112.793	0.427366	112.793	0.247841
116.455	0.473589	116.455	0.268358
120.85	0.522892	120.85	0.293435
125.244	0.601593	125.244	0.323377
129.639	0.635794	129.639	0.332309
134.033	0.564093	134.033	0.31264
138.428	0.567277	138.428	0.325302
143.555	0.685425	143.555	0.378908
148.682	0.79414	148.682	0.424991
153.809	0.967193	153.809	0.48612
159.668	0.965913	159.668	0.481061
164.795	0.962241	164.795	0.476798
170.654	0.95319	170.654	0.489656
176.514	1.07705	176.514	0.547664
183.105	1.24491	183.105	0.614914
189.697	1.43009	189.697	0.661495
196.289	1.44139	196.289	0.673946
202.881	1.62694	202.881	0.74083
