"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency / Hz"	"Sound Pessure Level / dB  / [2.83V 1m] "	"Frequency / Hz"	"Sound Pessure Level / dB  / [2.83V 1m] "	"Frequency / Hz"	"Sound Pessure Level / dB  / [2.83V 1m] "	"Frequency / Hz"	"Sound Pessure Level / dB  / [2.83V 1m] "
20.5078	99.7107	20.5078	100.421	20.5078	102.892	20.5078	101.804
21.9727	102.197	21.9727	102.902	21.9727	105.253	21.9727	104.205
23.4375	103.506	23.4375	104.261	23.4375	106.663	23.4375	105.593
24.9023	104.683	24.9023	105.421	24.9023	107.752	24.9023	106.707
26.3672	105.301	26.3672	106.028	26.3672	108.352	26.3672	107.311
27.832	105.789	27.832	106.51	27.832	108.864	27.832	107.813
29.2969	106.081	29.2969	106.813	29.2969	109.201	29.2969	108.138
30.7617	106.221	30.7617	106.967	30.7617	109.401	30.7617	108.321
32.2266	106.327	32.2266	107.068	32.2266	109.513	32.2266	108.43
33.6914	106.298	33.6914	107.044	33.6914	109.53	33.6914	108.433
35.1563	106.296	35.1563	107.043	35.1563	109.548	35.1563	108.445
36.6211	106.239	36.6211	106.98	36.6211	109.496	36.6211	108.391
38.0859	106.129	38.0859	106.863	38.0859	109.396	38.0859	108.286
39.5508	106.084	39.5508	106.797	39.5508	109.305	39.5508	108.205
41.0156	105.893	41.0156	106.605	41.0156	109.164	41.0156	108.048
42.4805	105.719	42.4805	106.44	42.4805	109.031	42.4805	107.904
43.9453	105.669	43.9453	106.36	43.9453	108.931	43.9453	107.814
45.4102	105.611	45.4102	106.281	45.4102	108.825	45.4102	107.719
46.875	105.513	46.875	106.171	46.875	108.717	46.875	107.612
48.3398	105.521	48.3398	106.129	48.3398	108.598	48.3398	107.524
51.2695	105.402	51.2695	105.928	51.2695	108.354	51.2695	107.304
52.7344	105.241	52.7344	105.767	52.7344	108.221	52.7344	107.162
54.1992	105.278	54.1992	105.781	54.1992	108.2	54.1992	107.155
55.6641	105.356	55.6641	105.813	55.6641	108.149	55.6641	107.138
58.5938	105.363	58.5938	105.725	58.5938	107.953	58.5938	106.99
60.0586	105.379	60.0586	105.704	60.0586	107.891	60.0586	106.948
62.9883	105.549	62.9883	105.773	62.9883	107.809	62.9883	106.932
64.4531	105.506	64.4531	105.671	64.4531	107.643	64.4531	106.797
67.3828	105.595	67.3828	105.689	67.3828	107.61	67.3828	106.793
68.8477	105.621	68.8477	105.684	68.8477	107.551	68.8477	106.758
71.7773	105.673	71.7773	105.629	71.7773	107.245	71.7773	106.563
74.707	105.802	74.707	105.617	74.707	106.968	74.707	106.413
77.6367	105.948	77.6367	105.647	77.6367	106.779	77.6367	106.333
79.1016	105.986	79.1016	105.62	79.1016	106.643	79.1016	106.255
82.0313	105.958	82.0313	105.446	82.0313	106.249	82.0313	105.982
84.9609	105.905	84.9609	105.289	84.9609	105.97	84.9609	105.778
87.8906	105.922	87.8906	105.229	87.8906	105.726	87.8906	105.634
