"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency / Hz"	"Sound Pessure Level / dB  / [2.83V 1m] "	"Frequency / Hz"	"Sound Pessure Level / dB  / [2.83V 1m] "	"Frequency / Hz"	"Sound Pessure Level / dB  / [2.83V 1m] "
20.5078	99.8235	20.5078	100.185	20.5078	100.008
21.9727	102.286	21.9727	102.69	21.9727	102.493
23.4375	103.599	23.4375	104.027	23.4375	103.819
24.9023	104.783	24.9023	105.18	24.9023	104.986
26.3672	105.379	26.3672	105.829	26.3672	105.609
27.832	105.875	27.832	106.301	27.832	106.093
29.2969	106.159	29.2969	106.611	29.2969	106.391
30.7617	106.288	30.7617	106.775	30.7617	106.539
32.2266	106.394	32.2266	106.883	32.2266	106.645
33.6914	106.386	33.6914	106.821	33.6914	106.609
35.1563	106.407	35.1563	106.785	35.1563	106.6
36.6211	106.355	36.6211	106.713	36.6211	106.538
38.0859	106.249	38.0859	106.592	38.0859	106.424
39.5508	106.195	39.5508	106.539	39.5508	106.371
41.0156	106.01	41.0156	106.338	41.0156	106.177
42.4805	105.838	42.4805	106.168	42.4805	106.006
43.9453	105.796	43.9453	106.082	43.9453	105.941
45.4102	105.739	45.4102	106.005	45.4102	105.874
46.875	105.643	46.875	105.896	46.875	105.771
48.3398	105.651	48.3398	105.863	48.3398	105.758
51.2695	105.529	51.2695	105.676	51.2695	105.603
52.7344	105.379	52.7344	105.502	52.7344	105.441
54.1992	105.417	54.1992	105.52	54.1992	105.469
55.6641	105.486	55.6641	105.573	55.6641	105.53
58.5938	105.486	58.5938	105.515	58.5938	105.5
60.0586	105.504	60.0586	105.497	60.0586	105.501
62.9883	105.683	62.9883	105.574	62.9883	105.629
64.4531	105.642	64.4531	105.469	64.4531	105.556
67.3828	105.689	67.3828	105.584	67.3828	105.637
68.8477	105.72	68.8477	105.587	68.8477	105.654
71.7773	105.778	71.7773	105.552	71.7773	105.667
74.707	105.893	74.707	105.591	74.707	105.744
77.6367	106.036	77.6367	105.656	77.6367	105.851
79.1016	106.08	79.1016	105.639	79.1016	105.866
82.0313	106.056	82.0313	105.481	82.0313	105.778
84.9609	105.991	84.9609	105.358	84.9609	105.686
87.8906	106.007	87.8906	105.347	87.8906	105.69
90.8203	106.226	90.8203	105.574	90.8203	105.913
95.2148	106.301	95.2148	105.495	95.2148	105.916
98.1445	106.336	98.1445	105.435	98.1445	105.909
