"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.5757
23.4375	53.9193
26.3672	56.119
29.2969	59.2827
32.2266	62.1304
35.1563	65.5062
38.0859	68.4276
41.0156	71.5298
43.9453	74.0152
46.875	76.3796
49.8047	78.0264
52.7344	79.2746
55.6641	80.1444
58.5938	80.7509
61.5234	81.2392
64.4531	81.6627
67.3828	82.1137
70.3125	82.605
73.2422	83.0819
76.1719	83.5219
79.1016	83.8537
82.0313	84.2068
84.9609	84.4905
87.8906	84.7296
90.8203	84.6884
93.75	84.9173
96.6797	85.1214
102.539	84.9607
105.469	84.9159
108.398	84.975
111.328	85.0194
117.188	84.9175
120.117	84.8969
125.977	84.8596
128.906	84.5928
134.766	84.1915
137.695	84.1682
143.555	83.8622
149.414	83.5095
155.273	83.6027
158.203	83.505
164.063	83.3351
169.922	83.1449
175.781	83.112
181.641	83.1614
190.43	83.1504
196.289	83.3604
202.148	83.4968
210.938	83.7952
216.797	83.9655
225.586	84.394
234.375	84.8125
240.234	84.9254
249.023	85.05
257.813	85.3735
266.602	84.9902
278.32	84.743
287.109	84.5242
295.898	84.2726
307.617	84.0781
319.336	83.5928
331.055	83.4282
342.773	83.0285
354.492	82.9402
366.211	82.8964
377.93	83.0071
392.578	82.4866
407.227	82.5472
421.875	83.1125
436.523	83.3828
451.172	83.3422
465.82	83.4066
483.398	83.2427
500.977	83.3257
518.555	83.4011
536.133	83.0443
553.711	83.3323
574.219	83.6353
594.727	83.0098
615.234	82.7051
638.672	83.2649
659.18	83.5403
682.617	83.5111
706.055	83.6306
732.422	83.5075
758.789	83.3663
785.156	83.1754
811.523	83.1702
840.82	83.0614
870.117	83.326
902.344	83.2356
931.641	83.2614
966.797	82.9014
999.023	82.7702
1,034.18	82.194
1,072.27	81.7225
1,110.35	81.3113
1,148.44	81.1968
1,189.45	81.1184
1,230.47	81.3367
1,274.41	81.6628
1,318.36	81.441
1,365.23	80.1413
1,415.04	79.5395
1,464.84	80.6458
1,514.65	82.2139
1,570.31	82.6353
1,623.05	81.9246
1,681.64	81.5554
1,740.23	81.695
1,801.76	82.09
1,866.21	81.5583
1,930.66	81.1053
2,000.98	81.424
2,071.29	82.0219
2,144.53	80.9927
2,217.77	80.4545
2,296.88	80.872
2,378.91	81.2995
2,460.94	80.5687
2,548.83	80.2373
2,639.65	80.1153
2,733.4	79.0913
2,827.15	77.9405
2,926.76	78.2146
3,032.23	78.5115
3,137.7	78.7787
3,249.02	78.774
3,363.28	78.6069
3,483.4	78.8043
3,606.45	78.8379
3,732.42	78.3673
3,864.26	78.3041
3,999.02	78.1422
4,139.65	77.9421
4,286.13	77.8803
4,438.48	77.1788
4,593.75	76.4882
4,757.81	75.9549
4,924.8	75.9093
5,097.66	76.3876
5,279.3	77.386
5,463.87	77.9117
5,657.23	77.422
5,856.45	77.6668
6,061.52	77.9338
6,275.39	78.1305
6,498.05	78.1814
6,726.56	78.0504
6,963.87	77.9408
7,209.96	77.7189
7,464.84	77.5924
7,728.52	77.4252
8,000.98	77.405
8,282.23	77.4905
8,575.2	77.352
8,876.95	76.8423
9,190.43	76.6871
9,512.7	77.0423
9,849.61	77.7215
10,195.3	78.4949
10,555.7	80.0413
10,927.7	80.4378
11,314.5	80.6613
11,712.9	80.3736
12,126	80.3538
12,553.7	80.4187
12,996.1	80.2549
13,453.1	79.9667
13,927.7	79.5956
14,419.9	79.4128
14,929.7	79.6971
15,454.1	79.9416
15,999	79.2803
16,564.5	77.7929
17,147.5	75.6752
17,753.9	75.4915
18,377.9	75.3086
19,028.3	74.6226
19,699.2	73.3167
19,998	72.744
