"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.227007	20.5078	-0.168156
21.9727	-0.140309	21.9727	-0.113917
23.4375	-0.0386489	23.4375	-0.0579859
24.9023	0.0497201	24.9023	-0.0107482
26.3672	0.102787	26.3672	0.0198792
27.832	0.153667	27.832	0.048669
29.2969	0.181533	29.2969	0.0665118
30.7617	0.215791	30.7617	0.0868286
32.2266	0.257423	32.2266	0.108693
33.6914	0.28148	33.6914	0.123515
35.1562	0.320988	35.1562	0.144513
36.6211	0.332846	36.6211	0.15187
38.0859	0.356806	38.0859	0.165479
39.5508	0.372407	39.5508	0.174491
41.0156	0.428727	41.0156	0.203474
42.4805	0.372975	42.4805	0.176178
43.9453	0.387608	43.9453	0.184982
45.4102	0.391062	45.4102	0.187883
46.875	0.394715	46.875	0.189686
48.3398	0.405914	48.3398	0.196469
51.2695	0.426609	51.2695	0.208698
52.7344	0.439687	52.7344	0.215776
54.1992	0.464933	54.1992	0.227272
55.6641	0.472944	55.6641	0.231124
58.5938	0.480625	58.5938	0.236525
60.0586	0.49775	60.0586	0.245039
62.9883	0.465986	62.9883	0.232088
64.4531	0.477627	64.4531	0.238782
67.3828	0.464355	67.3828	0.232675
68.8477	0.47284	68.8477	0.237911
71.7773	0.526955	71.7773	0.265906
74.707	0.558783	74.707	0.280486
77.6367	0.571446	77.6367	0.288608
79.1016	0.573231	79.1016	0.289995
82.0312	0.566579	82.0312	0.286783
84.9609	0.59184	84.9609	0.302718
87.8906	0.636484	87.8906	0.324384
90.8203	0.726348	90.8203	0.36933
95.2148	0.653758	95.2148	0.331907
98.1445	0.636224	98.1445	0.325653
101.074	0.69396	101.074	0.352617
105.469	0.791823	105.469	0.393458
108.398	0.867307	108.398	0.430842
112.793	0.85187	112.793	0.428934
117.188	0.946106	117.188	0.474338
120.117	0.973128	120.117	0.483215
124.512	0.97831	124.512	0.48916
128.906	0.929984	128.906	0.470638
133.301	0.963402	133.301	0.493027
139.16	1.04495	139.16	0.537564
143.555	1.11189	143.555	0.572261
147.949	1.19636	147.949	0.613132
153.809	1.33537	153.809	0.678638
159.668	1.34872	159.668	0.687447
165.527	1.55034	165.527	0.770051
171.387	1.72965	171.387	0.830779
177.246	1.95355	177.246	0.909443
183.105	1.7911	183.105	0.841695
188.965	1.73762	188.965	0.82325
196.289	1.81176	196.289	0.844158
203.613	1.84377	203.613	0.859631
210.938	2.02523	210.938	0.922652
218.262	1.74155	218.262	0.803916
225.586	1.51159	225.586	0.732088
232.91	1.38974	232.91	0.707941
241.699	1.57469	241.699	0.844062
250.488	2.29174	250.488	1.13625
259.277	2.56211	259.277	1.21486
268.066	2.1888	268.066	1.08018
276.855	2.75836	276.855	1.30236
287.109	2.6325	287.109	1.16376
297.363	2.40137	297.363	1.09009
307.617	2.46029	307.617	1.10239
319.336	2.49859	319.336	1.1662
329.59	2.64963	329.59	1.20609
341.309	2.70868	341.309	1.27895
353.027	2.91521	353.027	1.3785
366.211	3.15093	366.211	1.42922
379.395	3.34588	379.395	1.43842
392.578	2.74233	392.578	1.26244
405.762	2.96794	405.762	1.44038
420.41	3.38883	420.41	1.60066
435.059	3.24852	435.059	1.57096
451.172	4.2097	451.172	2.03349
465.82	4.34427	465.82	1.97169
483.398	3.9695	483.398	1.78327
499.512	3.72292	499.512	1.76923
517.09	4.22129	517.09	2.1097
536.133	4.52821	536.133	2.45061
555.176	4.94433	555.176	2.34009
574.219	4.72502	574.219	2.09328
594.727	4.65293	594.727	2.29663
615.234	5.02923	615.234	2.34207
637.207	4.76233	637.207	2.05072
659.18	4.45874	659.18	2.03064
682.617	4.29835	682.617	2.07963
707.52	4.82265	707.52	2.22103
732.422	4.43718	732.422	1.99229
757.324	4.20092	757.324	1.61972
785.156	4.49736	785.156	1.69441
811.523	4.21047	811.523	1.60705
840.82	4.01506	840.82	1.76421
870.117	4.1167	870.117	2.29679
900.879	4.91183	900.879	2.74627
933.105	4.65902	933.105	2.35712
965.332	4.59033	965.332	2.39976
1,000.49	4.59719	1,000.49	2.39005
1,035.64	3.93871	1,035.64	2.05554
1,072.27	3.68372	1,072.27	1.5358
1,108.89	3.40984	1,108.89	1.50022
1,148.44	3.2137	1,148.44	0.996451
1,189.45	3.14479	1,189.45	1.39155
1,230.47	3.45183	1,230.47	1.52389
1,274.41	3.99161	1,274.41	1.97975
1,319.82	4.05603	1,319.82	1.99574
1,366.7	3.91868	1,366.7	1.84853
1,413.57	3.91107	1,413.57	1.51526
1,463.38	4.47433	1,463.38	2.05096
1,516.11	4.23861	1,516.11	1.77159
1,568.85	3.47816	1,568.85	1.18156
1,624.51	3.76021	1,624.51	1.35794
1,681.64	3.95604	1,681.64	1.45488
1,741.7	4.53974	1,741.7	1.85397
1,803.22	4.72446	1,803.22	1.78851
1,866.21	4.57837	1,866.21	1.52903
1,932.13	4.31764	1,932.13	1.23375
1,999.51	3.74374	1,999.51	0.903979
2,069.82	4.16733	2,069.82	0.975428
2,143.07	3.99221	2,143.07	0.950177
2,219.24	4.05503	2,219.24	1.02367
2,296.88	3.83756	2,296.88	1.15311
2,378.91	3.15078	2,378.91	0.989547
2,462.4	4.08276	2,462.4	1.56251
2,548.83	4.64059	2,548.83	1.67288
2,639.65	5.13247	2,639.65	1.99917
2,731.93	4.88708	2,731.93	2.1265
2,828.61	4.87971	2,828.61	2.13478
2,928.22	5.29116	2,928.22	2.33512
3,030.76	5.59257	3,030.76	2.70089
3,137.7	5.97465	3,137.7	3.04973
3,249.02	6.01347	3,249.02	3.07255
3,363.28	6.19951	3,363.28	3.16997
3,481.93	6.01288	3,481.93	2.96318
3,604.98	5.81656	3,604.98	2.80611
3,732.42	6.06246	3,732.42	3.09963
3,864.26	5.98027	3,864.26	2.91456
4,000.49	5.48285	4,000.49	2.30216
4,141.11	5.54168	4,141.11	2.38737
4,287.6	6.06519	4,287.6	2.72019
4,438.48	6.5244	4,438.48	2.92876
4,595.21	7.26105	4,595.21	3.15945
4,756.35	7.67336	4,756.35	3.39354
4,924.8	7.72977	4,924.8	3.48674
5,097.66	7.18585	5,097.66	3.18351
5,277.83	7.1572	5,277.83	3.13382
5,463.87	7.1646	5,463.87	3.21989
5,657.23	6.97943	5,657.23	3.03716
5,856.45	7.16038	5,856.45	3.16695
6,062.99	7.66636	6,062.99	3.502
6,276.86	7.75253	6,276.86	3.62966
6,498.05	7.63451	6,498.05	3.29149
6,726.56	7.81487	6,726.56	3.35749
6,963.87	7.7438	6,963.87	3.39573
7,209.96	7.56354	7,209.96	3.4227
7,464.84	7.33345	7,464.84	3.43849
7,727.05	6.99518	7,727.05	3.1031
7,999.51	7.29212	7,999.51	3.2128
8,282.23	7.36084	8,282.23	3.37751
8,573.73	7.57715	8,573.73	3.7082
8,876.95	7.34873	8,876.95	3.41986
9,188.96	7.72289	9,188.96	3.45006
9,514.16	7.53017	9,514.16	3.38213
9,849.61	7.75263	9,849.61	3.77462
10,196.8	7.78216	10,196.8	3.80141
10,555.7	7.98409	10,555.7	3.82965
10,927.7	8.15294	10,927.7	3.82488
11,313	8.40103	11,313	4.18013
11,712.9	8.67156	11,712.9	4.12876
12,126	8.98118	12,126	4.53809
12,553.7	9.1912	12,553.7	4.7926
12,996.1	9.20196	12,996.1	4.65793
13,454.6	9.31584	13,454.6	4.65576
13,929.2	9.57119	13,929.2	4.87835
14,419.9	10.0274	14,419.9	5.26968
14,928.2	10.3656	14,928.2	5.42981
15,455.6	10.6289	15,455.6	5.59164
16,000.5	10.9663	16,000.5	5.80421
16,564.5	11.1807	16,564.5	5.73145
17,148.9	11.4202	17,148.9	5.75202
17,752.4	11.5494	17,752.4	5.76896
18,379.4	11.6023	18,379.4	5.80885
19,026.9	11.7885	19,026.9	5.89952
19,697.8	11.874	19,697.8	5.73764
19,999.5	11.992	19,999.5	5.85178
