"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"
20.5078	59.7942
21.9727	64.0112
23.4375	66.6746
24.9023	69.269
26.3672	71.5771
27.832	73.4385
29.2969	75.0937
30.7617	76.5354
32.2266	77.7236
33.6914	78.665
35.1562	79.536
36.6211	80.2315
38.0859	80.7928
39.5508	81.3398
41.0156	81.7519
42.4805	82.4372
43.9453	82.6799
45.4102	82.938
46.875	83.1688
48.3398	83.4125
51.2695	83.7783
52.7344	84.0092
54.1992	84.1603
55.6641	84.3051
58.5938	84.5073
60.0586	84.6639
62.9883	84.8505
64.4531	84.926
67.3828	84.9948
68.8477	85.0617
71.7773	85.2838
74.707	85.4012
77.6367	85.5251
79.1016	85.5657
82.0312	85.5583
84.9609	85.5928
87.8906	85.6645
90.8203	85.7207
95.2148	85.6364
98.1445	85.6479
101.074	85.5663
105.469	85.56
108.398	85.6599
112.793	85.7672
117.188	85.6921
120.117	85.7116
124.512	85.676
128.906	85.5563
133.301	85.5147
139.16	85.3788
143.555	85.2305
147.949	85.094
153.809	85.0033
159.668	84.871
165.527	84.9134
171.387	84.883
177.246	84.7938
183.105	84.6442
188.965	84.3736
196.289	84.3285
203.613	84.0642
210.938	84.1145
218.262	83.9817
225.586	83.763
232.91	83.553
241.699	83.226
250.488	83.1167
259.277	83.5911
268.066	83.2855
276.855	83.2247
287.109	83.3091
297.363	83.3474
307.617	83.2948
319.336	82.8872
329.59	82.7709
341.309	82.6318
353.027	82.5694
366.211	82.7534
379.395	83.0127
392.578	82.8697
405.762	82.6788
420.41	82.8316
435.059	82.6884
451.172	83.0242
465.82	83.192
483.398	83.2129
499.512	83.1466
517.09	83.3786
536.133	83.2365
555.176	83.9553
574.219	83.9345
594.727	83.5124
615.234	83.8105
637.207	83.7059
659.18	83.1245
682.617	82.8243
707.52	83.4148
732.422	82.6779
757.324	82.8554
785.156	83.0058
811.523	83.0666
840.82	82.5676
870.117	82.7207
900.879	83.1763
933.105	82.6804
965.332	83.1831
1,000.49	83.0032
1,035.64	82.6873
1,072.27	82.3819
1,108.89	81.8732
1,148.44	82.0103
1,189.45	81.8274
1,230.47	82.1643
1,274.41	82.5645
1,319.82	82.9946
1,366.7	83.4966
1,413.57	83.3846
1,463.38	83.1515
1,516.11	82.9627
1,568.85	82.5651
1,624.51	82.5004
1,681.64	82.983
1,741.7	83.2914
1,803.22	83.0019
1,866.21	82.3795
1,932.13	80.9237
1,999.51	80.0489
2,069.82	80.2899
2,143.07	81.3954
2,219.24	82.1173
2,296.88	82.3545
2,378.91	82.5376
2,462.4	83.4147
2,548.83	84.3826
2,639.65	84.3651
2,731.93	83.3921
2,828.61	83.3358
2,928.22	83.9596
3,030.76	84.1085
3,137.7	83.8033
3,249.02	83.7777
3,363.28	83.7817
3,481.93	83.9365
3,604.98	83.8338
3,732.42	83.3512
3,864.26	82.8453
4,000.49	81.8132
4,141.11	81.4893
4,287.6	81.2793
4,438.48	80.5374
4,595.21	80.0587
4,756.35	80.0559
4,924.8	80.0075
5,097.66	79.559
5,277.83	78.9622
5,463.87	79.4375
5,657.23	79.1962
5,856.45	79.5005
6,062.99	79.7629
6,276.86	80.0699
6,498.05	80.046
6,726.56	80.691
6,963.87	80.3521
7,209.96	80.5959
7,464.84	80.7063
7,727.05	80.4452
7,999.51	80.495
8,282.23	80.044
8,573.73	80.1429
8,876.95	80.1825
9,188.96	80.2013
9,514.16	79.436
9,849.61	79.3189
10,196.8	79.3109
10,555.7	79.5974
10,927.7	79.7323
11,313	79.513
11,712.9	80.0072
12,126	79.9665
12,553.7	79.9006
12,996.1	79.7017
13,454.6	79.7368
13,929.2	79.7672
14,419.9	79.513
14,928.2	79.1612
15,455.6	78.5481
16,000.5	77.9104
16,564.5	77.1404
17,148.9	76.1769
17,752.4	75.174
18,379.4	74.0603
19,026.9	72.8745
19,697.8	71.2055
19,999.5	70.4615
