"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.6033	20.5078	54.522	20.5078	54.5629
21.9727	48.5732	21.9727	47.5108	21.9727	48.0744
23.4375	51.8974	23.4375	51.8814	23.4375	51.8894
24.9023	51.1627	24.9023	50.8271	24.9023	50.9981
26.3672	51.5307	26.3672	51.3636	26.3672	51.448
27.832	55.5417	27.832	55.451	27.832	55.4966
29.2969	55.9225	29.2969	55.2835	29.2969	55.6148
30.7617	57.0575	30.7617	56.7638	30.7617	56.9131
32.2266	59.0766	32.2266	58.678	32.2266	58.8819
33.6914	60.7388	33.6914	60.397	33.6914	60.5713
35.1562	62.2318	35.1562	61.7925	35.1562	62.0177
36.6211	63.7543	36.6211	63.2538	36.6211	63.5112
38.0859	64.9837	38.0859	64.5924	38.0859	64.7924
39.5508	66.0319	39.5508	65.4996	39.5508	65.7739
41.0156	70.601	41.0156	70.1285	41.0156	70.3712
42.4805	69.2433	42.4805	68.5685	42.4805	68.919
43.9453	70.4919	43.9453	70.3032	43.9453	70.3985
45.4102	71.9305	45.4102	71.7048	45.4102	71.8191
46.875	73.2488	46.875	73.1032	46.875	73.1766
48.3398	74.2836	48.3398	74.1196	48.3398	74.2024
51.2695	76.8098	51.2695	76.5408	51.2695	76.6773
52.7344	77.9877	52.7344	77.7116	52.7344	77.8519
54.1992	79.0329	54.1992	78.7886	54.1992	78.9125
55.6641	80.0006	55.6641	79.7416	55.6641	79.873
58.5938	81.9773	58.5938	81.644	58.5938	81.8139
60.0586	82.8708	60.0586	82.565	60.0586	82.7206
62.9883	84.3343	62.9883	84.0041	62.9883	84.1724
64.4531	84.9341	64.4531	84.5668	64.4531	84.7543
67.3828	85.8254	67.3828	85.415	67.3828	85.625
68.8477	86.206	68.8477	85.8181	68.8477	86.0164
71.7773	86.7037	71.7773	86.3016	71.7773	86.5073
74.707	87.0519	74.707	86.6461	74.707	86.8538
77.6367	87.3046	77.6367	86.8629	77.6367	87.0894
79.1016	87.369	79.1016	86.9199	79.1016	87.1503
82.0312	87.5198	82.0312	87.0301	82.0312	87.2818
84.9609	87.6	84.9609	87.0781	84.9609	87.3469
87.8906	87.6069	87.8906	87.172	87.8906	87.3949
90.8203	87.7721	90.8203	87.2175	90.8203	87.5037
95.2148	88.0758	95.2148	87.452	95.2148	87.7751
98.1445	88.1619	98.1445	87.6161	98.1445	87.8976
101.074	88.147	101.074	87.5054	101.074	87.838
105.469	88.5032	105.469	87.8098	105.469	88.1703
108.398	88.6749	108.398	87.999	108.398	88.3501
112.793	88.8266	112.793	88.2639	112.793	88.5544
117.188	89.0374	117.188	88.303	117.188	88.6857
120.117	89.2668	120.117	88.4494	120.117	88.8773
124.512	89.6613	124.512	88.82	124.512	89.261
128.906	89.7179	128.906	88.9034	128.906	89.3297
133.301	90.0997	133.301	89.1549	133.301	89.653
139.16	90.5983	139.16	89.5477	139.16	90.1047
143.555	90.8706	143.555	89.8031	143.555	90.3696
147.949	90.9348	147.949	89.8097	147.949	90.4086
153.809	90.9119	153.809	89.8375	153.809	90.4079
159.668	91.2598	159.668	90.2117	159.668	90.7673
165.527	91.4785	165.527	90.469	165.527	91.003
171.387	91.729	171.387	90.6055	171.387	91.2035
177.246	91.6379	177.246	90.5291	177.246	91.1188
183.105	91.4346	183.105	90.384	183.105	90.941
188.965	91.2053	188.965	90.2447	188.965	90.7515
196.289	91.6322	196.289	90.3788	196.289	91.0506
203.613	91.969	203.613	90.3871	203.613	91.2497
210.938	91.3674	210.938	89.8198	210.938	90.6622
218.262	91.1147	218.262	89.6599	218.262	90.448
225.586	91.6035	225.586	89.5182	225.586	90.6848
232.91	91.3722	232.91	89.443	232.91	90.5139
241.699	91.0405	241.699	88.9089	241.699	90.1042
250.488	90.884	250.488	88.3379	250.488	89.7949
259.277	91.0436	259.277	88.3198	259.277	89.8918
268.066	90.6063	268.066	87.9131	268.066	89.4652
276.855	90.3078	276.855	87.3375	276.855	89.0718
287.109	89.8705	287.109	86.88	287.109	88.6277
297.363	89.7932	297.363	86.1375	297.363	88.3391
307.617	89.5828	307.617	85.9872	307.617	88.1469
319.336	89.6077	319.336	84.6364	319.336	87.7976
329.59	89.1546	329.59	83.6962	329.59	87.2318
341.309	89.7302	341.309	84.158	341.309	87.7825
353.027	89.5239	353.027	85.6009	353.027	87.9911
366.211	89.2698	366.211	85.4254	366.211	87.7598
379.395	89.8936	379.395	84.0797	379.395	87.8946
392.578	90.1108	392.578	84.1361	392.578	88.0788
405.762	89.9547	405.762	83.9635	405.762	87.9194
420.41	90.4852	420.41	84.7438	420.41	88.5013
435.059	89.1761	435.059	84.6137	435.059	87.4683
451.172	89.0119	451.172	81.1605	451.172	86.6611
465.82	89.1572	465.82	80.0663	465.82	86.6518
483.398	89.4669	483.398	80.2877	483.398	86.9519
499.512	88.7476	499.512	78.1407	499.512	86.0994
517.09	88.7207	517.09	76.1946	517.09	85.9466
536.133	89.0744	536.133	77.7412	536.133	86.3724
555.176	88.4778	555.176	76.7378	555.176	85.7491
574.219	88.5134	574.219	75.9582	574.219	85.7378
594.727	88.9382	594.727	75.3883	594.727	86.1156
615.234	89.9696	615.234	76.1849	615.234	87.1373
637.207	90.1139	637.207	78.0592	637.207	87.3661
659.18	90.0447	659.18	77.1082	659.18	87.2498
682.617	90.3232	682.617	77.7694	682.617	87.5477
707.52	90.0471	707.52	78.2587	707.52	87.3154
732.422	89.9845	732.422	79.1933	732.422	87.3219
757.324	89.8771	757.324	79.4423	757.324	87.2429
785.156	88.7137	785.156	71.6249	785.156	85.7875
811.523	88.6595	811.523	80.2471	811.523	86.234
840.82	89.4087	840.82	80.6464	840.82	86.9406
870.117	90.4453	870.117	79.0478	870.117	87.7389
900.879	91.6396	900.879	77.3221	900.879	88.7871
933.105	91.2076	933.105	80.476	933.105	88.5496
965.332	90.7938	965.332	80.1977	965.332	88.1465
1,000.49	90.2002	1,000.49	81.2484	1,000.49	87.7103
1,035.64	89.264	1,035.64	82.0303	1,035.64	87.0058
1,072.27	87.9522	1,072.27	79.1291	1,072.27	85.477
