"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	63.6147
21.9727	64.7683
23.4375	66.1293
24.9023	66.9538
26.3672	67.7554
27.832	68.6802
29.2969	69.4951
30.7617	70.2479
32.2266	70.9858
33.6914	71.6777
35.1563	72.3954
36.6211	72.9766
38.0859	73.6146
39.5508	74.1694
41.0156	74.7799
42.4805	75.1725
43.9453	75.6987
45.4102	76.1915
46.875	76.6879
48.3398	77.0208
51.2695	77.7143
52.7344	78.06
54.1992	78.3464
55.6641	78.6314
58.5938	79.117
60.0586	79.3318
62.9883	79.702
64.4531	79.8173
67.3828	80.0281
68.8477	80.1806
71.7773	80.4259
74.707	80.6423
77.6367	80.701
79.1016	80.7609
82.0313	80.8537
84.9609	80.9457
87.8906	80.8824
90.8203	80.7261
95.2148	81.1427
98.1445	80.8802
101.074	80.885
105.469	80.8595
108.398	80.9908
112.793	81.146
117.188	81.0939
120.117	81.2448
124.512	81.2835
128.906	81.1853
133.301	81.0172
139.16	80.8517
143.555	80.8523
147.949	80.7391
153.809	80.8376
159.668	81.0993
165.527	81.0412
171.387	80.9683
177.246	80.879
183.105	80.6686
188.965	80.683
196.289	80.9113
203.613	80.8029
210.938	80.8101
218.262	80.8256
225.586	80.8615
232.91	80.9643
241.699	80.9646
250.488	81.0997
259.277	81.2963
268.066	80.9086
276.855	80.9415
287.109	80.8256
297.363	80.7973
307.617	81.2046
319.336	81.2488
329.59	81.4369
341.309	80.8604
353.027	80.7485
366.211	80.8707
379.395	81.211
392.578	81.4718
405.762	81.5965
420.41	81.972
435.059	81.4925
451.172	81.7389
465.82	81.8219
483.398	81.0276
499.512	81.8831
517.09	82.6116
536.133	82.5654
555.176	83.0178
574.219	83.4348
594.727	83.4543
615.234	83.8535
637.207	83.9441
659.18	84.0575
682.617	83.8497
707.52	83.6721
732.422	83.3243
757.324	83.091
785.156	83.0243
811.523	82.8318
840.82	82.7632
870.117	82.8611
900.879	82.8265
933.105	83.3388
965.332	83.1898
1,000.49	83.1607
1,035.64	82.7695
1,072.27	82.3139
1,108.89	81.7375
1,148.44	81.6184
1,189.45	81.4545
1,230.47	81.7023
1,274.41	81.6245
1,319.82	81.2224
1,366.7	80.7908
1,413.57	80.4815
1,463.38	80.1596
1,516.11	80.4499
1,568.85	80.8834
1,624.51	80.5329
1,681.64	79.9393
1,741.7	80.2333
1,803.22	80.4668
1,866.21	80.4894
1,932.13	79.7993
1,999.51	79.7273
2,069.82	80.0456
2,143.07	79.7238
2,219.24	79.0826
2,296.88	79.794
2,378.91	80.2695
2,462.4	79.9544
2,548.83	79.7918
2,639.65	80.2449
2,731.93	80.4829
2,828.61	80.5495
2,928.22	80.7139
3,030.76	80.5744
3,137.7	80.7367
3,249.02	80.6584
3,363.28	80.7039
3,481.93	80.8315
3,604.98	81.0892
3,732.42	80.9457
3,864.26	81.0767
4,000.49	80.3973
4,141.11	80.2963
4,287.6	80.2081
4,438.48	80.3
4,595.21	80.4604
4,756.35	80.714
4,924.8	80.7935
5,097.66	80.7552
5,277.83	80.4678
5,463.87	80.0009
5,657.23	79.5752
5,856.45	79.2065
6,062.99	79.0351
6,276.86	78.8503
6,498.05	78.6323
6,726.56	78.3423
6,963.87	77.804
7,209.96	77.3442
7,464.84	77.1569
7,727.05	77.1795
7,999.51	77.4168
8,282.23	77.7728
8,573.73	77.9098
8,876.95	77.7815
9,188.96	77.5667
9,514.16	77.4227
9,849.61	77.4397
10,196.8	77.4881
10,555.7	77.4785
10,927.7	77.3196
11,313	76.9625
11,712.9	76.4214
12,126	76.0993
12,553.7	76.1453
12,996.1	76.1238
13,454.6	76.104
13,929.2	76.078
14,419.9	75.8281
14,928.2	75.4939
15,455.6	75.0639
16,000.5	74.494
16,564.5	73.9216
17,148.9	73.425
17,752.4	72.8187
18,379.4	71.827
19,026.9	70.7126
19,697.8	69.984
19,999.5	69.6905
