"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.9056	20.5078	52.1284	20.5078	52.4856	20.5078	52.4608	20.5078	52.4187	20.5078	52.4797
21.9727	55.4952	21.9727	54.6921	21.9727	55.1128	21.9727	55.0258	21.9727	54.8238	21.9727	55.0467
23.4375	56.9826	23.4375	56.2236	23.4375	56.6247	23.4375	56.5445	23.4375	56.3768	23.4375	56.5648
24.9023	58.6783	24.9023	57.7991	24.9023	58.294	24.9023	58.2089	24.9023	58.0427	24.9023	58.2253
26.3672	59.3751	26.3672	58.5217	26.3672	58.9993	26.3672	58.9281	26.3672	58.7829	26.3672	58.9405
27.832	61.0957	27.832	60.2985	27.832	60.7533	27.832	60.6939	27.832	60.5699	27.832	60.7008
29.2969	62.0181	29.2969	61.1877	29.2969	61.6733	29.2969	61.5933	29.2969	61.4369	29.2969	61.6041
30.7617	63.4101	30.7617	62.7081	30.7617	63.1327	30.7617	63.0396	30.7617	62.8602	30.7617	63.0524
32.2266	64.3248	32.2266	63.6221	32.2266	64.0512	32.2266	63.959	32.2266	63.775	32.2266	63.9699
33.6914	65.1855	33.6914	64.5579	33.6914	64.9442	33.6914	64.853	33.6914	64.6709	33.6914	64.8642
35.1563	66.1232	35.1563	65.515	35.1563	65.8891	35.1563	65.8097	35.1563	65.6514	35.1563	65.818
36.6211	66.8084	36.6211	66.2447	36.6211	66.5963	36.6211	66.5089	36.6211	66.3357	36.6211	66.5193
38.0859	67.611	38.0859	67.0534	38.0859	67.4023	38.0859	67.3196	38.0859	67.1565	38.0859	67.3286
39.5508	68.2911	39.5508	67.7688	39.5508	68.0981	39.5508	68.0174	39.5508	67.8637	39.5508	68.0266
41.0156	69.0746	41.0156	68.5426	41.0156	68.881	41.0156	68.795	41.0156	68.6392	41.0156	68.8057
42.4805	69.7411	42.4805	69.2295	42.4805	69.5628	42.4805	69.4727	42.4805	69.2978	42.4805	69.4821
43.9453	70.3614	43.9453	69.8942	43.9453	70.1998	43.9453	70.1152	43.9453	69.9614	43.9453	70.1251
45.4102	70.9927	45.4102	70.5325	45.4102	70.8391	45.4102	70.7384	45.4102	70.5567	45.4102	70.7523
46.875	71.5925	46.875	71.1266	46.875	71.4392	46.875	71.3369	46.875	71.152	46.875	71.3506
48.3398	72.2109	48.3398	71.7745	48.3398	72.0757	48.3398	71.9562	48.3398	71.7353	48.3398	71.9736
51.2695	73.3821	51.2695	72.9778	51.2695	73.2568	51.2695	73.1503	51.2695	72.9566	51.2695	73.1654
52.7344	73.9824	52.7344	73.5876	52.7344	73.8637	52.7344	73.7535	52.7344	73.5576	52.7344	73.7698
54.1992	74.5578	54.1992	74.1757	54.1992	74.448	54.1992	74.3301	54.1992	74.1175	54.1992	74.3478
55.6641	75.0565	55.6641	74.6786	55.6641	74.9438	55.6641	74.8396	55.6641	74.6587	55.6641	74.8549
58.5938	76.1329	58.5938	75.763	58.5938	76.025	58.5938	75.9176	58.5938	75.746	58.5938	75.9353
60.0586	76.6445	60.0586	76.2679	60.0586	76.5389	60.0586	76.4209	60.0586	76.2331	60.0586	76.441
