"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.9056	20.5078	52.1284	20.5078	52.5344
21.9727	55.4952	21.9727	54.6921	21.9727	55.1122
23.4375	56.9826	23.4375	56.2236	23.4375	56.6197
24.9023	58.6783	24.9023	57.7991	24.9023	58.2609
26.3672	59.3751	26.3672	58.5217	26.3672	58.9693
27.832	61.0957	27.832	60.2985	27.832	60.7153
29.2969	62.0181	29.2969	61.1877	29.2969	61.6228
30.7617	63.4101	30.7617	62.7081	30.7617	63.0733
32.2266	64.3248	32.2266	63.6221	32.2266	63.9877
33.6914	65.1855	33.6914	64.5579	33.6914	64.883
35.1563	66.1232	35.1563	65.515	35.1563	65.8297
36.6211	66.8084	36.6211	66.2447	36.6211	66.5357
38.0859	67.611	38.0859	67.0534	38.0859	67.3411
39.5508	68.2911	39.5508	67.7688	39.5508	68.0378
41.0156	69.0746	41.0156	68.5426	41.0156	68.8167
42.4805	69.7411	42.4805	69.2295	42.4805	69.4928
43.9453	70.3614	43.9453	69.8942	43.9453	70.1341
45.4102	70.9927	45.4102	70.5325	45.4102	70.7687
46.875	71.5925	46.875	71.1266	46.875	71.3658
48.3398	72.2109	48.3398	71.7745	48.3398	71.9982
51.2695	73.3821	51.2695	72.9778	51.2695	73.1847
52.7344	73.9824	52.7344	73.5876	52.7344	73.7895
54.1992	74.5578	54.1992	74.1757	54.1992	74.371
55.6641	75.0565	55.6641	74.6786	55.6641	74.8717
58.5938	76.1329	58.5938	75.763	58.5938	75.9519
60.0586	76.6445	60.0586	76.2679	60.0586	76.4603
62.9883	77.7063	62.9883	77.3418	62.9883	77.5278
64.4531	78.1876	64.4531	77.8168	64.4531	78.0062
67.3828	79.2227	67.3828	78.8277	67.3828	79.0297
68.8477	79.6802	68.8477	79.2873	68.8477	79.4882
71.7773	80.6045	71.7773	80.2051	71.7773	80.4094
74.707	81.446	74.707	81.0572	74.707	81.256
77.6367	82.1486	77.6367	81.7558	77.6367	81.9566
79.1016	82.5238	79.1016	82.1128	79.1016	82.3232
82.0313	83.266	82.0313	82.843	82.0313	83.0597
84.9609	83.8176	84.9609	83.4158	84.9609	83.6213
87.8906	84.0884	87.8906	83.6845	87.8906	83.8911
90.8203	83.7835	90.8203	83.2353	90.8203	83.518
95.2148	84.5822	95.2148	84.091	95.2148	84.3436
98.1445	84.2858	98.1445	83.7007	98.1445	84.0031
101.074	84.0898	101.074	83.4312	101.074	83.7729
105.469	83.8545	105.469	83.1113	105.469	83.4988
108.398	83.6757	108.398	82.8492	108.398	83.2821
112.793	83.4128	112.793	82.4409	112.793	82.954
117.188	83.0211	117.188	81.9719	117.188	82.5281
120.117	82.8968	120.117	81.6869	120.117	82.3338
124.512	82.3419	124.512	80.9692	124.512	81.7095
128.906	81.9925	128.906	80.3966	128.906	81.2674
133.301	81.6554	133.301	79.82	133.301	80.8339
139.16	81.127	139.16	78.9543	139.16	80.1751
143.555	80.9981	143.555	78.5751	143.555	79.9534
147.949	80.9881	147.949	78.3788	147.949	79.8765
153.809	81.0993	153.809	78.5403	153.809	80.0056
159.668	81.43	159.668	79.0882	159.668	80.4151
165.527	81.5036	165.527	79.403	165.527	80.5791
171.387	81.4202	171.387	79.6614	171.387	80.6292
177.246	81.4283	177.246	80.0036	177.246	80.7741
183.105	81.2268	183.105	80.117	183.105	80.7072
188.965	81.0646	188.965	80.3313	188.965	80.7134
196.289	80.9208	196.289	80.6861	196.289	80.805
203.613	80.4273	203.613	80.5804	203.613	80.5045
210.938	79.9727	210.938	80.5458	210.938	80.2687
218.262	79.5383	218.262	80.7863	218.262	80.207
225.586	79.2211	225.586	81.0789	225.586	80.2486
232.91	79.3788	232.91	81.595	232.91	80.6267
241.699	80.081	241.699	82.2145	241.699	81.2774
250.488	81.236	250.488	82.9246	250.488	82.1618
259.277	82.3856	259.277	83.694	259.277	83.0889
268.066	83.0159	268.066	83.8046	268.066	83.4281
276.855	83.6191	276.855	83.9747	276.855	83.8005
287.109	84.014	287.109	84.313	287.109	84.166
297.363	84.0541	297.363	84.3069	297.363	84.1823
307.617	84.1963	307.617	84.1348	307.617	84.1657
319.336	84.0491	319.336	83.9335	319.336	83.9917
329.59	84.273	329.59	83.8431	329.59	84.0634
341.309	84.0258	341.309	83.0919	341.309	83.5839
353.027	83.8925	353.027	82.5404	353.027	83.2689
366.211	83.9173	366.211	82.3997	366.211	83.2244
379.395	83.5298	379.395	82.218	379.395	82.9232
392.578	82.5128	392.578	80.7826	392.578	81.7333
405.762	81.4122	405.762	79.9419	405.762	80.739
