"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.644
21.9727	55.7977
23.4375	58.3395
24.9023	59.9845
26.3672	61.8413
27.832	63.7577
29.2969	65.456
30.7617	67.1825
32.2266	68.746
33.6914	70.2946
35.1563	71.8717
36.6211	73.296
38.0859	74.6489
39.5508	75.7248
41.0156	76.6682
42.4805	77.6919
43.9453	78.6659
45.4102	79.3497
46.875	80.0247
48.3398	80.5268
51.2695	81.4127
52.7344	81.7685
54.1992	82.086
55.6641	82.3275
58.5938	82.7888
60.0586	82.9898
62.9883	83.3529
64.4531	83.4885
67.3828	83.7409
68.8477	83.8381
71.7773	84.0842
74.707	84.3394
77.6367	84.4807
79.1016	84.5478
82.0313	84.7615
84.9609	84.9611
87.8906	84.9524
90.8203	84.7213
95.2148	85.4335
98.1445	85.1733
101.074	85.1384
105.469	85.3655
108.398	85.4021
112.793	85.6082
117.188	85.6751
120.117	85.9614
124.512	85.8296
128.906	85.557
133.301	85.5882
139.16	85.5684
143.555	85.5651
147.949	85.5422
153.809	85.6224
159.668	85.7292
165.527	85.5982
171.387	85.3795
177.246	85.2295
183.105	85.0353
188.965	84.875
196.289	85.0154
203.613	84.8652
210.938	84.7917
218.262	84.8513
225.586	84.8201
232.91	84.9923
241.699	85.0114
250.488	85.0145
259.277	85.1278
268.066	84.7476
276.855	84.8312
287.109	84.7976
297.363	84.6771
307.617	84.9486
319.336	84.8194
329.59	84.9838
341.309	84.5006
353.027	84.467
366.211	84.6559
379.395	85.1106
392.578	84.7095
405.762	84.3291
420.41	84.8886
435.059	84.5989
451.172	84.9962
465.82	85.0656
483.398	84.6728
499.512	84.7445
517.09	84.9892
536.133	84.4094
555.176	84.8235
574.219	84.7642
594.727	84.2751
615.234	83.8788
637.207	83.5235
659.18	84.3702
682.617	85.7642
707.52	86.73
732.422	86.4897
757.324	85.5995
785.156	84.4596
811.523	83.2082
840.82	83.1371
870.117	83.285
900.879	83.0277
933.105	82.6667
965.332	82.5194
1,000.49	82.6215
1,035.64	82.3765
1,072.27	81.9548
1,108.89	81.748
1,148.44	82.2946
1,189.45	82.7397
1,230.47	82.9701
1,274.41	82.9467
1,319.82	82.5646
1,366.7	82.0995
1,413.57	81.5176
1,463.38	81.298
1,516.11	81.4016
1,568.85	81.1659
1,624.51	80.7455
1,681.64	80.6813
1,741.7	80.7587
1,803.22	81.1916
1,866.21	80.8209
1,932.13	80.4447
1,999.51	81.0453
2,069.82	82.1062
2,143.07	82.4336
2,219.24	81.8997
2,296.88	82.0242
2,378.91	83.2096
2,462.4	83.0103
2,548.83	82.8108
2,639.65	83.157
2,731.93	83.1992
2,828.61	83.1802
2,928.22	83.1336
3,030.76	82.8954
3,137.7	82.8208
3,249.02	82.4868
3,363.28	82.343
3,481.93	82.3303
3,604.98	82.4935
3,732.42	82.5729
3,864.26	82.7511
4,000.49	82.9622
4,141.11	83.2538
4,287.6	82.9676
4,438.48	83.2408
4,595.21	83.0857
4,756.35	82.9227
4,924.8	82.7711
5,097.66	82.4507
5,277.83	82.2657
5,463.87	81.8864
5,657.23	81.7259
5,856.45	81.7178
6,062.99	81.589
6,276.86	81.5986
6,498.05	82.0164
6,726.56	82.2305
6,963.87	82.3186
7,209.96	82.0758
7,464.84	81.7917
7,727.05	81.6303
7,999.51	81.5046
8,282.23	81.5391
8,573.73	81.5192
8,876.95	81.0221
9,188.96	80.3977
9,514.16	80.188
9,849.61	80.1829
10,196.8	80.0036
10,555.7	79.7321
10,927.7	79.5479
11,313	79.4766
11,712.9	79.1024
12,126	78.6853
12,553.7	78.7653
12,996.1	78.8289
13,454.6	78.6415
13,929.2	78.4249
14,419.9	78.1376
14,928.2	78.057
15,455.6	77.8755
16,000.5	77.2401
16,564.5	76.4781
17,148.9	77.2917
17,752.4	77.5199
18,379.4	76.9584
19,026.9	76.3363
19,697.8	76.1522
19,999.5	76.0028
