"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.3935	20.5078	54.9611	20.5078	55.8206	20.5078	55.732	20.5078	55.5362	20.5078	55.7349
21.2402	57.2625	21.2402	55.7717	21.2402	56.6669	21.2402	56.5802	21.2402	56.386	21.2402	56.582
21.9727	57.7982	21.9727	56.3587	21.9727	57.2186	21.9727	57.1421	21.9727	56.9735	21.9727	57.1428
22.7051	58.0408	22.7051	56.5692	22.7051	57.4519	22.7051	57.3619	22.7051	57.1679	22.7051	57.3657
23.4375	58.7807	23.4375	57.342	23.4375	58.1984	23.4375	58.1288	23.4375	57.9759	23.4375	58.1285
24.1699	59.1823	24.1699	57.7367	24.1699	58.5961	24.1699	58.5293	24.1699	58.383	24.1699	58.5285
25.6348	59.8581	25.6348	58.3921	25.6348	59.2655	25.6348	59.1926	25.6348	59.035	25.6348	59.1932
26.3672	60.197	26.3672	58.7223	26.3672	59.6011	26.3672	59.5267	26.3672	59.3672	26.3672	59.5277
27.0996	60.55	27.0996	59.0786	27.0996	59.9551	27.0996	59.8803	27.0996	59.721	27.0996	59.8816
27.832	60.8884	27.832	59.4052	27.832	60.291	27.832	60.2085	27.832	60.033	27.832	60.2114
29.2969	61.4967	29.2969	60.0079	29.2969	60.8974	29.2969	60.8133	29.2969	60.6344	29.2969	60.8165
30.0293	61.9281	30.0293	60.4434	30.0293	61.3276	30.0293	61.2512	30.0293	61.0862	30.0293	61.2527
31.4941	62.4107	31.4941	60.9413	31.4941	61.8111	31.4941	61.7474	31.4941	61.6137	31.4941	61.7473
32.2266	62.6453	32.2266	61.1693	32.2266	62.0438	32.2266	61.9781	32.2266	61.8438	32.2266	61.9787
33.6914	63.1528	33.6914	61.6465	33.6914	62.5418	33.6914	62.464	33.6914	62.3079	33.6914	62.4675
34.4238	63.4706	34.4238	61.9632	34.4238	62.8576	34.4238	62.7838	34.4238	62.6358	34.4238	62.7866
35.8887	64.0076	35.8887	62.5075	35.8887	63.393	35.8887	63.3305	35.8887	63.2077	35.8887	63.3315
37.3535	64.431	37.3535	62.9155	37.3535	63.8101	37.3535	63.7489	37.3535	63.633	37.3535	63.75
38.8184	64.8069	38.8184	63.3312	38.8184	64.1978	38.8184	64.1447	38.8184	64.0498	38.8184	64.1452
39.5508	64.9501	39.5508	63.4794	39.5508	64.3414	39.5508	64.2875	39.5508	64.1966	39.5508	64.2892
41.0156	65.3862	41.0156	63.8304	41.0156	64.7505	41.0156	64.6743	41.0156	64.5406	41.0156	64.6806
42.4805	65.8552	42.4805	64.2901	42.4805	65.2203	42.4805	65.1348	42.4805	64.9772	42.4805	65.142
43.9453	66.2128	43.9453	64.6489	43.9453	65.5786	43.9453	65.4889	43.9453	65.3241	43.9453	65.4974
45.4102	66.6284	45.4102	65.0577	45.4102	65.9952	45.4102	65.8937	45.4102	65.7025	45.4102	65.9044
47.6074	67.1222	47.6074	65.5755	47.6074	66.4909	47.6074	66.4062	47.6074	66.2484	47.6074	66.4139
49.0723	67.4042	49.0723	65.8511	49.0723	66.7667	49.0723	66.6887	49.0723	66.5515	49.0723	66.6962
50.5371	67.6955	50.5371	66.1096	50.5371	67.0466	50.5371	66.9629	50.5371	66.8185	50.5371	66.9719
52.7344	68.1796	52.7344	66.5989	52.7344	67.5334	52.7344	67.449	52.7344	67.3023	52.7344	67.458
54.1992	68.4133	54.1992	66.8465	54.1992	67.7706	54.1992	67.6845	54.1992	67.5389	54.1992	67.695
56.3965	68.8315	56.3965	67.2473	56.3965	68.1788	56.3965	68.0945	56.3965	67.9551	56.3965	68.1055
58.5938	69.2408	58.5938	67.6519	58.5938	68.5819	58.5938	68.5062	58.5938	68.3902	58.5938	68.5164
60.0586	69.3927	60.0586	67.7908	60.0586	68.7271	60.0586	68.6501	60.0586	68.5423	60.0586	68.6622
62.2559	69.7275	62.2559	68.0937	62.2559	69.0556	62.2559	68.9584	62.2559	68.8137	62.2559	68.975
64.4531	70.0504	64.4531	68.4023	64.4531	69.3773	64.4531	69.265	64.4531	69.0916	64.4531	69.285
66.6504	70.3421	66.6504	68.6868	66.6504	69.6713	66.6504	69.5409	66.6504	69.3254	66.6504	69.5643
69.5801	70.6752	69.5801	68.9966	69.5801	69.9889	69.5801	69.8734	69.5801	69.6825	69.5801	69.8933
71.7773	70.8744	71.7773	69.2175	71.7773	70.1903	71.7773	70.0868	71.7773	69.9309	71.7773	70.106
73.9746	71.1193	73.9746	69.4765	73.9746	70.4353	73.9746	70.3341	73.9746	70.1937	73.9746	70.3552
76.9043	71.356	76.9043	69.6943	76.9043	70.6587	76.9043	70.561	76.9043	70.4398	76.9043	70.5838
79.834	71.7029	79.834	69.9881	79.834	70.9901	79.834	70.8727	79.834	70.7269	79.834	70.9013
82.7637	71.9662	82.7637	70.2488	82.7637	71.2599	82.7637	71.1149	82.7637	70.9186	82.7637	71.1502
85.6934	72.0637	85.6934	70.3238	85.6934	71.336	85.6934	71.2152	85.6934	71.0576	85.6934	71.2453
88.623	72.2586	88.623	70.5047	88.623	71.5184	88.623	71.4074	88.623	71.2884	88.623	71.4385
91.5527	72.3864	91.5527	70.6023	91.5527	71.6346	91.5527	71.5101	91.5527	71.3927	91.5527	71.5481
94.4824	72.5683	94.4824	70.6837	94.4824	71.7888	94.4824	71.6313	94.4824	71.4893	94.4824	71.6805
98.1445	72.8888	98.1445	71.0457	98.1445	72.1308	98.1445	71.9519	98.1445	71.7191	98.1445	72.0009
101.807	72.9526	101.807	71.0792	101.807	72.1718	101.807	72.0035	101.807	71.8314	101.807	72.0562
105.469	73.0545	105.469	71.1314	105.469	72.2547	105.469	72.0727	105.469	71.8983	105.469	72.1321
109.131	73.3152	109.131	71.3223	109.131	72.4967	109.131	72.2831	109.131	72.0543	109.131	72.3508
112.793	73.5184	112.793	71.5221	112.793	72.6961	112.793	72.4857	112.793	72.2693	112.793	72.5536
116.455	73.5941	116.455	71.5359	116.455	72.7448	116.455	72.5292	116.455	72.3392	116.455	72.6034
120.85	73.8088	120.85	71.784	120.85	72.982	120.85	72.7213	120.85	72.4832	120.85	72.8113
125.244	73.8718	125.244	71.7492	125.244	73.0107	125.244	72.7181	125.244	72.3948	125.244	72.8148
129.639	73.9452	129.639	71.8305	129.639	73.0834	129.639	72.7987	129.639	72.4636	129.639	72.8909
134.033	73.9528	134.033	71.8365	134.033	73.0616	134.033	72.8059	134.033	72.5527	134.033	72.8986
138.428	73.8992	138.428	71.6799	138.428	72.9537	138.428	72.6994	138.428	72.5525	138.428	72.8065
143.555	74.0225	143.555	71.5734	143.555	73.0165	143.555	72.6671	143.555	72.3913	143.555	72.804
148.682	74.2192	148.682	71.5853	148.682	73.1802	148.682	72.7718	148.682	72.3772	148.682	72.9194
153.809	74.4093	153.809	71.7438	153.809	73.3777	153.809	72.9434	153.809	72.4671	153.809	73.092
159.668	74.5229	159.668	71.8072	159.668	73.4714	159.668	73.0522	159.668	72.6281	159.668	73.1986
164.795	74.5642	164.795	71.8841	164.795	73.5429	164.795	73.1035	164.795	72.6591	164.795	73.2543
170.654	74.552	170.654	71.9347	170.654	73.5375	170.654	73.0815	170.654	72.6924	170.654	73.2503
176.514	74.5231	176.514	71.8117	176.514	73.4641	176.514	72.9638	176.514	72.5456	176.514	73.1559
