"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	60.2872
21.9727	62.7751
23.4375	63.5458
24.9023	64.3535
26.3672	65.7845
27.832	66.4458
29.2969	67.0729
30.7617	68.1727
32.2266	68.8541
33.6914	69.8386
35.1562	70.5161
36.6211	71.1956
38.0859	71.8411
39.5508	72.643
41.0156	73.0944
42.4805	73.7013
43.9453	74.2023
45.4102	74.8361
46.875	75.4236
48.3398	76.0312
51.2695	76.964
52.7344	77.5228
54.1992	78.0466
55.6641	78.5763
58.5938	79.4201
60.0586	79.8694
62.9883	80.6639
64.4531	81.0185
67.3828	81.5948
68.8477	81.8653
71.7773	82.5287
74.707	83.0723
77.6367	83.5494
79.1016	83.7847
82.0312	84.0318
84.9609	84.2915
87.8906	84.5584
90.8203	84.7146
95.2148	85.0152
98.1445	85.0629
101.074	85.0195
105.469	85.1539
108.398	85.2026
112.793	85.1083
117.188	85.0514
120.117	85.092
124.512	84.9325
128.906	84.7241
133.301	84.608
139.16	84.5552
143.555	84.479
147.949	84.3018
153.809	84.0748
159.668	84.0185
165.527	83.8826
171.387	83.7637
177.246	83.7753
183.105	83.5327
188.965	83.3847
196.289	83.4165
203.613	83.3261
210.938	83.097
218.262	82.9441
225.586	83.0622
232.91	82.9908
241.699	82.7425
250.488	82.8676
259.277	82.7814
268.066	82.6175
276.855	82.5801
287.109	82.5589
297.363	82.6855
307.617	82.6567
319.336	82.5622
329.59	82.5402
341.309	82.7435
353.027	82.7747
366.211	83.2797
379.395	83.3727
392.578	83.0344
405.762	83.2828
420.41	83.3563
435.059	83.4719
451.172	83.3911
465.82	83.3104
483.398	82.9787
499.512	83.2557
517.09	82.6697
536.133	82.6899
555.176	82.7138
574.219	82.3067
594.727	81.87
615.234	81.5942
637.207	81.1434
659.18	80.4881
682.617	80.5279
707.52	80.029
732.422	79.5739
757.324	79.8013
785.156	79.0756
811.523	79.061
840.82	78.9759
870.117	78.9951
900.879	79.1527
933.105	78.9657
965.332	78.8053
1,000.49	78.5074
1,035.64	78.501
1,072.27	78.2672
1,108.89	78.2302
1,148.44	78.4491
1,189.45	78.6803
1,230.47	79.1418
1,274.41	79.4925
1,319.82	79.9541
1,366.7	79.94
1,413.57	79.9466
1,463.38	79.4518
1,516.11	79.1578
1,568.85	78.8937
1,624.51	79.5141
1,681.64	80.0808
1,741.7	80.4204
1,803.22	80.0648
1,866.21	79.3323
1,932.13	79.5693
1,999.51	80.2035
2,069.82	80.7576
2,143.07	80.7505
2,219.24	79.9607
2,296.88	79.8057
2,378.91	80.4252
2,462.4	80.8849
2,548.83	80.571
2,639.65	79.8046
2,731.93	79.4723
2,828.61	79.7854
2,928.22	80.2891
3,030.76	80.351
3,137.7	80.2595
3,249.02	80.1216
3,363.28	80.2706
3,481.93	80.4121
3,604.98	80.8738
3,732.42	80.987
3,864.26	79.9988
4,000.49	80.0687
4,141.11	80.046
4,287.6	79.8727
4,438.48	79.6134
4,595.21	79.7337
4,756.35	80.4034
4,924.8	80.2983
5,097.66	80.1697
5,277.83	80.3265
5,463.87	80.4796
5,657.23	80.6229
5,856.45	80.6183
6,062.99	80.9696
6,276.86	80.7706
6,498.05	81.3077
6,726.56	81.1677
6,963.87	81.2892
7,209.96	81.4498
7,464.84	80.7569
7,727.05	81.1549
7,999.51	80.7953
8,282.23	80.9765
8,573.73	80.4688
8,876.95	80.6115
9,188.96	80.2771
9,514.16	80.471
9,849.61	80.4443
10,196.8	80.4545
10,555.7	80.3558
10,927.7	80.2583
11,313	80.454
11,712.9	80.5209
12,126	80.5406
12,553.7	80.6336
12,996.1	80.8124
13,454.6	81.1374
13,929.2	81.5701
14,419.9	82.121
14,928.2	82.5051
15,455.6	82.5632
16,000.5	82.4591
16,564.5	82.1265
17,148.9	81.5065
17,752.4	80.8802
18,379.4	80.5318
19,026.9	80.254
19,697.8	79.5612
19,999.5	79.2531
