"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	61.0374	20.5078	59.4667	20.5078	60.3227
21.9727	63.4814	21.9727	62.1333	21.9727	62.8595
23.4375	64.3163	23.4375	62.8438	23.4375	63.6421
24.9023	65.1069	24.9023	63.7151	24.9023	64.4665
26.3672	66.4361	26.3672	65.1001	26.3672	65.8193
27.832	67.1345	27.832	65.7361	27.832	66.4914
29.2969	67.7544	29.2969	66.4249	29.2969	67.1403
30.7617	68.8897	30.7617	67.5602	30.7617	68.2756
32.2266	69.5396	32.2266	68.1925	32.2266	68.9181
33.6914	70.529	33.6914	69.1712	33.6914	69.903
35.1562	71.1831	35.1562	69.9005	35.1562	70.589
36.6211	71.8579	36.6211	70.562	36.6211	71.2581
38.0859	72.4939	38.0859	71.1859	38.0859	71.8889
39.5508	73.2982	39.5508	71.9855	39.5508	72.6913
41.0156	73.7393	41.0156	72.4317	41.0156	73.1345
42.4805	74.3923	42.4805	73.0411	42.4805	73.769
43.9453	74.8924	43.9453	73.5691	43.9453	74.2809
45.4102	75.504	45.4102	74.2109	45.4102	74.9054
46.875	76.1034	46.875	74.8295	46.875	75.513
48.3398	76.7171	48.3398	75.4293	48.3398	76.1208
51.2695	77.6434	51.2695	76.3455	51.2695	77.0428
52.7344	78.1912	52.7344	76.886	52.7344	77.5874
54.1992	78.6876	54.1992	77.424	54.1992	78.1016
55.6641	79.2113	55.6641	77.9713	55.6641	78.6354
58.5938	80.1213	58.5938	78.8234	58.5938	79.5206
60.0586	80.5777	60.0586	79.2537	60.0586	79.9659
62.9883	81.3884	62.9883	80.0739	62.9883	80.7807
64.4531	81.728	64.4531	80.4206	64.4531	81.1233
67.3828	82.2811	67.3828	80.9631	67.3828	81.6719
68.8477	82.5249	68.8477	81.2396	68.8477	81.9296
71.7773	83.1863	71.7773	81.9023	71.7773	82.5915
74.707	83.7382	74.707	82.4366	74.707	83.1359
77.6367	84.2183	77.6367	82.8994	77.6367	83.6087
79.1016	84.4744	79.1016	83.1307	79.1016	83.8543
82.0312	84.7462	82.0312	83.3772	82.0312	84.1154
84.9609	84.9783	84.9609	83.6718	84.9609	84.374
87.8906	85.2176	87.8906	83.9376	87.8906	84.6246
90.8203	85.3938	90.8203	84.1204	90.8203	84.8036
95.2148	85.7182	95.2148	84.3812	95.2148	85.1009
98.1445	85.766	98.1445	84.4577	98.1445	85.1609
101.074	85.7371	101.074	84.373	101.074	85.1084
105.469	85.9112	105.469	84.489	105.469	85.258
108.398	86.0066	108.398	84.5743	108.398	85.3492
112.793	85.9065	112.793	84.4558	112.793	85.2414
117.188	85.91	117.188	84.4002	117.188	85.2204
120.117	86.0168	120.117	84.4837	120.117	85.3176
124.512	85.8357	124.512	84.2873	124.512	85.1302
128.906	85.5837	128.906	84.0254	128.906	84.8741
133.301	85.5201	133.301	83.8642	133.301	84.7706
139.16	85.5161	139.16	83.8078	139.16	84.7454
143.555	85.4436	143.555	83.7607	143.555	84.6832
147.949	85.2504	147.949	83.5307	147.949	84.4751
153.809	85.102	153.809	83.1779	153.809	84.2457
159.668	84.9993	159.668	83.171	159.668	84.1806
165.527	84.8808	165.527	83.0208	165.527	84.0496
171.387	84.8407	171.387	82.8191	171.387	83.9465
177.246	84.933	177.246	82.9511	177.246	84.0542
183.105	84.6273	183.105	82.7869	183.105	83.8038
188.965	84.4507	188.965	82.6101	188.965	83.6272
196.289	84.5875	196.289	82.6098	196.289	83.7103
203.613	84.5701	203.613	82.5804	203.613	83.6882
210.938	84.2595	210.938	82.4233	210.938	83.4377
218.262	84.1429	218.262	82.1311	218.262	83.2524
225.586	84.3421	225.586	82.2908	225.586	83.4364
232.91	84.4187	232.91	82.1737	232.91	83.4397
241.699	84.2284	241.699	81.8017	241.699	83.1824
250.488	84.5368	250.488	81.7309	250.488	83.3566
259.277	84.3394	259.277	81.7254	259.277	83.2262
268.066	84.2168	268.066	81.556	268.066	83.087
276.855	83.9306	276.855	81.8231	276.855	83.0035
287.109	84.0064	287.109	81.8379	287.109	83.0561
297.363	84.3081	297.363	81.7851	297.363	83.2273
307.617	84.3233	307.617	82.002	307.617	83.3159
319.336	84.2608	319.336	81.823	319.336	83.2108
329.59	84.0893	329.59	81.6526	329.59	83.0397
341.309	84.4836	341.309	81.9618	341.309	83.4032
353.027	84.3181	353.027	81.9318	353.027	83.2868
366.211	85.1116	366.211	82.3702	366.211	83.9537
379.395	85.0789	379.395	82.8403	379.395	84.1022
392.578	84.6451	392.578	82.4374	392.578	83.6801
405.762	84.9203	405.762	82.4518	405.762	83.8591
420.41	84.7224	420.41	82.9431	420.41	83.9233
435.059	85.0964	435.059	82.7662	435.059	84.0857
451.172	85.1176	451.172	82.3636	451.172	83.9554
465.82	84.8158	465.82	82.261	465.82	83.7236
483.398	84.1655	483.398	82.531	483.398	83.4247
499.512	85.0438	499.512	82.4253	499.512	83.9289
517.09	84.1052	517.09	81.7896	517.09	83.0999
536.133	84.4832	536.133	80.7553	536.133	83.0076
555.176	84.3177	555.176	80.212	555.176	82.7329
574.219	84.1526	574.219	80.3898	574.219	82.6666
594.727	83.7856	594.727	79.3837	594.727	82.12
615.234	83.475	615.234	79.1651	615.234	81.8341
637.207	83.4017	637.207	78.5259	637.207	81.6149
659.18	82.4019	659.18	78.3246	659.18	80.8251
682.617	82.3727	682.617	77.7888	682.617	80.6594
707.52	82.6081	707.52	78.0789	707.52	80.909
732.422	81.6136	732.422	77.6107	732.422	80.0579
757.324	82.341	757.324	78.0539	757.324	80.7063
785.156	81.4191	785.156	77.2441	785.156	79.8151
811.523	81.3139	811.523	76.3546	811.523	79.5067
840.82	81.0664	840.82	75.8106	840.82	79.1894
870.117	80.8139	870.117	75.2246	870.117	78.8625
900.879	81.3521	900.879	74.6606	900.879	79.1847
933.105	80.9458	933.105	74.3983	933.105	78.8043
965.332	80.7536	965.332	73.4316	965.332	78.4815
1,000.49	80.6332	1,000.49	73.9428	1,000.49	78.466
1,035.64	80.934	1,035.64	74.7785	1,035.64	78.8662
1,072.27	80.4698	1,072.27	75.9696	1,072.27	78.7782
1,108.89	80.4995	1,108.89	76.5644	1,108.89	78.9632
1,148.44	79.6778	1,148.44	78.3658	1,148.44	79.0712
1,189.45	80.0834	1,189.45	77.4207	1,189.45	78.953
1,230.47	79.8012	1,230.47	78.1793	1,230.47	79.0655
1,274.41	80.124	1,274.41	78.3387	1,274.41	79.3224
1,319.82	80.7178	1,319.82	79.3306	1,319.82	80.0794
1,366.7	80.6807	1,366.7	79.3155	1,366.7	80.0515
1,413.57	81.4195	1,413.57	80.5796	1,413.57	81.0198
1,463.38	81.4752	1,463.38	80.4245	1,463.38	80.9816
1,516.11	80.8716	1,516.11	80.1053	1,516.11	80.5053
1,568.85	80.9036	1,568.85	80.1332	1,568.85	80.5354
1,624.51	80.4726	1,624.51	79.2022	1,624.51	79.8837
1,681.64	79.6998	1,681.64	80.0653	1,681.64	79.8864
1,741.7	81.2403	1,741.7	79.3682	1,741.7	80.4044
1,803.22	80.9306	1,803.22	80.0814	1,803.22	80.5267
1,866.21	80.7576	1,866.21	80.2031	1,866.21	80.4892
1,932.13	79.5012	1,932.13	80.517	1,932.13	80.0387
1,999.51	80.0634	1,999.51	81.0655	1,999.51	80.5933
2,069.82	80.2658	2,069.82	81.4318	2,069.82	80.8878
2,143.07	80.8105	2,143.07	81.737	2,143.07	81.2984
2,219.24	80.8733	2,219.24	81.0575	2,219.24	80.9664
2,296.88	82.0757	2,296.88	81.7065	2,296.88	81.895
2,378.91	81.1928	2,378.91	82.0445	2,378.91	81.6395
2,462.4	81.0362	2,462.4	81.9116	2,462.4	81.4959
2,548.83	81.6129	2,548.83	82.1241	2,548.83	81.876
2,639.65	81.4854	2,639.65	82.2451	2,639.65	81.8819
2,731.93	80.6365	2,731.93	82.5057	2,731.93	81.6709
2,828.61	79.951	2,828.61	82.4554	2,828.61	81.3813
2,928.22	79.9798	2,928.22	82.6099	2,928.22	81.491
3,030.76	79.7833	3,030.76	82.5172	3,030.76	81.3619
3,137.7	79.3796	3,137.7	82.3165	3,137.7	81.0917
3,249.02	78.8923	3,249.02	82.182	3,249.02	80.8415
3,363.28	78.6346	3,363.28	81.3978	3,363.28	80.2323
3,481.93	77.7319	3,481.93	80.9335	3,481.93	79.6213
3,604.98	77.3809	3,604.98	79.5812	3,604.98	78.6189
3,732.42	77.7901	3,732.42	78.2983	3,732.42	78.0516
3,864.26	78.3219	3,864.26	76.3622	3,864.26	77.4517
4,000.49	77.8084	4,000.49	74.0083	4,000.49	76.3114
4,141.11	76.5545	4,141.11	74.4369	4,141.11	75.6235
4,287.6	74.6668	4,287.6	74.4345	4,287.6	74.5522
4,438.48	73.5743	4,438.48	74.0689	4,438.48	73.8286
4,595.21	71.3706	4,595.21	75.3689	4,595.21	73.8145
4,756.35	70.6022	4,756.35	76.0501	4,756.35	74.1296
4,924.8	74.1923	4,924.8	76.9994	4,924.8	75.8188
5,097.66	74.1094	5,097.66	77.3586	5,097.66	76.031
5,277.83	75.6537	5,277.83	78.2714	5,277.83	77.1569
5,463.87	78.3793	5,463.87	78.6716	5,463.87	78.5279
5,657.23	79.5853	5,657.23	79.0621	5,657.23	79.3316
5,856.45	78.7909	5,856.45	79.4318	5,856.45	79.1232
6,062.99	79.252	6,062.99	79.5343	6,062.99	79.3955
6,276.86	79.8997	6,276.86	79.9102	6,276.86	79.905
6,498.05	80.1524	6,498.05	80.39	6,498.05	80.2728
6,726.56	81.4489	6,726.56	80.6326	6,726.56	81.0599
6,963.87	82.1271	6,963.87	81.0303	6,963.87	81.6132
7,209.96	82.2376	7,209.96	81.0157	7,209.96	81.6695
7,464.84	82.0815	7,464.84	80.8184	7,464.84	81.4957
7,727.05	82.2021	7,727.05	80.7268	7,727.05	81.5268
7,999.51	83.2466	7,999.51	80.6968	7,999.51	82.1562
8,282.23	82.6292	8,282.23	80.3994	8,282.23	81.6559
8,573.73	82.1315	8,573.73	79.4388	8,573.73	80.9906
8,876.95	82.2666	8,876.95	78.4723	8,876.95	80.7713
9,188.96	82.1813	9,188.96	78.2443	9,188.96	80.6445
9,514.16	82.112	9,514.16	78.2926	9,514.16	80.6093
9,849.61	82.1987	9,849.61	78.4563	9,849.61	80.7188
10,196.8	82.208	10,196.8	78.3727	10,196.8	80.7007
