"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	58.7302
23.4375	61.9932
26.3672	65.5595
29.2969	68.9662
32.2266	72.5381
35.1563	76.0037
38.0859	79.0889
41.0156	81.6495
43.9453	83.3582
46.875	84.2925
49.8047	84.6985
52.7344	84.9059
55.6641	85.0291
58.5938	85.1636
61.5234	85.247
64.4531	85.3813
67.3828	85.5915
70.3125	85.7217
73.2422	85.9913
76.1719	86.2074
79.1016	86.3418
82.0313	86.6038
84.9609	86.8394
87.8906	86.9189
90.8203	87.0142
93.75	87.2023
96.6797	87.4258
102.539	87.6712
105.469	87.7461
108.398	87.8656
111.328	88.0592
117.188	88.339
120.117	88.4744
125.977	88.5284
128.906	88.4861
134.766	88.504
137.695	88.5033
143.555	88.4658
149.414	88.491
155.273	88.6249
158.203	88.6116
164.063	88.5665
169.922	88.4131
175.781	88.2188
181.641	88.0522
190.43	87.9557
196.289	87.8175
202.148	87.8804
210.938	87.8389
216.797	87.5967
225.586	87.508
234.375	87.4198
240.234	87.1726
249.023	87.07
257.813	87.3426
266.602	86.7148
278.32	86.417
287.109	86.4471
295.898	86.3485
307.617	85.958
319.336	86.7224
331.055	86.3173
342.773	87.4232
354.492	87.4137
366.211	87.2008
377.93	87.113
392.578	86.5946
407.227	86.3674
421.875	86.293
436.523	86.4315
451.172	87.1437
465.82	87.0204
483.398	86.8386
500.977	86.837
518.555	86.4718
536.133	86.5848
553.711	86.3975
574.219	86.5551
594.727	86.4312
615.234	87.0068
638.672	88.1049
659.18	87.8144
682.617	87.6109
706.055	87.5902
732.422	86.5435
758.789	87.7649
785.156	88.318
811.523	87.9149
840.82	87.6213
870.117	87.3771
902.344	87.3128
931.641	87.1805
966.797	86.778
999.023	86.1477
1,034.18	85.5588
1,072.27	85.1102
1,110.35	84.5551
1,148.44	84.7325
1,189.45	84.436
1,230.47	83.695
1,274.41	83.1063
1,318.36	82.2997
1,365.23	81.5455
1,415.04	80.651
1,464.84	80.4149
1,514.65	80.4581
1,570.31	80.1021
1,623.05	79.1833
1,681.64	78.9419
1,740.23	79.4966
1,801.76	79.5023
1,866.21	79.0206
1,930.66	78.5122
2,000.98	79.4202
2,071.29	80.0923
2,144.53	80.0619
2,217.77	80.0172
2,296.88	81.2983
2,378.91	81.784
2,460.94	82.0292
2,548.83	82.4091
2,639.65	83.0781
2,733.4	83.3368
2,827.15	83.6796
2,926.76	83.5659
3,032.23	83.4746
3,137.7	83.7145
3,249.02	83.58
3,363.28	83.3142
3,483.4	83.5367
3,606.45	83.2993
3,732.42	83.3103
3,864.26	83.6172
3,999.02	83.8453
4,139.65	83.9971
4,286.13	84.6752
4,438.48	84.5502
4,593.75	84.9556
4,757.81	84.7416
4,924.8	84.7513
5,097.66	84.5706
5,279.3	84.1721
5,463.87	84.4036
5,657.23	84.0583
5,856.45	84.0855
6,061.52	84.292
6,275.39	84.4424
6,498.05	84.4309
6,726.56	84.3868
6,963.87	84.2903
7,209.96	84.0687
7,464.84	83.8866
7,728.52	83.7516
8,000.98	83.9098
8,282.23	84.0819
8,575.2	83.8672
8,876.95	83.4929
9,190.43	83.2212
9,512.7	83.159
9,849.61	83.3693
10,195.3	83.8174
10,555.7	84.1922
10,927.7	84.4259
11,314.5	84.4695
11,712.9	84.3463
12,126	84.6221
12,553.7	84.7441
12,996.1	85.0724
13,453.1	85.2203
13,927.7	84.9095
14,419.9	84.2505
14,929.7	83.663
15,454.1	83.1136
15,999	82.6409
16,564.5	82.5735
17,147.5	82.7212
17,753.9	83.0511
18,377.9	82.5697
19,028.3	81.5204
19,699.2	79.9314
19,998	78.9559
