"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency / Hz"	"/ dB Directivity Index "	"Frequency / Hz"	"/ dB Directivity Index "
20.5078	2.6173	20.5078	1.06209
21.9727	2.96783	21.9727	1.20463
23.4375	3.71476	23.4375	1.47044
24.9023	1.57969	24.9023	1.29434
26.3672	0.673891	26.3672	0.68136
27.832	-1.05597	27.832	-0.0683115
29.2969	-2.46596	29.2969	-0.950512
30.7617	-1.47608	30.7617	-0.519291
32.2266	-1.08257	32.2266	-0.355408
33.6914	-0.94385	33.6914	-0.310122
35.1563	-0.809241	35.1563	-0.258464
36.6211	-0.762661	36.6211	-0.233259
38.0859	-0.686406	38.0859	-0.203947
39.5508	-0.614613	39.5508	-0.175356
41.0156	-0.532364	41.0156	-0.14105
42.4805	-0.387033	42.4805	-0.0766018
43.9453	-0.303521	43.9453	-0.0410639
45.4102	-0.325731	45.4102	-0.0549038
46.875	-0.311231	46.875	-0.0508725
48.3398	-0.294341	48.3398	-0.0446733
51.2695	-0.235124	51.2695	-0.0210708
52.7344	-0.197043	52.7344	-0.00394831
54.1992	-0.219758	54.1992	-0.0115979
55.6641	-0.138319	55.6641	0.0249501
58.5938	-0.0757055	58.5938	0.0533816
60.0586	-0.0563211	60.0586	0.0608538
62.9883	0.0572977	62.9883	0.108787
64.4531	0.154049	64.4531	0.148258
67.3828	0.122038	67.3828	0.127697
68.8477	0.0675845	68.8477	0.105265
71.7773	0.0379654	71.7773	0.0961166
74.707	0.0808789	74.707	0.117383
77.6367	0.109811	77.6367	0.132238
79.1016	0.103444	79.1016	0.13202
82.0313	0.172147	82.0313	0.170516
84.9609	0.22932	84.9609	0.205442
87.8906	0.270028	87.8906	0.228629
90.8203	0.3658	90.8203	0.261922
95.2148	0.429876	95.2148	0.286275
98.1445	0.461871	98.1445	0.303061
101.074	0.555908	101.074	0.349261
105.469	0.722864	105.469	0.424736
108.398	0.701886	108.398	0.411583
112.793	0.700062	112.793	0.413544
117.188	0.971023	117.188	0.535209
120.117	1.02617	120.117	0.559028
124.512	0.935488	124.512	0.528571
128.906	1.21869	128.906	0.640476
133.301	1.46305	133.301	0.692947
139.16	1.02918	139.16	0.539961
143.555	1.34678	143.555	0.69947
147.949	1.28834	147.949	0.692699
153.809	1.47389	153.809	0.739133
159.668	1.33858	159.668	0.71218
165.527	1.49995	165.527	0.815349
171.387	1.5697	171.387	0.776558
177.246	1.49247	177.246	0.758942
183.105	1.51936	183.105	0.761307
188.965	1.71994	188.965	0.869819
196.289	1.80023	196.289	0.866111
203.613	1.94491	203.613	0.938659
210.938	2.45291	210.938	1.07607
218.262	1.77974	218.262	0.810073
225.586	1.88004	225.586	0.89857
232.91	3.05415	232.91	1.31186
241.699	2.9097	241.699	1.06157
250.488	3.25345	250.488	1.26786
259.277	3.39829	259.277	1.36777
268.066	2.5529	268.066	0.912632
276.855	2.53502	276.855	0.872843
287.109	2.86605	287.109	1.06113
297.363	2.92269	297.363	0.98849
307.617	2.40961	307.617	0.845544
319.336	2.35291	319.336	0.632848
329.59	1.80132	329.59	0.480683
341.309	1.6172	341.309	0.8391
353.027	3.95258	353.027	1.79625
366.211	4.67481	366.211	1.96169
379.395	4.45853	379.395	1.58142
392.578	5.29466	392.578	2.0794
405.762	4.38705	405.762	1.68625
420.41	4.47184	420.41	1.58076
435.059	4.44559	435.059	1.45152
451.172	4.7244	451.172	1.80265
465.82	5.90125	465.82	2.33787
483.398	4.85786	483.398	1.73367
499.512	4.29247	499.512	1.43171
517.09	6.39763	517.09	2.4065
536.133	4.98886	536.133	1.39128
555.176	5.21616	555.176	1.46548
574.219	5.53302	574.219	1.64524
594.727	5.17265	594.727	1.22695
615.234	4.71272	615.234	0.990171
637.207	4.39593	637.207	0.797306
659.18	4.29966	659.18	0.725792
682.617	4.4782	682.617	1.05528
707.52	3.71508	707.52	0.539486
732.422	3.85094	732.422	0.887375
757.324	3.23139	757.324	0.4939
785.156	3.56192	785.156	0.461825
811.523	4.33696	811.523	1.16402
840.82	3.51077	840.82	0.402582
870.117	5.00054	870.117	1.36495
900.879	3.29767	900.879	0.0853358
933.105	4.08457	933.105	0.971121
965.332	3.1125	965.332	0.488535
1000.49	4.35791	1000.49	1.54262
1035.64	3.9169	1035.64	0.936609
1072.27	4.31644	1072.27	1.11138
