"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	73.2842	20.5078	74.2871	20.5078	73.8145
23.4375	77.4067	23.4375	78.4034	23.4375	77.9336
26.3672	80.2933	26.3672	81.2991	26.3672	80.8253
29.2969	82.7727	29.2969	83.7931	29.2969	83.3128
32.2266	84.3277	32.2266	85.3125	32.2266	84.848
35.1562	86.052	35.1562	87.0279	35.1562	86.5673
38.0859	87.1993	38.0859	88.1748	38.0859	87.7143
41.0156	88.1212	41.0156	89.1082	41.0156	88.6427
43.9453	88.7131	43.9453	89.6996	43.9453	89.2343
46.875	88.8696	46.875	89.8479	46.875	89.3863
49.8047	88.6839	49.8047	89.6742	49.8047	89.2072
55.6641	87.9764	55.6641	88.988	55.6641	88.5116
58.5938	87.4565	58.5938	88.4885	58.5938	88.0031
61.5234	87.0403	61.5234	88.0467	61.5234	87.5726
67.3828	86.1584	67.3828	87.1374	67.3828	86.6755
73.2422	85.901	73.2422	86.8898	73.2422	86.4235
76.1719	86.0627	76.1719	87.062	76.1719	86.591
82.0312	86.426	82.0312	87.4349	82.0312	86.9597
87.8906	87.123	87.8906	88.1522	87.8906	87.668
93.75	87.7792	93.75	88.7914	93.75	88.3147
102.539	88.3806	102.539	89.3677	102.539	88.9022
108.398	88.5301	108.398	89.5486	108.398	89.0691
117.188	88.6192	117.188	89.6652	117.188	89.1736
125.977	88.2105	125.977	89.2839	125.977	88.7803
134.766	87.4231	134.766	88.5037	134.766	87.9969
143.555	86.6041	143.555	87.6535	143.555	87.1604
155.273	86.1138	155.273	87.1437	155.273	86.6592
164.062	86.2478	164.062	87.2888	164.062	86.7994
175.781	86.2166	175.781	87.2531	175.781	86.7657
190.43	85.621	190.43	86.7596	190.43	86.2275
202.148	85.3262	202.148	86.4601	202.148	85.93
216.797	85.3718	216.797	86.5174	216.797	85.9823
234.375	85.4705	234.375	86.67	234.375	86.1116
249.023	85.3276	249.023	86.6694	249.023	86.0501
266.602	85.3885	266.602	86.7043	266.602	86.0961
287.109	85.447	287.109	86.9351	287.109	86.2545
307.617	85.4981	307.617	87.2763	307.617	86.4776
331.055	85.2026	331.055	87.0876	331.055	86.2466
354.492	85.2381	354.492	87.2912	354.492	86.3849
377.93	84.9754	377.93	87.5694	377.93	86.4633
407.227	84.646	407.227	87.3469	407.227	86.2031
436.523	83.2979	436.523	86.866	436.523	85.4385
465.82	82.726	465.82	86.0655	465.82	84.7091
500.977	81.9567	500.977	85.59	500.977	84.1427
536.133	81.6341	536.133	85.5158	536.133	83.9949
574.219	81.7455	574.219	85.302	574.219	83.8781
615.234	82.071	615.234	85.6977	615.234	84.2524
659.18	83.347	659.18	86.1978	659.18	85.0022
706.055	84.0483	706.055	86.8396	706.055	85.6644
758.789	84.176	758.789	87.7395	758.789	86.3134
811.523	84.9555	811.523	87.1663	811.523	86.2001
870.117	85.6065	870.117	87.5132	870.117	86.6637
931.641	85.0358	931.641	87.9516	931.641	86.734
999.023	84.059	999.023	86.0713	999.023	85.1807
1,072.27	84.864	1,072.27	86.635	1,072.27	85.8392
1,148.44	83.7906	1,148.44	86.1674	1,148.44	85.1396
1,230.47	83.0007	1,230.47	87.3807	1,230.47	85.721
1,318.36	83.5904	1,318.36	86.7687	1,318.36	85.464
1,415.04	84.6261	1,415.04	86.3955	1,415.04	85.6003
1,514.65	81.1206	1,514.65	86.4201	1,514.65	84.533
1,623.05	81.4604	1,623.05	84.7918	1,623.05	83.438
1,740.23	81.4839	1,740.23	84.4979	1,740.23	83.2473
1,866.21	82.4032	1,866.21	83.9966	1,866.21	83.2726
2,000.98	81.4408	2,000.98	84.0797	2,000.98	82.9577
2,144.53	81.8649	2,144.53	85.2372	2,144.53	83.8705
2,296.88	82.6195	2,296.88	85.4468	2,296.88	84.2593
2,460.94	80.359	2,460.94	85.6804	2,460.94	83.7883
2,639.65	81.1077	2,639.65	86.403	2,639.65	84.5168
2,827.15	77.6092	2,827.15	84.7786	2,827.15	82.5307
3,032.23	73.0502	3,032.23	83.6249	3,032.23	80.9793
3,249.02	72.829	3,249.02	82.8338	3,249.02	80.237
3,483.4	77.7313	3,483.4	80.5727	3,483.4	79.3803
3,732.42	79.9271	3,732.42	79.403	3,732.42	79.6729
3,999.02	82.0973	3,999.02	80.0537	3,999.02	81.1946
4,286.13	81.6201	4,286.13	83.0965	4,286.13	82.4207
4,593.75	80.8212	4,593.75	82.9328	4,593.75	82.0041
4,924.8	81.4527	4,924.8	84.0198	4,924.8	82.9232
5,279.3	83.5908	5,279.3	83.1628	5,279.3	83.3821
5,657.23	83.2403	5,657.23	83.7951	5,657.23	83.5265
6,061.52	81.2532	6,061.52	83.7991	6,061.52	82.7101
6,498.05	79.2706	6,498.05	81.3664	6,498.05	80.4437
6,963.87	80.7656	6,963.87	81.9256	6,963.87	81.3842
7,464.84	81.6988	7,464.84	83.8466	7,464.84	82.9042
8,000.98	78.7355	8,000.98	83.0288	8,000.98	81.3924
8,575.2	75.9797	8,575.2	81.4223	8,575.2	79.503
9,190.43	75.6873	9,190.43	78.8278	9,190.43	77.5354
