"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	73.7515
23.4375	77.8956
26.3672	80.7936
29.2969	83.2845
32.2266	84.8413
35.1562	86.555
38.0859	87.6995
41.0156	88.6201
43.9453	89.205
46.875	89.3595
49.8047	89.1818
55.6641	88.4853
58.5938	87.9716
61.5234	87.5318
67.3828	86.6469
73.2422	86.4049
76.1719	86.5718
82.0312	86.9335
87.8906	87.6423
93.75	88.2826
102.539	88.8714
108.398	89.0351
117.188	89.1395
125.977	88.7393
134.766	87.9504
143.555	87.113
155.273	86.6225
164.062	86.7598
175.781	86.7188
190.43	86.1729
202.148	85.8763
216.797	85.9306
234.375	86.0592
249.023	85.9707
266.602	86.0103
287.109	86.1677
307.617	86.3641
331.055	86.142
354.492	86.2644
377.93	86.3143
407.227	86.0659
436.523	85.1932
465.82	84.5228
500.977	83.7258
536.133	83.4462
574.219	83.2747
615.234	83.6222
659.18	84.152
706.055	84.7384
758.789	85.3245
811.523	85.8461
870.117	86.0959
931.641	86.2566
999.023	86.2612
1,072.27	84.9926
1,148.44	85.4198
1,230.47	86.635
1,318.36	87.5365
1,415.04	87.9351
1,514.65	87.2857
1,623.05	86.1229
1,740.23	85.3698
1,866.21	83.989
2,000.98	83.1122
2,144.53	83.8035
2,296.88	82.9351
2,460.94	83.389
2,639.65	83.6869
2,827.15	80.9807
3,032.23	80.7973
3,249.02	81.1749
3,483.4	81.745
3,732.42	82.0255
3,999.02	81.7375
4,286.13	82.3526
4,593.75	81.5024
4,924.8	81.748
5,279.3	82.4667
5,657.23	82.7318
6,061.52	81.3339
6,498.05	79.6285
6,963.87	80.1518
7,464.84	81.8985
8,000.98	80.327
8,575.2	79.4636
9,190.43	78.2324
9,849.61	77.3441
10,555.7	78.8319
11,314.5	79.8238
12,126	79.7299
12,996.1	81.9439
13,927.7	79.2445
14,929.7	79.5692
15,999	74.7137
17,147.5	75.8893
18,377.9	74.5894
19,699.2	65.6746
19,998	59.0751
