"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	73.6319	20.5078	73.6881	20.5078	73.8737	20.5078	73.7764
23.4375	77.7434	23.4375	77.8323	23.4375	78.0657	23.4375	77.9404
26.3672	80.628	26.3672	80.729	26.3672	80.9793	26.3672	80.844
29.2969	83.1138	29.2969	83.2189	29.2969	83.4799	29.2969	83.339
32.2266	84.6475	32.2266	84.7738	32.2266	85.0753	32.2266	84.9121
35.1562	86.3721	35.1562	86.4879	35.1562	86.7755	35.1562	86.6205
38.0859	87.5184	38.0859	87.6324	38.0859	87.9154	38.0859	87.7629
41.0156	88.4466	41.0156	88.5543	41.0156	88.8217	41.0156	88.6774
43.9453	89.0411	43.9453	89.1416	43.9453	89.3903	43.9453	89.2559
46.875	89.193	46.875	89.2941	46.875	89.5507	46.875	89.4125
49.8047	89.0096	49.8047	89.1156	49.8047	89.3786	49.8047	89.2367
55.6641	88.308	55.6641	88.4183	55.6641	88.6853	55.6641	88.5407
58.5938	87.7999	58.5938	87.9088	58.5938	88.1594	58.5938	88.0225
61.5234	87.3765	61.5234	87.4706	61.5234	87.6953	61.5234	87.573
67.3828	86.4782	67.3828	86.5816	67.3828	86.8346	67.3828	86.6977
73.2422	86.2174	73.2422	86.3325	73.2422	86.6222	73.2422	86.4664
76.1719	86.3815	76.1719	86.4991	76.1719	86.7907	76.1719	86.6336
82.0312	86.748	82.0312	86.8614	82.0312	87.1394	82.0312	86.9893
87.8906	87.4498	87.8906	87.5685	87.8906	87.8549	87.8906	87.7
93.75	88.1015	93.75	88.2096	93.75	88.4778	93.75	88.3331
102.539	88.6906	102.539	88.7989	102.539	89.0654	102.539	88.9214
108.398	88.8486	108.398	88.961	108.398	89.2307	108.398	89.0845
117.188	88.9447	117.188	89.0607	117.188	89.3449	117.188	89.1915
125.977	88.5437	125.977	88.6543	125.977	88.9422	125.977	88.788
134.766	87.7548	134.766	87.8659	134.766	88.144	134.766	87.9942
143.555	86.9205	143.555	87.0322	143.555	87.2954	143.555	87.1523
155.273	86.4143	155.273	86.5384	155.273	86.828	155.273	86.6706
164.062	86.5497	164.062	86.6717	164.062	86.9655	164.062	86.8066
175.781	86.5068	175.781	86.6245	175.781	86.9151	175.781	86.7584
190.43	85.9388	190.43	86.0757	190.43	86.3792	190.43	86.2132
202.148	85.6522	202.148	85.7861	202.148	86.0699	202.148	85.9134
216.797	85.6948	216.797	85.8303	216.797	86.1423	216.797	85.9727
234.375	85.8358	234.375	85.9606	234.375	86.2799	234.375	86.109
249.023	85.7579	249.023	85.8793	249.023	86.1536	249.023	86.0037
266.602	85.8251	266.602	85.9304	266.602	86.1529	266.602	86.0295
287.109	85.9346	287.109	86.1148	287.109	86.3233	287.109	86.1925
307.617	86.1264	307.617	86.2565	307.617	86.5727	307.617	86.4022
331.055	85.9491	331.055	86.0734	331.055	86.3185	331.055	86.1813
354.492	86.1151	354.492	86.2061	354.492	86.4283	354.492	86.3077
377.93	86.1533	377.93	86.2718	377.93	86.5088	377.93	86.3764
407.227	85.9301	407.227	86.0753	407.227	86.1904	407.227	86.1089
436.523	85.0379	436.523	85.1079	436.523	85.3614	436.523	85.2304
465.82	84.444	465.82	84.5047	465.82	84.6369	465.82	84.5634
500.977	83.4632	500.977	83.5249	500.977	83.6784	500.977	83.5949
536.133	83.2183	536.133	83.2389	536.133	83.0491	536.133	83.1357
574.219	82.9101	574.219	82.9035	574.219	82.8647	574.219	82.8843
615.234	83.3265	615.234	83.335	615.234	83.0012	615.234	83.1603
659.18	83.7134	659.18	83.575	659.18	83.1851	659.18	83.4022
706.055	83.9085	706.055	83.9715	706.055	83.7058	706.055	83.8207
758.789	84.3979	758.789	84.3738	758.789	83.9478	758.789	84.1591
811.523	85.252	811.523	85.3279	811.523	85.1533	811.523	85.2216
870.117	85.1161	870.117	85.1705	870.117	85.0458	870.117	85.0945
931.641	85.2156	931.641	85.305	931.641	85.1964	931.641	85.2305
999.023	85.6578	999.023	86.0226	999.023	85.9893	999.023	85.9362
1,072.27	82.2196	1,072.27	82.9714	1,072.27	84.087	1,072.27	83.4778
1,148.44	82.5189	1,148.44	82.8699	1,148.44	84.677	1,148.44	83.8641
1,230.47	85.3912	1,230.47	86.0025	1,230.47	87.1223	1,230.47	86.5321
1,318.36	87.215	1,318.36	87.3495	1,318.36	87.7103	1,318.36	87.519
1,415.04	87.7406	1,415.04	87.8445	1,415.04	88.3682	1,415.04	88.11
1,514.65	87.3612	1,514.65	87.5553	1,514.65	87.1329	1,514.65	87.2985
1,623.05	85.9084	1,623.05	86.089	1,623.05	85.5236	1,623.05	85.7629
1,740.23	84.3621	1,740.23	84.6994	1,740.23	84.4912	1,740.23	84.5256
1,866.21	83.0708	1,866.21	82.6267	1,866.21	83.1294	1,866.21	82.9838
2,000.98	82.327	2,000.98	81.3458	2,000.98	82.7027	2,000.98	82.29
2,144.53	82.0285	2,144.53	81.1667	2,144.53	83.702	2,144.53	82.8135
2,296.88	79.3702	2,296.88	79.2442	2,296.88	81.3377	2,296.88	80.4913
2,460.94	82.3712	2,460.94	81.9218	2,460.94	82.8512	2,460.94	82.518
2,639.65	83.4297	2,639.65	82.4471	2,639.65	82.2979	2,639.65	82.582
2,827.15	78.6878	2,827.15	80.6824	2,827.15	79.3248	2,827.15	79.6405
3,032.23	79.798	3,032.23	81.1508	3,032.23	79.9756	3,032.23	80.3039
3,249.02	81.12	3,249.02	81.0467	3,249.02	80.879	3,249.02	80.9736
3,483.4	82.3482	3,483.4	81.7506	3,483.4	82.2016	3,483.4	82.1107
3,732.42	83.4983	3,732.42	81.4694	3,732.42	81.7273	3,732.42	82.0691
3,999.02	82.3176	3,999.02	79.8917	3,999.02	80.7478	3,999.02	80.897
4,286.13	81.0281	4,286.13	81.0498	4,286.13	81.464	4,286.13	81.2693
4,593.75	78.2772	4,593.75	80.1518	4,593.75	79.9471	4,593.75	79.7305
4,924.8	79.4732	4,924.8	80.6448	4,924.8	79.8822	4,924.8	80.0351
5,279.3	80.4181	5,279.3	81.7782	5,279.3	81.8583	5,279.3	81.5898
5,657.23	80.2909	5,657.23	82.1839	5,657.23	82.304	5,657.23	81.9433
6,061.52	78.8011	6,061.52	80.3966	6,061.52	80.7533	6,061.52	80.3327
6,498.05	78.3527	6,498.05	79.3335	6,498.05	78.2575	6,498.05	78.6014
6,963.87	79.0807	6,963.87	79.7549	6,963.87	79.7281	6,963.87	79.6172
7,464.84	81.2043	7,464.84	81.7769	7,464.84	81.6279	7,464.84	81.5913
8,000.98	80.2378	8,000.98	80.3481	8,000.98	79.4178	8,000.98	79.8584
8,575.2	79.9222	8,575.2	79.7679	8,575.2	78.605	8,575.2	79.2278
9,190.43	78.9811	9,190.43	78.3719	9,190.43	77.6345	9,190.43	78.1348
9,849.61	78.7714	9,849.61	77.5163	9,849.61	77.2753	9,849.61	77.6727
10,555.7	79.9216	10,555.7	78.9239	10,555.7	79.6122	10,555.7	79.4962
11,314.5	80.6854	11,314.5	80.2479	11,314.5	81.1257	11,314.5	80.8125
12,126	81.1433	12,126	79.286	12,126	81.6818	12,126	81.0245
12,996.1	82.7106	12,996.1	81.6572	12,996.1	84.6909	12,996.1	83.6626
13,927.7	79.5377	13,927.7	79.4183	13,927.7	82.4651	13,927.7	81.2995
14,929.7	80.201	14,929.7	79.2064	14,929.7	82.3126	14,929.7	81.2514
15,999	75.8132	15,999	74.41	15,999	77.0568	15,999	76.2204
17,147.5	77.4148	17,147.5	75.1528	17,147.5	77.1853	17,147.5	76.7601
18,377.9	76.4124	18,377.9	73.6748	18,377.9	75.2187	18,377.9	75.1239
19,699.2	68.0756	19,699.2	64.7149	19,699.2	65.104	19,699.2	65.7754
19,998	61.7062	19,998	58.0844	19,998	58.2388	19,998	59.1305
