"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.178636	20.5078	0.123111
21.9727	0.267197	21.9727	0.157031
23.4375	0.301502	23.4375	0.168085
24.9023	0.363466	24.9023	0.182576
26.3672	0.180042	26.3672	0.108694
27.832	0.190283	27.832	0.112315
29.2969	0.260904	29.2969	0.135492
30.7617	0.327097	30.7617	0.157309
32.2266	0.243223	32.2266	0.132276
33.6914	0.248326	33.6914	0.132376
35.1562	0.27463	35.1562	0.140833
36.6211	0.24746	36.6211	0.131021
38.0859	0.203643	38.0859	0.115331
39.5508	0.208957	39.5508	0.119154
41.0156	0.184359	41.0156	0.116127
42.4805	0.271596	42.4805	0.142955
43.9453	0.292892	43.9453	0.149135
45.4102	0.271291	45.4102	0.139676
46.875	0.303538	46.875	0.150545
48.3398	0.314162	48.3398	0.15527
51.2695	0.290089	51.2695	0.148701
52.7344	0.264994	52.7344	0.140945
54.1992	0.24358	54.1992	0.133793
55.6641	0.25159	55.6641	0.138458
58.5938	0.348615	58.5938	0.174402
60.0586	0.343472	60.0586	0.174168
62.9883	0.381957	62.9883	0.183689
64.4531	0.348133	64.4531	0.17175
67.3828	0.289533	67.3828	0.15382
68.8477	0.259522	68.8477	0.143539
71.7773	0.24881	71.7773	0.140995
74.707	0.256101	74.707	0.14622
77.6367	0.24359	77.6367	0.142776
79.1016	0.272151	79.1016	0.156541
82.0312	0.32005	82.0312	0.175415
84.9609	0.316048	84.9609	0.17442
87.8906	0.28269	87.8906	0.163563
90.8203	0.337083	90.8203	0.190756
95.2148	0.319176	95.2148	0.184848
98.1445	0.332431	98.1445	0.197769
101.074	0.30981	101.074	0.18827
105.469	0.358709	105.469	0.20593
108.398	0.470472	108.398	0.256733
112.793	0.456994	112.793	0.247172
117.188	0.550826	117.188	0.299331
120.117	0.67145	120.117	0.327159
124.512	0.60952	124.512	0.304605
128.906	0.512272	128.906	0.273229
133.301	0.540514	133.301	0.288592
139.16	0.607993	139.16	0.324585
143.555	0.656493	143.555	0.347223
147.949	0.604232	147.949	0.329724
153.809	0.692873	153.809	0.375637
159.668	0.647955	159.668	0.359488
165.527	0.638097	165.527	0.367701
171.387	0.711291	171.387	0.404298
177.246	0.895629	177.246	0.492569
183.105	0.978377	183.105	0.489366
188.965	0.905543	188.965	0.480775
196.289	1.03728	196.289	0.536381
203.613	1.28244	203.613	0.61956
210.938	1.18847	210.938	0.566503
218.262	1.09388	218.262	0.579424
225.586	1.34355	225.586	0.647296
232.91	1.47186	232.91	0.709257
241.699	1.45239	241.699	0.665596
250.488	1.78722	250.488	0.853965
259.277	1.67561	259.277	0.803192
268.066	1.83122	268.066	0.884339
276.855	1.78308	276.855	0.745303
287.109	1.79491	287.109	0.73568
297.363	2.13055	297.363	0.932529
307.617	2.0993	307.617	0.90708
319.336	2.24563	319.336	0.983476
329.59	2.03339	329.59	0.811558
341.309	2.34357	341.309	1.09136
353.027	2.43077	353.027	0.977893
366.211	2.78287	366.211	1.10776
379.395	2.45666	379.395	0.871556
392.578	2.4153	392.578	0.835836
405.762	2.74794	405.762	1.07786
420.41	2.49435	420.41	0.922617
435.059	2.76028	435.059	1.02758
451.172	2.88756	451.172	0.896109
465.82	3.00011	465.82	1.01331
483.398	2.80924	483.398	0.887378
499.512	3.09164	499.512	1.13185
517.09	2.8933	517.09	1.12049
536.133	3.8698	536.133	1.57356
555.176	3.68849	555.176	1.26415
574.219	3.5	574.219	1.05203
594.727	4.09231	594.727	1.558
615.234	3.7806	615.234	1.34561
637.207	3.98018	637.207	1.37579
659.18	4.08595	659.18	1.48423
682.617	4.08843	682.617	1.51326
707.52	4.28749	707.52	1.53398
732.422	4.42073	732.422	1.67842
757.324	4.63184	757.324	1.73214
785.156	4.83303	785.156	1.87495
811.523	5.10037	811.523	2.03005
840.82	5.55219	840.82	2.28652
870.117	5.81592	870.117	2.3194
900.879	5.82503	900.879	2.27017
933.105	6.08887	933.105	2.43402
