"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	64.0111	20.5078	63.407	20.5078	63.825	20.5078	63.6664	20.5078	63.3391	20.5078	63.6858
21.9727	65.1587	21.9727	64.5956	21.9727	64.9947	21.9727	64.827	21.9727	64.4734	21.9727	64.8476
23.4375	66.522	23.4375	65.8987	23.4375	66.3249	23.4375	66.182	23.4375	65.8721	23.4375	66.1957
24.9023	67.3325	24.9023	66.7394	24.9023	67.1479	24.9023	67.0023	24.9023	66.7026	24.9023	67.0189
26.3672	68.142	26.3672	67.5534	26.3672	67.9629	26.3672	67.8078	26.3672	67.4869	26.3672	67.8261
27.832	69.0652	27.832	68.4787	27.832	68.8877	27.832	68.7319	27.832	68.4126	27.832	68.7506
29.2969	69.9041	29.2969	69.3014	29.2969	69.7257	29.2969	69.554	29.2969	69.1933	29.2969	69.5749
30.7617	70.648	30.7617	70.0395	30.7617	70.461	30.7617	70.3011	30.7617	69.9704	30.7617	70.3205
32.2266	71.365	32.2266	70.78	32.2266	71.1864	32.2266	71.036	32.2266	70.7287	32.2266	71.0537
33.6914	72.0622	33.6914	71.4772	33.6914	71.8853	33.6914	71.7254	33.6914	71.4125	33.6914	71.747
35.1563	72.7878	35.1563	72.1933	35.1563	72.6086	35.1563	72.4432	35.1563	72.1235	35.1563	72.4663
36.6211	73.3718	36.6211	72.771	36.6211	73.1895	36.6211	73.0245	36.6211	72.7031	36.6211	73.0473
38.0859	73.9894	38.0859	73.399	38.0859	73.8066	38.0859	73.6576	38.0859	73.3715	38.0859	73.6772
39.5508	74.5518	39.5508	73.9607	39.5508	74.3724	39.5508	74.2148	39.5508	73.913	39.5508	74.2363
41.0156	75.1238	41.0156	74.5462	41.0156	74.9491	41.0156	74.8181	41.0156	74.5843	41.0156	74.8338
42.4805	75.5939	42.4805	74.9707	42.4805	75.417	42.4805	75.2237	42.4805	74.8648	42.4805	75.2533
43.9453	76.1033	43.9453	75.4807	43.9453	75.9252	43.9453	75.7451	43.9453	75.4217	43.9453	75.772
45.4102	76.6243	45.4102	75.9781	45.4102	76.4392	45.4102	76.2381	45.4102	75.8811	45.4102	76.2713
46.875	77.1599	46.875	76.4965	46.875	76.9747	46.875	76.7486	46.875	76.3129	46.875	76.7846
