"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-5.63101	20.5078	-1.05673
21.9727	-5.42388	21.9727	-1.06188
23.4375	-4.20197	23.4375	-0.407062
24.9023	-3.97237	24.9023	-0.515409
26.3672	-3.32163	26.3672	-0.311865
27.832	-3.11968	27.832	-0.322402
29.2969	-2.78235	29.2969	-0.298598
30.7617	-2.64074	30.7617	-0.312907
32.2266	-2.76887	32.2266	-0.487535
33.6914	-2.62984	33.6914	-0.521767
35.1563	-2.39739	35.1563	-0.497849
36.6211	-2.34624	36.6211	-0.53793
38.0859	-2.23987	38.0859	-0.544906
39.5508	-2.10961	39.5508	-0.535692
41.0156	-1.94102	41.0156	-0.51186
42.4805	-1.94342	42.4805	-0.531846
43.9453	-1.82504	43.9453	-0.521329
45.4102	-1.60766	45.4102	-0.452596
46.875	-1.58275	46.875	-0.450268
48.3398	-1.69244	48.3398	-0.525205
51.2695	-1.4498	51.2695	-0.466513
52.7344	-1.35495	52.7344	-0.439426
54.1992	-1.34401	54.1992	-0.449496
55.6641	-1.2345	55.6641	-0.415154
58.5938	-1.13373	58.5938	-0.392238
60.0586	-1.07903	60.0586	-0.37783
62.9883	-0.977305	62.9883	-0.350335
64.4531	-0.929229	64.4531	-0.3371
67.3828	-0.850729	67.3828	-0.31787
68.8477	-0.820409	68.8477	-0.310371
71.7773	-0.75541	71.7773	-0.291971
74.707	-0.668661	74.707	-0.265396
77.6367	-0.594458	77.6367	-0.243459
79.1016	-0.565317	79.1016	-0.23453
82.0313	-0.523171	82.0313	-0.222552
84.9609	-0.514222	84.9609	-0.223413
87.8906	-0.442625	87.8906	-0.198963
90.8203	-0.369984	90.8203	-0.173274
95.2148	-0.301692	95.2148	-0.151324
98.1445	-0.28114	98.1445	-0.145942
101.074	-0.225448	101.074	-0.127065
105.469	-0.201645	105.469	-0.120086
108.398	-0.19803	108.398	-0.117841
112.793	-0.13915	112.793	-0.0916182
117.188	-0.0778387	117.188	-0.0701957
120.117	-0.0739311	120.117	-0.066044
124.512	-0.00362615	124.512	-0.0395151
128.906	0.0237882	128.906	-0.0291964
133.301	0.0163926	133.301	-0.031144
139.16	0.0461612	139.16	-0.0155062
143.555	0.118614	143.555	0.0156746
147.949	0.195832	147.949	0.0480553
153.809	0.20013	153.809	0.0489065
159.668	0.210231	159.668	0.0591999
165.527	0.241325	165.527	0.0800295
171.387	0.31674	171.387	0.10977
177.246	0.336954	177.246	0.123079
183.105	0.449006	183.105	0.181041
188.965	0.644681	188.965	0.253213
196.289	0.638977	196.289	0.244268
203.613	0.661239	203.613	0.266381
210.938	0.775293	210.938	0.310937
218.262	0.799101	218.262	0.326578
225.586	0.854581	225.586	0.368942
232.91	1.11514	232.91	0.459461
241.699	1.15414	241.699	0.450345
250.488	1.16851	250.488	0.512276
259.277	1.37185	259.277	0.555849
268.066	1.25359	268.066	0.516954
276.855	1.41101	276.855	0.581308
287.109	1.63622	287.109	0.673743
297.363	1.69324	297.363	0.707345
307.617	1.65747	307.617	0.662303
319.336	1.70478	319.336	0.684476
329.59	1.95041	329.59	0.752151
341.309	1.75659	341.309	0.6518
353.027	1.92123	353.027	0.793086
366.211	2.30124	366.211	0.886834
379.395	2.1421	379.395	0.784176
392.578	1.89531	392.578	0.691541
405.762	1.83757	405.762	0.746739
420.41	2.41112	420.41	0.984822
435.059	2.06265	435.059	0.861318
451.172	2.47955	451.172	1.19409
465.82	2.92951	465.82	1.44781
483.398	3.4205	483.398	1.80043
499.512	3.45794	499.512	1.61429
517.09	3.683	517.09	1.60692
536.133	3.46932	536.133	1.5589
555.176	4.11178	555.176	1.65354
574.219	3.89349	574.219	1.50457
594.727	3.89638	594.727	1.42734
615.234	4.02397	615.234	1.51113
637.207	3.77022	637.207	1.30247
