"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.506	20.5078	43.542	20.5078	56.5986	20.5078	54.1228
21.9727	49.5102	21.9727	46.4145	21.9727	58.2914	21.9727	55.8619
23.4375	51.6656	23.4375	48.3565	23.4375	59.0714	23.4375	56.7554
24.9023	53.5332	24.9023	51.3168	24.9023	60.5131	24.9023	58.2959
26.3672	55.4405	26.3672	53.5219	26.3672	61.5717	26.3672	59.4864
27.832	56.966	27.832	55.4047	27.832	62.7676	27.832	60.7602
29.2969	58.6416	29.2969	57.4281	29.2969	63.9094	29.2969	62.0254
30.7617	59.9041	30.7617	58.8953	30.7617	64.9192	30.7617	63.1044
32.2266	61.1915	32.2266	60.597	32.2266	66.2419	32.2266	64.4654
33.6914	62.6892	33.6914	62.3334	33.6914	67.4585	33.6914	65.7706
35.1563	64.1869	35.1563	63.9707	35.1563	68.5602	35.1563	66.9823
36.6211	65.4171	36.6211	65.3501	36.6211	69.6426	36.6211	68.1224
38.0859	66.6501	38.0859	66.6842	38.0859	70.6664	38.0859	69.2152
39.5508	67.9133	39.5508	68.021	39.5508	71.6927	39.5508	70.3169
41.0156	69.2767	41.0156	69.4439	41.0156	72.7563	41.0156	71.4755
42.4805	70.2189	42.4805	70.4293	42.4805	73.6661	42.4805	72.4024
43.9453	71.5399	43.9453	71.8045	43.9453	74.7593	43.9453	73.5738
45.4102	72.8251	45.4102	73.0607	45.4102	75.7058	45.4102	74.6213
46.875	73.7922	46.875	74.041	46.875	76.6191	46.875	75.5546
48.3398	74.6816	48.3398	75.0458	48.3398	77.6111	48.3398	76.5359
51.2695	76.8573	51.2695	77.2241	51.2695	79.3638	51.2695	78.4308
52.7344	77.7899	52.7344	78.1481	52.7344	80.1328	52.7344	79.2552
54.1992	78.583	54.1992	78.9708	54.1992	80.8809	54.1992	80.0257
55.6641	79.4823	55.6641	79.8497	55.6641	81.5982	55.6641	80.8044
58.5938	80.9087	58.5938	81.2789	58.5938	82.8349	58.5938	82.1122
60.0586	81.5139	60.0586	81.8803	60.0586	83.3392	60.0586	82.6539
62.9883	82.7659	62.9883	83.1225	62.9883	84.4037	62.9883	83.7887
64.4531	83.2657	64.4531	83.617	64.4531	84.8143	64.4531	84.2331
67.3828	84.079	67.3828	84.4267	67.3828	85.477	67.3828	84.9553
68.8477	84.2746	68.8477	84.6209	68.8477	85.6129	68.8477	85.1151
71.7773	84.6926	71.7773	85.0304	71.7773	85.904	71.7773	85.4563
74.707	85.1945	74.707	85.5126	74.707	86.2476	74.707	85.8613
77.6367	85.3677	77.6367	85.6701	77.6367	86.2891	77.6367	85.9549
79.1016	85.3363	79.1016	85.6324	79.1016	86.2041	79.1016	85.8914
82.0313	85.5225	82.0313	85.8121	82.0313	86.3065	82.0313	86.0285
84.9609	85.6951	84.9609	85.993	84.9609	86.4467	84.9609	86.1851
87.8906	85.5126	87.8906	85.7889	87.8906	86.1357	87.8906	85.9252
90.8203	85.5509	90.8203	85.8018	90.8203	86.0466	90.8203	85.8865
95.2148	85.5502	95.2148	85.7815	95.2148	85.9185	95.2148	85.8111
98.1445	85.4822	98.1445	85.7102	98.1445	85.8094	98.1445	85.7199
101.074	85.3798	101.074	85.5887	101.074	85.6129	101.074	85.5618
105.469	85.4606	105.469	85.6639	105.469	85.6464	105.469	85.6158
108.398	85.4734	108.398	85.6763	108.398	85.6442	108.398	85.6205
112.793	85.3732	112.793	85.5439	112.793	85.4464	112.793	85.4597
117.188	85.37	117.188	85.5177	117.188	85.3371	117.188	85.3944
120.117	85.2779	120.117	85.4187	120.117	85.2417	120.117	85.2986
124.512	85.3753	124.512	85.4854	124.512	85.2168	124.512	85.3238
128.906	85.2103	128.906	85.3098	128.906	84.9979	128.906	85.1281
