"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.1526
21.9727	55.131
23.4375	58.5585
24.9023	60.7831
26.3672	62.4968
27.832	64.3587
29.2969	66.3727
30.7617	67.9786
32.2266	69.6248
33.6914	71.0891
35.1562	72.5589
36.6211	73.7995
38.0859	74.9385
39.5508	76.1027
41.0156	77.4121
42.4805	78.1851
43.9453	78.9939
45.4102	79.8103
46.875	80.5762
48.3398	81.3137
51.2695	82.5314
52.7344	83.0866
54.1992	83.559
55.6641	84.0555
58.5938	84.7999
60.0586	85.1466
62.9883	85.8392
64.4531	86.1258
67.3828	86.554
68.8477	86.7351
71.7773	87.1243
74.707	87.5284
77.6367	87.8264
79.1016	87.9223
82.0312	88.0652
84.9609	88.1787
87.8906	88.2752
90.8203	88.3741
95.2148	88.4596
98.1445	88.5136
101.074	88.4735
105.469	88.5016
108.398	88.5807
112.793	88.5236
117.188	88.4875
120.117	88.4899
124.512	88.4328
128.906	88.1906
133.301	88.0823
139.16	88.0195
143.555	87.916
147.949	87.6927
153.809	87.4828
159.668	87.5576
165.527	87.5384
171.387	87.3902
177.246	87.2697
183.105	87.0539
188.965	86.8408
196.289	86.9038
203.613	86.8526
210.938	86.633
218.262	86.3765
225.586	86.4857
232.91	86.3388
241.699	86.0635
250.488	86.0893
259.277	86.0216
268.066	85.5185
276.855	85.227
287.109	85.1533
297.363	85.9976
307.617	85.7421
319.336	85.3999
329.59	85.1609
341.309	85.0541
353.027	84.8558
366.211	84.7858
379.395	84.9564
392.578	84.7073
405.762	84.9745
420.41	85.4789
435.059	85.3692
451.172	85.2699
465.82	85.1611
483.398	84.8475
499.512	85.2126
517.09	84.7145
536.133	84.8746
555.176	84.7071
574.219	85.0315
594.727	85.2004
615.234	86.0461
637.207	87.1339
659.18	86.7999
682.617	86.7759
707.52	86.8815
732.422	86.4029
757.324	86.4553
785.156	86.4222
811.523	86.3613
840.82	86.412
870.117	86.213
900.879	85.9244
933.105	85.3347
965.332	85.3941
1,000.49	85.2269
1,035.64	84.9296
1,072.27	84.6699
1,108.89	83.9422
1,148.44	83.3092
1,189.45	83.267
1,230.47	83.0884
1,274.41	83.8296
1,319.82	84.3126
1,366.7	85.0162
1,413.57	85.1483
1,463.38	84.7015
1,516.11	84.0653
1,568.85	83.3373
1,624.51	83.4776
1,681.64	83.9442
1,741.7	83.8286
1,803.22	84.6586
1,866.21	83.691
1,932.13	83.5353
1,999.51	84.2434
2,069.82	84.6018
2,143.07	84.1347
2,219.24	83.1083
2,296.88	82.9047
2,378.91	83.767
2,462.4	84.698
2,548.83	84.3145
2,639.65	83.0952
2,731.93	82.4497
2,828.61	82.549
2,928.22	82.8906
3,030.76	82.7189
3,137.7	82.5895
3,249.02	82.4282
3,363.28	82.4853
3,481.93	82.7166
3,604.98	83.4878
3,732.42	84.5337
3,864.26	83.7018
4,000.49	83.5434
4,141.11	83.7474
4,287.6	83.5638
4,438.48	83.6779
4,595.21	83.4571
4,756.35	84.4152
4,924.8	84.3148
5,097.66	84.4713
5,277.83	84.7469
5,463.87	84.8563
5,657.23	85.1504
5,856.45	84.8525
6,062.99	84.6783
6,276.86	84.5588
6,498.05	84.6642
6,726.56	84.7743
6,963.87	84.5023
7,209.96	84.6291
7,464.84	84.1726
7,727.05	84.1284
7,999.51	83.717
8,282.23	84.0307
8,573.73	84.3419
8,876.95	84.6601
9,188.96	84.7986
9,514.16	84.8844
9,849.61	84.6303
10,196.8	84.7107
10,555.7	84.6281
10,927.7	84.7392
11,313	84.8197
11,712.9	84.7649
12,126	84.7441
12,553.7	84.5494
12,996.1	84.3073
13,454.6	84.2749
13,929.2	84.2477
14,419.9	83.9982
14,928.2	83.2748
15,455.6	81.716
16,000.5	79.7585
16,564.5	83.0381
17,148.9	82.1803
17,752.4	81.0498
18,379.4	79.8822
19,026.9	79.125
19,697.8	78.3058
19,999.5	77.8221
