"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83V at 1m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83V at 1m]"
20.5078	62.1724	20.5078	62.0273	20.5078	60.8609	20.5078	59.4268	20.5078	52.6006	20.5078	51.1665	20.5078	50
21.9727	60.419	21.9727	60.157	21.9727	59.1299	21.9727	59.0876	21.9727	51.0693	21.9727	51.0271	21.9727	50
23.4375	57.7895	23.4375	57.3899	23.4375	56.8051	23.4375	58.3896	23.4375	49.0003	23.4375	50.5848	23.4375	50
24.9023	57.1529	24.9023	56.746	24.9023	57.8377	24.9023	60.5753	24.9023	46.1707	24.9023	48.9084	24.9023	50
26.3672	63.1321	26.3672	62.8857	26.3672	61.9279	26.3672	61.9905	26.3672	50.8951	26.3672	50.9578	26.3672	50
27.832	64.1405	27.832	63.8161	27.832	62.6347	27.832	62.9045	27.832	50.9116	27.832	51.1814	27.832	50
29.2969	62.8722	29.2969	62.5259	29.2969	63.0632	29.2969	65.2626	29.2969	47.2633	29.2969	49.4627	29.2969	50
30.7617	63.6572	30.7617	63.6617	30.7617	66.0852	30.7617	68.6044	30.7617	45.0573	30.7617	47.5765	30.7617	50
32.2266	68.6932	32.2266	68.6344	32.2266	69.2854	32.2266	70.5204	32.2266	48.114	32.2266	49.349	32.2266	50
33.6914	70.7965	33.6914	70.7837	33.6914	71.4606	33.6914	72.5361	33.6914	48.2476	33.6914	49.3231	33.6914	50
35.1562	72.6227	35.1562	72.5659	35.1562	72.9247	35.1562	73.7805	35.1562	48.7854	35.1562	49.6412	35.1562	50
36.6211	74.3003	36.6211	74.238	36.6211	74.3837	36.6211	74.9751	36.6211	49.263	36.6211	49.8543	36.6211	50
38.0859	73.8454	38.0859	73.8182	38.0859	74.5355	38.0859	75.7406	38.0859	48.0776	38.0859	49.2827	38.0859	50
39.5508	76.0929	39.5508	76.1056	39.5508	76.7686	39.5508	77.7378	39.5508	48.3677	39.5508	49.3369	39.5508	50
41.0156	77.4382	41.0156	77.47	41.0156	78.127	41.0156	79.0079	41.0156	48.4621	41.0156	49.343	41.0156	50
42.4805	78.4395	42.4805	78.468	42.4805	79.0261	42.4805	79.7798	42.4805	48.6883	42.4805	49.4419	42.4805	50
43.9453	79.366	43.9453	79.3943	43.9453	79.908	43.9453	80.5937	43.9453	48.8006	43.9453	49.4863	43.9453	50
45.4102	80.4048	45.4102	80.4296	45.4102	80.8552	45.4102	81.4247	45.4102	49.0049	45.4102	49.5743	45.4102	50
46.875	80.963	46.875	80.989	46.875	81.3994	46.875	81.9376	46.875	49.0514	46.875	49.5896	46.875	50
48.3398	81.5298	48.3398	81.5547	48.3398	81.9413	48.3398	82.4465	48.3398	49.1082	48.3398	49.6135	48.3398	50
51.2695	82.5663	51.2695	82.5919	51.2695	82.9229	51.2695	83.3388	51.2695	49.2531	51.2695	49.669	51.2695	50
52.7344	82.9525	52.7344	82.9762	52.7344	83.2823	52.7344	83.6679	52.7344	49.3083	52.7344	49.6939	52.7344	50
54.1992	83.281	54.1992	83.3046	54.1992	83.5967	54.1992	83.9584	54.1992	49.3462	54.1992	49.7079	54.1992	50
55.6641	83.6228	55.6641	83.6451	55.6641	83.9163	55.6641	84.2506	55.6641	49.3945	55.6641	49.7288	55.6641	50
58.5938	84.5134	58.5938	84.5313	58.5938	84.7635	58.5938	85.0557	58.5938	49.4756	58.5938	49.7678	58.5938	50
60.0586	84.7332	60.0586	84.7507	60.0586	84.9679	60.0586	85.2422	60.0586	49.5085	60.0586	49.7829	60.0586	50
62.9883	85.2147	62.9883	85.2242	62.9883	85.3754	62.9883	85.5718	62.9883	49.6524	62.9883	49.8489	62.9883	50
64.4531	85.4677	64.4531	85.4754	64.4531	85.6077	64.4531	85.7736	64.4531	49.7018	64.4531	49.8677	64.4531	50
