"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	63.9673
21.9727	66.9875
23.4375	69.0191
24.9023	71.11
26.3672	72.8695
27.832	74.5368
29.2969	75.7135
30.7617	76.7865
32.2266	77.582
33.6914	78.2295
35.1562	78.5186
36.6211	78.8314
38.0859	79.0064
39.5508	79.23
41.0156	79.3822
42.4805	79.4434
43.9453	79.4491
45.4102	79.638
46.875	79.7124
48.3398	79.7187
51.2695	79.8335
52.7344	79.9384
54.1992	80.2045
55.6641	80.2942
58.5938	80.3942
60.0586	80.4985
62.9883	80.7771
64.4531	80.8235
67.3828	80.9031
68.8477	81.0137
71.7773	81.2625
74.707	81.4424
77.6367	81.6165
79.1016	81.7
82.0312	81.7042
84.9609	81.8319
87.8906	81.9022
90.8203	82.0798
95.2148	82.194
98.1445	82.3552
101.074	82.3043
105.469	82.5208
108.398	82.731
112.793	82.8142
117.188	82.782
120.117	82.8929
124.512	82.823
128.906	82.716
133.301	82.752
139.16	82.8661
143.555	82.8675
147.949	82.8001
153.809	82.7299
159.668	82.9311
165.527	83.0312
171.387	83.0049
177.246	83.0232
183.105	82.9619
188.965	82.9759
196.289	83.1914
203.613	83.1837
210.938	83.0779
218.262	83.0943
225.586	83.3032
232.91	83.1176
241.699	82.9805
250.488	83.0977
259.277	83.1694
268.066	82.7889
276.855	82.882
287.109	82.718
297.363	82.8238
307.617	82.686
319.336	82.4036
329.59	82.1695
341.309	81.6195
353.027	81.3701
366.211	81.5476
379.395	81.9748
392.578	82.4389
405.762	82.3583
420.41	82.3876
435.059	82.4694
451.172	82.9394
465.82	82.4953
483.398	82.7497
499.512	82.578
517.09	82.0413
536.133	82.0904
555.176	81.9778
574.219	82.2681
594.727	82.065
615.234	81.9314
637.207	81.7505
659.18	81.2718
682.617	81.0491
707.52	81.6218
732.422	81.2727
757.324	81.2029
785.156	81.4216
811.523	81.273
840.82	81.5621
870.117	81.4771
900.879	81.7423
933.105	81.3431
965.332	81.43
1,000.49	80.9844
1,035.64	80.6407
1,072.27	80.4763
1,108.89	80.0748
1,148.44	80.1335
1,189.45	80.1866
1,230.47	80.0435
1,274.41	80.3637
1,319.82	80.6959
1,366.7	80.6989
1,413.57	80.4887
1,463.38	79.8652
1,516.11	79.4334
1,568.85	78.9566
1,624.51	79.3808
1,681.64	79.9404
1,741.7	79.6876
1,803.22	79.3505
1,866.21	78.6195
1,932.13	78.4549
1,999.51	78.9865
2,069.82	79.4093
2,143.07	79.3818
2,219.24	78.5764
2,296.88	78.0153
2,378.91	78.3111
2,462.4	78.9981
2,548.83	78.4944
2,639.65	77.6666
2,731.93	77.0635
2,828.61	77.3376
2,928.22	77.8028
3,030.76	78.059
3,137.7	78.2051
3,249.02	78.2446
3,363.28	78.498
3,481.93	79.2622
3,604.98	79.8278
3,732.42	79.878
3,864.26	78.6927
4,000.49	78.1899
4,141.11	77.9621
4,287.6	78.0272
4,438.48	77.9023
4,595.21	77.1892
4,756.35	77.3692
4,924.8	77.66
5,097.66	79.0117
5,277.83	79.7928
5,463.87	79.8388
5,657.23	79.7314
5,856.45	79.2535
6,062.99	79.1287
6,276.86	78.8089
6,498.05	78.835
6,726.56	78.1903
6,963.87	77.3906
7,209.96	78.4428
7,464.84	79.8767
7,727.05	80.7814
7,999.51	80.1479
8,282.23	79.5981
8,573.73	79.0166
8,876.95	78.5586
9,188.96	77.4927
9,514.16	77.2992
9,849.61	77.6613
10,196.8	78.1076
10,555.7	77.9493
10,927.7	77.5109
11,313	76.8646
11,712.9	76.2712
12,126	76.1498
12,553.7	76.193
12,996.1	76.1505
13,454.6	75.9347
13,929.2	75.6362
14,419.9	75.2322
14,928.2	74.5382
15,455.6	73.951
16,000.5	73.5308
16,564.5	73.3631
17,148.9	73.1337
17,752.4	72.5907
18,379.4	71.8003
19,026.9	71.0828
19,697.8	70.3476
19,999.5	70.043
