* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\12-DI.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:28:43 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\12-DI.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 12-DI
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	50.017925	54.4353
20.144928	50.121361	52.8473
20.290907	50.172993	51.0686
20.437943	50.091095	49.1001
20.586044	49.914154	47.2292
20.735220	49.644085	45.7054
20.885475	49.309414	44.6439
21.036821	48.910744	44.3238
21.189262	48.533436	44.5035
21.342808	48.306007	45.0199
21.497467	48.100262	45.9147
21.653246	47.791210	47.0853
21.810154	47.496353	48.8013
21.968201	47.242031	51.5766
22.127390	47.177925	54.5788
22.287735	47.568501	57.2247
22.449242	48.096573	59.2737
22.611917	48.520302	60.0122
22.775772	48.875622	60.2778
22.940815	49.032978	60.8514
23.107054	49.247608	61.1928
23.274498	49.845413	61.1116
23.443153	50.487175	60.3337
23.613033	50.920845	58.2626
23.784142	51.206825	55.6733
23.956491	51.292675	53.1155
24.130091	51.267075	50.6767
24.304947	51.204613	48.6451
24.481071	51.095173	46.9660
24.658470	50.937416	45.7117
24.837156	50.779198	44.7881
25.017136	50.680794	44.1585
25.198421	50.604076	43.7214
25.381020	50.534187	43.3081
25.564941	50.461071	43.0831
25.750195	50.335556	43.2227
25.936790	50.260036	43.5246
26.124741	50.354622	43.9166
26.314051	50.517731	44.1828
26.504732	50.685329	44.0453
26.696796	50.863781	43.6157
26.890253	51.041737	42.9015
27.085112	51.208817	41.9392
27.281382	51.343716	40.8014
27.479073	51.467834	39.3871
27.678198	51.634991	37.5310
27.878765	51.726955	35.4979
28.080786	51.598507	33.4217
28.284271	51.383327	31.5334
28.489231	51.172306	30.1683
28.695675	50.950310	29.1492
28.903616	50.728813	28.4336
29.113064	50.518288	27.9496
29.324028	50.347469	27.5725
29.536524	50.173222	27.4180
29.750557	49.925339	27.6057
29.966141	49.713192	28.0005
30.183289	49.655277	28.5718
30.402010	49.654984	29.1244
30.622314	49.651371	29.4099
30.844217	49.654991	29.5559
31.067726	49.654999	29.6075
31.292856	49.654999	29.5661
31.519617	49.654999	29.4657
31.748020	49.654999	29.2533
31.978081	49.674492	28.8217
32.209808	49.655064	28.3676
32.443211	49.505096	28.0783
32.678310	49.343185	27.8762
32.915108	49.307789	27.7064
33.153625	49.249123	27.6859
33.393871	49.001686	27.8970
33.635857	48.749348	28.3900
