* Freq[Hz]     dBSPL  Phase[Deg]
119.865     69.263   103.746
121.608     69.331   101.711
123.377     69.385    99.564
125.171     69.409    97.491
126.992     69.498    95.208
128.839     69.606    92.588
130.713     69.700    89.852
132.615     69.745    87.005
134.543     69.642    84.147
136.500     69.448    81.657
138.486     69.303    79.590
140.500     69.275    77.702
142.544     69.301    75.811
144.617     69.303    73.922
146.721     69.251    71.969
148.855     69.183    69.960
151.020     69.165    67.949
153.217     69.222    65.915
155.445     69.267    63.700
157.706     69.206    61.479
160.000     69.073    59.486
162.327     68.959    57.611
164.688     68.889    55.916
167.084     68.894    54.326
169.514     68.901    52.573
171.980     68.875    50.748
174.481     68.861    48.829
177.019     68.824    46.858
179.594     68.710    45.205
182.206     68.576    43.820
184.856     68.458    42.559
187.545     68.424    41.426
190.273     68.465    40.333
193.041     68.514    39.095
195.849     68.565    37.483
198.697     68.552    35.711
201.587     68.523    34.069
204.520     68.481    32.395
207.494     68.375    30.796
210.512     68.276    29.415
213.574     68.208    28.193
216.681     68.176    27.056
219.833     68.150    25.830
223.030     68.098    24.718
226.274     68.087    23.628
229.565     68.109    22.275
232.905     68.116    20.869
236.292     68.124    19.437
239.729     68.101    17.847
243.216     68.002    16.213
246.754     67.879    14.850
250.343     67.778    13.678
253.984     67.669    12.540
257.678     67.549    11.667
261.426     67.481    10.876
265.229     67.418    10.041
269.087     67.354     9.303
273.001     67.337     8.521
276.972     67.338     7.592
281.000     67.337     6.533
285.088     67.310     5.466
289.234     67.286     4.291
293.441     67.233     3.081
297.709     67.202     1.894
302.040     67.210     0.599
306.433     67.177    -0.777
310.890     67.108    -2.114
315.412     67.011    -3.395
320.000     66.911    -4.496
324.655     66.870    -5.629
329.377     66.848    -6.748
334.168     66.822    -7.900
339.028     66.788    -9.199
343.959     66.728   -10.590
348.962     66.685   -11.953
354.038     66.635   -13.443
359.188     66.577   -15.032
364.412     66.450   -16.620
369.713     66.316   -18.219
375.090     66.102   -19.680
380.546     65.859   -20.765
386.081     65.594   -21.550
391.697     65.338   -21.994
397.394     65.165   -22.051
403.175     65.077   -22.268
409.039     65.047   -22.652
414.989     65.020   -23.374
421.025     64.933   -24.429
427.149     64.771   -25.412
433.362     64.490   -26.121
439.665     64.175   -26.163
446.060     63.898   -25.426
452.548     63.746   -24.379
459.131     63.740   -23.068
465.809     63.858   -22.056
472.584     64.075   -21.806
479.458     64.266   -22.184
486.432     64.366   -22.805
493.507     64.350   -23.238
500.686     64.231   -23.099
507.968     64.229   -22.485
515.357     64.503   -21.889
522.853     64.934   -21.857
530.458     65.342   -22.713
538.174     65.639   -24.355
546.002     65.777   -26.318
553.943     65.824   -28.284
562.001     65.841   -30.025
570.175     65.822   -31.501
578.469     65.791   -32.764
586.883     65.752   -33.859
595.419     65.713   -34.781
604.080     65.682   -35.582
612.866     65.646   -36.308
621.780     65.617   -36.948
630.824     65.596   -37.542
640.000     65.581   -38.104
649.309     65.575   -38.656
658.753     65.580   -39.226
668.335     65.596   -39.822
678.056     65.626   -40.461
687.919     65.671   -41.156
697.925     65.730   -41.914
708.077     65.803   -42.756
718.376     65.881   -43.698
728.825     65.963   -44.754
739.426     66.046   -45.930
750.181     66.123   -47.230
761.093     66.194   -48.640
772.163     66.256   -50.144
783.394     66.302   -51.730
794.789     66.334   -53.373
806.349     66.352   -55.040
818.078     66.353   -56.710
829.977     66.343   -58.353
842.050     66.317   -59.938
854.298     66.280   -61.487
866.724     66.238   -63.008
879.330     66.201   -64.484
892.120     66.176   -65.940
905.097     66.166   -67.389
918.262     66.171   -68.837
931.618     66.188   -70.341
945.169     66.215   -71.945
958.917     66.252   -73.693
972.864     66.293   -75.601
987.015     66.326   -77.689
1001.37     66.340   -79.940
1015.94     66.328   -82.329
1030.71     66.279   -84.834
1045.71     66.188   -87.392
1060.92     66.046   -89.931
1076.35     65.852   -92.375
1092.00     65.606   -94.620
1107.89     65.315   -96.569
1124.00     64.993   -98.098
1140.35     64.657   -99.126
1156.94     64.336   -99.584
1173.77     64.064   -99.479
1190.84     63.875   -98.933
1208.16     63.803   -98.123
1225.73     63.856   -97.329
1243.56     64.024   -96.824
1261.65     64.282   -96.795
1280.00     64.588   -97.351
1298.62     64.907   -98.497
1317.51     65.211  -100.162
1336.67     65.482  -102.235
1356.11     65.705  -104.602
1375.84     65.881  -107.152
1395.85     66.017  -109.775
1416.15     66.120  -112.410
1436.75     66.208  -115.014
1457.65     66.292  -117.586
1478.85     66.382  -120.156
1500.36     66.484  -122.788
1522.19     66.600  -125.533
1544.33     66.723  -128.433
1566.79     66.841  -131.520
1589.58     66.943  -134.779
1612.70     67.013  -138.183
1636.16     67.043  -141.684
1659.95     67.030  -145.210
1684.10     66.976  -148.687
1708.60     66.887  -152.032
1733.45     66.775  -155.188
1758.66     66.652  -158.123
1784.24     66.537  -160.838
1810.19     66.446  -163.377
1836.52     66.392  -165.812
1863.24     66.380  -168.240
1890.34     66.400  -170.757
1917.83     66.441  -173.448
1945.73     66.485  -176.352
1974.03     66.517  -179.467
2002.74     66.525   177.261
2031.87     66.496   173.921
2061.43     66.428   170.605
2091.41     66.325   167.407
2121.83     66.201   164.378
2152.69     66.080   161.529
2184.01     65.982   158.816
2215.77     65.917   156.131
2248.00     65.884   153.364
2280.70     65.864   150.423
2313.87     65.834   147.263
2347.53     65.767   143.951
2381.68     65.646   140.580
2416.32     65.469   137.275
2451.46     65.248   134.157
2487.12     65.002   131.277
2523.30     64.752   128.647
2560.00     64.506   126.235
2597.24     64.263   124.013
2635.01     64.016   122.020
2673.34     63.762   120.289
2712.23     63.513   118.884
2751.68     63.297   117.809
2791.70     63.143   116.987
2832.31     63.061   116.308
2873.50     63.046   115.635
2915.30     63.079   114.885
2957.70     63.148   114.023
3000.72     63.250   113.007
3044.37     63.388   111.819
3088.65     63.551   110.423
3133.58     63.729   108.777
3179.16     63.912   106.856
3225.40     64.089   104.638
3272.31     64.246   102.145
3319.91     64.357    99.448
3368.20     64.398    96.665
3417.19     64.360    93.957
3466.89     64.258    91.461
3517.32     64.122    89.278
3568.48     63.981    87.442
3620.39     63.852    85.922
3673.05     63.740    84.660
3726.47     63.652    83.576
3780.67     63.597    82.622
3835.67     63.578    81.776
3891.46     63.593    81.006
3948.06     63.644    80.254
4005.49     63.741    79.456
4063.75     63.888    78.518
4122.86     64.076    77.350
4182.82     64.282    75.916
4243.66     64.487    74.212
4305.39     64.685    72.270
4368.01     64.881    70.125
4431.55     65.072    67.776
4496.01     65.250    65.209
4561.40     65.403    62.420
4627.75     65.518    59.412
4695.06     65.583    56.253
4763.35     65.582    53.049
4832.64     65.514    49.906
4902.93     65.391    46.939
4974.24     65.237    44.212
5046.60     65.077    41.758
5120.00     64.932    39.545
5194.47     64.811    37.490
5270.03     64.713    35.519
5346.68     64.636    33.572
5424.45     64.573    31.629
5503.35     64.504    29.713
5583.40     64.433    27.864
5664.61     64.387    26.074
5747.01     64.387    24.259
5830.60     64.442    22.331
5915.41     64.535    20.175
6001.45     64.630    17.730
6088.74     64.695    15.041
6177.30     64.722    12.175
6267.15     64.704     9.253
6358.31     64.646     6.391
6450.80     64.544     3.671
6544.62     64.405     1.219
6639.82     64.254    -0.948
6736.40     64.102    -2.831
6834.38     63.976    -4.385
6933.79     63.902    -5.752
7034.64     63.863    -6.979
7136.96     63.899    -8.157
7240.77     64.024    -9.579
7346.09     64.208   -11.347
7452.94     64.412   -13.506
7561.35     64.578   -16.052
7671.33     64.683   -18.840
7782.91     64.746   -21.731
7896.12     64.794   -24.607
8010.97     64.831   -27.427
8127.49     64.867   -30.191
8245.71     64.934   -33.012
8365.65     65.027   -36.004
8487.33     65.116   -39.074
8610.78     65.180   -42.228
8736.03     65.205   -45.460
8863.09     65.217   -48.709
8992.01     65.236   -51.939
9122.80     65.261   -55.160
9255.50     65.284   -58.458
9390.12     65.288   -61.861
9526.70     65.266   -65.242
9665.27     65.213   -68.493
9805.86     65.104   -71.475
9948.49     64.986   -74.087
10093.2     64.945   -76.434
10240.0     65.054   -78.836
10388.9     65.300   -81.651
10540.1     65.590   -85.109
10693.4     65.816   -89.203
10848.9     65.922   -93.701
11006.7     65.899   -98.244
11166.8     65.767  -102.471
11329.2     65.593  -106.139
11494.0     65.485  -109.366
11661.2     65.551  -112.577
11830.8     65.805  -116.239
12002.9     66.133  -120.713
12177.5     66.375  -125.990
12354.6     66.415  -131.731
12534.3     66.213  -137.432
12716.6     65.825  -142.573
12901.6     65.375  -146.863
13089.2     65.007  -150.335
13279.6     64.823  -153.262
13472.8     64.824  -156.189
13668.8     64.918  -159.570
13867.6     65.005  -163.488
14069.3     65.033  -167.779
14273.9     64.968  -172.198
14481.5     64.832  -176.524
14692.2     64.706   179.292
14905.9     64.665   175.096
15122.7     64.716   170.674
15342.7     64.779   165.916
15565.8     64.778   160.835
15792.2     64.678   155.534
16021.9     64.490   150.227
16255.0     64.251   145.169
16491.4     63.956   140.485
16731.3     63.604   136.316
16974.7     63.304   132.486
17221.6     63.111   128.702
17472.1     62.975   124.939
17726.2     62.817   121.069
17984.0     62.602   116.886
18245.6     62.417   111.948
18511.0     62.247   106.267
18780.2     62.026   100.097
19053.4     61.590    93.056
19330.5     60.773    85.205
19611.7     59.732    77.263
19897.0     58.777    69.602
20186.4     58.083    62.698
20480.0     57.741    56.826
20777.9     57.596    51.806
21080.1     57.486    47.181
21386.7     57.381    42.737
21697.8     57.277    38.293
22013.4     57.172    33.849
22333.6     57.068    29.404
22658.4     56.964    24.960
22988.0     56.859    20.516
23322.4     56.755    16.072
23661.6     56.650    11.628
24005.8     56.546     7.184
24355.0     56.441     2.740
24709.2     56.337    -1.704
25068.6     56.233    -6.148
25433.2     56.128   -10.593
25803.2     56.024   -15.037
26178.5     55.919   -19.481
26559.3     55.815   -23.925
26945.6     55.711   -28.369
27337.5     55.606   -32.813
27735.2     55.502   -37.257
28138.6     55.397   -41.701
28547.9     55.293   -46.145
28963.1     55.188   -50.589
29384.4     55.084   -55.034
29811.8     54.980   -59.478
30245.4     54.875   -63.922
30685.3     54.771   -68.366
31131.7     54.666   -72.810
31584.5     54.562   -77.254
32043.9     54.458   -81.698
32510.0     54.353   -86.142
32982.8     54.249   -90.587
33462.6     54.144   -95.031
33949.3     54.040   -99.475
34443.1     53.935  -103.919
34944.1     53.831  -108.364
35452.4     53.727  -112.808
35968.0     53.622  -117.252
36491.2     53.518  -121.696
37022.0     53.413  -126.140
37560.5     53.309  -130.584
38106.8     53.206  -134.616
38661.1     53.108  -138.271
39223.4     53.033  -141.002
39793.9     52.982  -143.101
