"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-7.83667	20.5078	-4.2021
21.9727	-3.19428	21.9727	-1.17033
23.4375	1.55364	23.4375	1.06655
24.9023	-3.57858	24.9023	-1.06656
26.3672	-0.405135	26.3672	0.11538
27.832	0.345875	27.832	0.448581
29.2969	-0.502108	29.2969	0.0260917
30.7617	0.101339	30.7617	0.194139
32.2266	0.382038	32.2266	0.287585
33.6914	0.423952	33.6914	0.297204
35.1562	0.27147	35.1562	0.20965
36.6211	0.213066	36.6211	0.177961
38.0859	0.207559	38.0859	0.167873
39.5508	0.296104	39.5508	0.189296
41.0156	0.44927	41.0156	0.240979
42.4805	0.452933	42.4805	0.226657
43.9453	0.297349	43.9453	0.158635
45.4102	0.129115	45.4102	0.0967499
46.875	0.127279	46.875	0.0972372
48.3398	0.234607	48.3398	0.129808
51.2695	0.443484	51.2695	0.194553
52.7344	0.269363	52.7344	0.12778
54.1992	0.0937362	54.1992	0.0605539
55.6641	0.0116742	55.6641	0.0299274
58.5938	0.124718	58.5938	0.0693443
60.0586	0.251486	60.0586	0.11006
62.9883	0.2856	62.9883	0.11533
64.4531	0.10515	64.4531	0.0488849
67.3828	-0.0518219	67.3828	-0.00843161
68.8477	0.0400557	68.8477	0.0262202
71.7773	0.184865	71.7773	0.0779618
74.707	0.150604	74.707	0.0558838
77.6367	0.0560053	77.6367	0.0149737
79.1016	0.0392177	79.1016	0.0119195
82.0312	0.0458967	82.0312	0.0232053
84.9609	-0.0508934	84.9609	-0.0190228
87.8906	-0.0479734	87.8906	-0.0257339
90.8203	0.133988	90.8203	0.0541207
95.2148	-0.00822061	95.2148	-0.00583341
98.1445	0.0929435	98.1445	0.0301914
101.074	-0.0651363	101.074	-0.03586
105.469	0.0714338	105.469	0.0249889
108.398	0.0525037	108.398	0.0218811
112.793	0.252717	112.793	0.107026
117.188	0.624389	117.188	0.228867
120.117	0.59933	120.117	0.209885
124.512	0.202706	124.512	0.0564065
128.906	-0.0327296	128.906	-0.0302889
133.301	-0.0736315	133.301	-0.0250485
139.16	0.0312083	139.16	0.0347696
143.555	0.220499	143.555	0.108092
147.949	0.532704	147.949	0.219531
153.809	0.544106	153.809	0.196379
159.668	0.479165	159.668	0.168239
165.527	0.324391	165.527	0.101689
171.387	0.299613	171.387	0.102672
177.246	0.163477	177.246	0.0590448
183.105	0.219171	183.105	0.0785425
188.965	0.384617	188.965	0.156893
196.289	0.494729	196.289	0.196686
203.613	0.445009	203.613	0.187197
210.938	0.481393	210.938	0.19048
218.262	0.489655	218.262	0.210084
225.586	0.312806	225.586	0.150793
232.91	0.570054	232.91	0.228735
241.699	0.470796	241.699	0.186607
250.488	0.419242	250.488	0.204037
259.277	0.380075	259.277	0.202414
268.066	0.24521	268.066	0.191616
276.855	-0.439622	276.855	-0.118468
287.109	-0.432651	287.109	0.218774
297.363	1.37647	297.363	0.762045
307.617	1.3818	307.617	0.652931
319.336	1.47695	319.336	0.735826
329.59	1.36878	329.59	0.630991
341.309	1.48374	341.309	0.76565
353.027	1.45875	353.027	0.636308
366.211	1.44126	366.211	0.624045
379.395	1.22652	379.395	0.510873
392.578	0.568327	392.578	0.282423
405.762	-0.16637	405.762	0.618847
420.41	2.39546	420.41	1.53557
435.059	2.44701	435.059	1.24882
451.172	2.93591	451.172	1.44113
465.82	3.01804	465.82	1.37626
483.398	3.13138	483.398	1.35506
499.512	3.21422	499.512	1.39391
517.09	3.2845	517.09	1.32889
536.133	3.0922	536.133	1.23454
555.176	3.34756	555.176	1.26377
574.219	3.40378	574.219	1.29817
594.727	3.35622	594.727	1.20896
615.234	3.42624	615.234	1.17746
637.207	3.20603	637.207	1.04068
659.18	3.2186	659.18	1.07606
682.617	3.15612	682.617	1.03974
707.52	2.44625	707.52	0.458051
732.422	2.71265	732.422	0.70611
757.324	3.36593	757.324	1.09608
785.156	3.44144	785.156	1.04983
811.523	3.13175	811.523	0.81121
840.82	3.15197	840.82	0.883884
870.117	3.37437	870.117	1.06348
900.879	4.11017	900.879	1.46436
933.105	4.04702	933.105	1.4711
965.332	4.40667	965.332	1.68394
