"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	63.2526	20.5078	63.342	20.5078	64.7139	20.5078	68.0516	20.5078	45.2698	20.5078	48.6075	20.5078	49.9794
21.2402	63.3851	21.2402	63.4215	21.2402	64.5319	21.2402	67.8294	21.2402	45.5714	21.2402	48.869	21.2402	49.9794
21.9727	64.8926	21.9727	64.9464	21.9727	66.0531	21.9727	69.1518	21.9727	45.774	21.9727	48.8727	21.9727	49.9794
22.7051	64.9097	22.7051	64.9916	22.7051	66.3595	22.7051	69.7029	22.7051	45.2681	22.7051	48.6115	22.7051	49.9794
23.4375	66.7095	23.4375	66.759	23.4375	67.733	23.4375	70.5487	23.4375	46.1896	23.4375	49.0053	23.4375	49.9794
24.1699	67.3997	24.1699	67.4578	24.1699	68.4842	24.1699	71.3304	24.1699	46.1067	24.1699	48.953	24.1699	49.9794
25.6348	69.3646	25.6348	69.4164	25.6348	70.293	25.6348	72.8296	25.6348	46.5662	25.6348	49.1028	25.6348	49.9794
26.3672	70.2018	26.3672	70.2476	26.3672	71.0495	26.3672	73.4551	26.3672	46.7719	26.3672	49.1775	26.3672	49.9794
27.0996	71.1949	27.0996	71.2324	27.0996	71.9287	27.0996	74.1409	27.0996	47.0709	27.0996	49.2831	27.0996	49.9794
27.832	71.8559	27.832	71.8845	27.832	72.5042	27.832	74.6028	27.832	47.2611	27.832	49.3597	27.832	49.9794
29.2969	73.0485	29.2969	73.0881	29.2969	73.7725	29.2969	75.8745	29.2969	47.193	29.2969	49.295	29.2969	49.9794
30.0293	73.7104	30.0293	73.7548	30.0293	74.4489	30.0293	76.5053	30.0293	47.2289	30.0293	49.2853	30.0293	49.9794
31.4941	75.5576	31.4941	75.5954	31.4941	76.1516	31.4941	77.9021	31.4941	47.6726	31.4941	49.4231	31.4941	49.9794
32.2266	76.1651	32.2266	76.1965	32.2266	76.6944	32.2266	78.3478	32.2266	47.8281	32.2266	49.4816	32.2266	49.9794
33.6914	77.4389	33.6914	77.4726	33.6914	77.9583	33.6914	79.5232	33.6914	47.9288	33.6914	49.4937	33.6914	49.9794
34.4238	78.0512	34.4238	78.0837	34.4238	78.5471	34.4238	80.0497	34.4238	48.0134	34.4238	49.5161	34.4238	49.9794
35.8887	78.9926	35.8887	79.025	35.8887	79.473	35.8887	80.9117	35.8887	48.0928	35.8887	49.5314	35.8887	49.9794
37.3535	80.1354	37.3535	80.1725	37.3535	80.6306	37.3535	82.0347	37.3535	48.1172	37.3535	49.5213	37.3535	49.9794
38.8184	81.1802	38.8184	81.2122	38.8184	81.6038	38.8184	82.8505	38.8184	48.3411	38.8184	49.5878	38.8184	49.9794
39.5508	81.4063	39.5508	81.4373	39.5508	81.82	39.5508	83.0464	39.5508	48.3703	39.5508	49.5967	39.5508	49.9794
41.0156	82.0553	41.0156	82.0907	41.0156	82.4905	41.0156	83.7036	41.0156	48.3665	41.0156	49.5796	41.0156	49.9794
42.4805	82.9985	42.4805	83.0319	42.4805	83.4004	42.4805	84.5302	42.4805	48.4811	42.4805	49.6109	42.4805	49.9794
43.9453	83.6879	43.9453	83.7183	43.9453	84.0536	43.9453	85.1123	43.9453	48.5854	43.9453	49.6441	43.9453	49.9794
45.4102	84.017	45.4102	84.0499	45.4102	84.4088	45.4102	85.4887	45.4102	48.5406	45.4102	49.6205	45.4102	49.9794
47.6074	84.9409	47.6074	84.9755	47.6074	85.3268	47.6074	86.3531	47.6074	48.6018	47.6074	49.628	47.6074	49.9794
49.0723	85.4116	49.0723	85.4479	49.0723	85.805	49.0723	86.8154	49.0723	48.6119	49.0723	49.6223	49.0723	49.9794
50.5371	85.8068	50.5371	85.8438	50.5371	86.1979	50.5371	87.1833	50.5371	48.6399	50.5371	49.6253	50.5371	49.9794
52.7344	86.4369	52.7344	86.4748	52.7344	86.8247	52.7344	87.7746	52.7344	48.6796	52.7344	49.6295	52.7344	49.9794
54.1992	86.8624	54.1992	86.8989	54.1992	87.2285	54.1992	88.1271	54.1992	48.7513	54.1992	49.6499	54.1992	49.9794
56.3965	87.3857	56.3965	87.4226	56.3965	87.7483	56.3965	88.6235	56.3965	48.7785	56.3965	49.6537	56.3965	49.9794
