"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-4.70961	20.5078	-1.37187
21.2402	-4.40797	21.2402	-1.11039
21.9727	-4.20537	21.9727	-1.1067
22.7051	-4.71126	22.7051	-1.36785
23.4375	-3.78977	23.4375	-0.974058
24.1699	-3.87266	24.1699	-1.02637
25.6348	-3.41315	25.6348	-0.876599
26.3672	-3.20755	26.3672	-0.801899
27.0996	-2.90853	27.0996	-0.696287
27.832	-2.71832	27.832	-0.619725
29.2969	-2.78643	29.2969	-0.684413
30.0293	-2.75049	30.0293	-0.694126
31.4941	-2.30675	31.4941	-0.556288
32.2266	-2.15128	32.2266	-0.497831
33.6914	-2.0506	33.6914	-0.485685
34.4238	-1.96596	34.4238	-0.463332
35.8887	-1.88662	35.8887	-0.447973
37.3535	-1.8622	37.3535	-0.458117
38.8184	-1.63832	38.8184	-0.391565
39.5508	-1.60908	39.5508	-0.382702
41.0156	-1.61289	41.0156	-0.399814
42.4805	-1.49831	42.4805	-0.368536
43.9453	-1.394	43.9453	-0.335278
45.4102	-1.4388	45.4102	-0.35889
47.6074	-1.37759	47.6074	-0.351372
49.0723	-1.36747	49.0723	-0.357109
50.5371	-1.33947	50.5371	-0.354089
52.7344	-1.29978	52.7344	-0.349892
54.1992	-1.22812	54.1992	-0.329528
56.3965	-1.20091	56.3965	-0.325745
58.5938	-1.15998	58.5938	-0.317901
60.0586	-1.13337	60.0586	-0.312327
62.2559	-1.10595	62.2559	-0.308553
64.4531	-1.08855	64.4531	-0.308393
66.6504	-1.08648	66.6504	-0.314932
69.5801	-1.03555	69.5801	-0.303195
71.7773	-0.997768	71.7773	-0.29428
73.9746	-0.959823	73.9746	-0.28442
76.9043	-0.963735	76.9043	-0.292756
79.834	-0.946342	79.834	-0.292034
82.7637	-0.905064	82.7637	-0.281505
85.6934	-0.894021	85.6934	-0.282278
88.623	-0.891965	88.623	-0.285135
91.5527	-0.885836	91.5527	-0.287868
94.4824	-0.868135	94.4824	-0.285826
98.1445	-0.856507	98.1445	-0.285757
101.807	-0.874592	101.807	-0.298889
105.469	-0.803158	105.469	-0.271397
109.131	-0.867718	109.131	-0.310915
112.793	-0.844515	112.793	-0.298812
116.455	-0.798519	116.455	-0.280967
120.85	-0.792906	120.85	-0.286636
125.244	-0.798595	125.244	-0.282743
129.639	-0.752552	129.639	-0.262231
134.033	-0.758172	134.033	-0.259754
138.428	-0.791652	138.428	-0.266928
143.555	-0.706807	143.555	-0.230221
148.682	-0.538932	148.682	-0.167577
153.809	-0.386183	153.809	-0.114805
159.668	-0.180036	159.668	-0.0417253
164.795	0.103182	164.795	0.0573138
170.654	0.184007	170.654	0.0844321
176.514	0.232925	176.514	0.122652
183.105	0.283247	183.105	0.137301
189.697	0.705707	189.697	0.275252
196.289	0.800055	196.289	0.290841
202.881	0.992428	202.881	0.347532
210.205	1.19216	210.205	0.442772
217.529	1.30397	217.529	0.423756
225.586	1.62837	225.586	0.551217
232.91	1.83208	232.91	0.57974
241.699	1.91463	241.699	0.680778
249.756	1.94292	249.756	0.549792
258.545	2.57603	258.545	0.814117
268.066	2.22961	268.066	0.676708
277.588	2.77749	277.588	0.927949
287.109	2.89922	287.109	0.985877
297.363	2.57826	297.363	0.851216
307.617	2.39561	307.617	0.715169
318.604	2.00627	318.604	0.524753
329.59	2.39005	329.59	0.920374
341.309	2.66785	341.309	0.962325
353.76	2.87379	353.76	0.87716
366.211	2.96411	366.211	0.923015
378.662	2.88084	378.662	0.858989
392.578	2.6985	392.578	0.711436
405.762	2.85648	405.762	0.864583
420.41	3.02647	420.41	0.720344
435.059	3.11811	435.059	0.774083
450.439	2.6385	450.439	0.626146
466.553	3.23228	466.553	0.835837
482.666	3.60047	482.666	1.09836
500.244	3.28981	500.244	0.811171
517.822	3.29966	517.822	0.957406
536.133	3.78444	536.133	1.01141
554.443	3.6133	554.443	1.01386
574.219	4.17789	574.219	1.28657
594.727	4.08716	594.727	1.36287
615.234	4.08489	615.234	1.37735
637.207	4.45134	637.207	1.61403
659.912	4.78066	659.912	1.61203
683.35	5.01474	683.35	1.75351
706.787	5.23044	706.787	1.77412
731.689	5.21395	731.689	1.68316
758.057	5.45724	758.057	1.89586
784.424	5.36663	784.424	1.72745
812.256	5.32757	812.256	1.75229
840.82	5.17898	840.82	1.45698
870.85	5.2315	870.85	1.70542
901.611	5.33992	901.611	1.60907
933.105	5.78335	933.105	2.02212
966.064	3.85779	966.064	1.32384
999.756	4.08406	999.756	2.10834
1,034.91	4.98968	1,034.91	1.81784
1,071.53	4.99401	1,071.53	2.28634
1,109.62	4.77643	1,109.62	2.23334
1,148.44	4.12818	1,148.44	1.38815
1,189.45	5.60518	1,189.45	2.14424
1,231.2	6.04267	1,231.2	2.46452
1,274.41	5.85799	1,274.41	2.48687
1,319.82	5.74683	1,319.82	2.47526
1,365.97	6.16486	1,365.97	2.60032
1,414.31	6.24517	1,414.31	2.73469
1,464.11	6.33451	1,464.11	2.90154
1,515.38	6.94893	1,515.38	3.00739
1,568.85	7.10081	1,568.85	3.25016
1,624.51	7.24494	1,624.51	3.34062
1,681.64	7.61267	1,681.64	3.55329
1,740.97	7.75596	1,740.97	3.64418
1,802.49	8.09967	1,802.49	3.68318
1,866.21	7.89215	1,866.21	3.49849
1,932.13	7.50821	1,932.13	3.41476
2,000.24	7.77478	2,000.24	3.41645
2,070.56	7.61655	2,070.56	3.38968
2,143.8	6.88622	2,143.8	3.17301
2,219.24	6.56036	2,219.24	2.9815
2,297.61	6.85143	2,297.61	3.05992
2,378.17	6.6931	2,378.17	2.95111
2,462.4	6.55937	2,462.4	3.02351
2,548.83	6.21512	2,548.83	2.7794
2,638.92	6.00471	2,638.92	2.52296
2,731.93	5.54736	2,731.93	2.21344
2,828.61	5.5566	2,828.61	2.15264
2,928.22	5.57089	2,928.22	2.1104
3,031.49	5.7638	3,031.49	2.21472
3,138.43	6.06134	3,138.43	2.43426
3,249.02	6.0253	3,249.02	2.38735
3,363.28	6.10055	3,363.28	2.35653
3,481.93	6.3008	3,481.93	2.37383
3,604.98	6.37235	3,604.98	2.39265
3,732.42	6.22995	3,732.42	2.23622
3,863.53	6.43936	3,863.53	2.35866
3,999.76	6.3954	3,999.76	2.33453
4,141.11	6.40358	4,141.11	2.32499
4,286.87	6.65476	4,286.87	2.49992
4,438.48	6.58717	4,438.48	2.51035
4,594.48	6.83089	4,594.48	2.6281
4,757.08	6.75768	4,757.08	2.6114
4,924.8	6.88077	4,924.8	2.69914
5,098.39	6.83438	5,098.39	2.63989
5,277.83	6.57809	5,277.83	2.49954
5,463.87	6.83549	5,463.87	2.66972
5,656.49	6.59881	5,656.49	2.50899
5,856.45	6.55754	5,856.45	2.49293
6,062.99	6.77812	6,062.99	2.59606
6,276.86	6.95442	6,276.86	2.62355
6,498.05	7.04978	6,498.05	2.6588
6,727.29	7.14237	6,727.29	2.75423
6,964.6	6.98242	6,964.6	2.68196
7,209.96	6.73667	7,209.96	2.57561
7,464.11	6.5124	7,464.11	2.46145
7,727.78	6.64741	7,727.78	2.52641
8,000.24	6.9906	8,000.24	2.67171
8,282.23	7.36152	8,282.23	2.84225
8,574.46	7.46601	8,574.46	2.91183
8,876.22	7.43051	8,876.22	2.93434
9,189.7	7.27364	9,189.7	2.90754
9,513.43	7.39928	9,513.43	3.04722
9,848.88	7.69359	9,848.88	3.21514
10,196.8	7.90454	10,196.8	3.33459
10,556.4	7.97917	10,556.4	3.33397
10,928.5	7.91304	10,928.5	3.23579
11,313.7	7.83273	11,313.7	3.23373
11,712.9	7.52273	11,712.9	3.09305
12,126	7.31398	12,126	2.90299
12,553.7	7.13968	12,553.7	2.78708
12,996.1	6.88441	12,996.1	2.61618
13,454.6	6.57485	13,454.6	2.41376
13,928.5	6.39601	13,928.5	2.29625
14,419.9	6.6769	14,419.9	2.43229
14,928.2	7.14628	14,928.2	2.69784
15,454.8	7.49101	15,454.8	2.87876
15,999.8	7.59802	15,999.8	2.9203
16,564.5	7.9744	16,564.5	3.15693
17,148.2	8.71223	17,148.2	3.63262
17,753.2	9.36612	17,753.2	4.04816
18,379.4	9.67422	18,379.4	4.25372
19,027.6	10.1176	19,027.6	4.53168
19,698.5	10.602	19,698.5	4.78947
19,999.5	10.7415	19,999.5	4.84022
