"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	64.5633	20.5078	62.8577	20.5078	63.7937
21.2402	64.2924	21.2402	62.9333	21.2402	63.6658
21.9727	65.9243	21.9727	64.4541	21.9727	65.2511
22.7051	65.9814	22.7051	64.6635	22.7051	65.3723
23.4375	67.6363	23.4375	66.2872	23.4375	67.014
24.1699	68.3632	24.1699	67.0075	24.1699	67.738
25.6348	70.27	25.6348	68.9421	25.6348	69.6566
26.3672	71.07	26.3672	69.7458	26.3672	70.4582
27.0996	72.0292	27.0996	70.6867	27.0996	71.4096
27.832	72.6376	27.832	71.3068	27.832	72.023
29.2969	73.7865	29.2969	72.613	29.2969	73.2393
30.0293	74.4454	30.0293	73.3123	30.0293	73.9157
31.4941	76.3344	31.4941	75.046	31.4941	75.7378
32.2266	76.931	32.2266	75.6014	32.2266	76.3169
33.6914	78.2082	33.6914	76.8724	33.6914	77.5915
34.4238	78.809	34.4238	77.4807	34.4238	78.1954
35.8887	79.7393	35.8887	78.4215	35.8887	79.1302
37.3535	80.9111	37.3535	79.5611	37.3535	80.2884
38.8184	81.9537	38.8184	80.5616	38.8184	81.3132
39.5508	82.1775	39.5508	80.7743	39.5508	81.5323
41.0156	82.835	41.0156	81.4428	41.0156	82.1945
42.4805	83.7927	42.4805	82.349	42.4805	83.1306
43.9453	84.5067	43.9453	82.9807	43.9453	83.8104
45.4102	84.8193	45.4102	83.3496	45.4102	84.1463
47.6074	85.7659	47.6074	84.2537	47.6074	85.0753
49.0723	86.2334	49.0723	84.7383	49.0723	85.5499
50.5371	86.6346	50.5371	85.1294	50.5371	85.9469
52.7344	87.2749	52.7344	85.7525	52.7344	86.5801
54.1992	87.7104	54.1992	86.1503	54.1992	87
56.3965	88.2462	56.3965	86.6604	56.3965	87.5253
58.5938	88.7232	58.5938	87.0977	58.5938	87.9861
60.0586	89.004	60.0586	87.3529	60.0586	88.2564
62.2559	89.3514	62.2559	87.6656	62.2559	88.5898
64.4531	89.6311	64.4531	87.9245	64.4531	88.8611
66.6504	89.8289	66.6504	88.1302	66.6504	89.0621
69.5801	90.2285	69.5801	88.4734	69.5801	89.439
71.7773	90.4251	71.7773	88.644	71.7773	89.6252
73.9746	90.6842	73.9746	88.8521	73.9746	89.8641
