"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	64.5633	20.5078	62.8577	20.5078	63.3538	20.5078	64.4857	20.5078	68.0982	20.5078	64.7139
21.2402	64.2924	21.2402	62.9333	21.2402	63.4249	21.2402	64.1968	21.2402	67.8239	21.2402	64.5319
21.9727	65.9243	21.9727	64.4541	21.9727	64.9525	21.9727	65.7953	21.9727	69.1742	21.9727	66.0531
22.7051	65.9814	22.7051	64.6635	22.7051	65.0041	22.7051	66.1196	22.7051	69.8061	22.7051	66.3595
23.4375	67.6363	23.4375	66.2872	23.4375	66.765	23.4375	67.5213	23.4375	70.5885	23.4375	67.733
24.1699	68.3632	24.1699	67.0075	24.1699	67.4656	24.1699	68.2897	24.1699	71.3834	24.1699	68.4842
25.6348	70.27	25.6348	68.9421	25.6348	69.4232	25.6348	70.1394	25.6348	72.8745	25.6348	70.293
26.3672	71.07	26.3672	69.7458	26.3672	70.2534	26.3672	70.9026	26.3672	73.4953	26.3672	71.0495
27.0996	72.0292	27.0996	70.6867	27.0996	71.2365	27.0996	71.7899	27.0996	74.1658	27.0996	71.9287
27.832	72.6376	27.832	71.3068	27.832	71.887	27.832	72.3592	27.832	74.6216	27.832	72.5042
29.2969	73.7865	29.2969	72.613	29.2969	73.0937	29.2969	73.6611	29.2969	75.9557	29.2969	73.7725
30.0293	74.4454	30.0293	73.3123	30.0293	73.7615	30.0293	74.3574	30.0293	76.603	30.0293	74.4489
31.4941	76.3344	31.4941	75.046	31.4941	75.6001	31.4941	76.0842	31.4941	77.9456	31.4941	76.1516
32.2266	76.931	32.2266	75.6014	32.2266	76.1999	32.2266	76.6219	32.2266	78.3755	32.2266	76.6944
33.6914	78.2082	33.6914	76.8724	33.6914	77.4766	33.6914	77.904	33.6914	79.5671	33.6914	77.9583
34.4238	78.809	34.4238	77.4807	34.4238	78.0875	34.4238	78.498	34.4238	80.0921	34.4238	78.5471
35.8887	79.7393	35.8887	78.4215	35.8887	79.0289	35.8887	79.4318	35.8887	80.9653	35.8887	79.473
37.3535	80.9111	37.3535	79.5611	37.3535	80.1773	37.3535	80.6083	37.3535	82.0917	37.3535	80.6306
38.8184	81.9537	38.8184	80.5616	38.8184	81.2158	38.8184	81.5842	38.8184	82.8872	38.8184	81.6038
39.5508	82.1775	39.5508	80.7743	39.5508	81.4407	39.5508	81.8005	39.5508	83.0855	39.5508	81.82
41.0156	82.835	41.0156	81.4428	41.0156	82.0951	41.0156	82.4855	41.0156	83.7574	41.0156	82.4905
42.4805	83.7927	42.4805	82.349	42.4805	83.0356	42.4805	83.3978	42.4805	84.5745	42.4805	83.4004
43.9453	84.5067	43.9453	82.9807	43.9453	83.7212	43.9453	84.0494	43.9453	85.1395	43.9453	84.0536
45.4102	84.8193	45.4102	83.3496	45.4102	84.0535	45.4102	84.4089	45.4102	85.5499	45.4102	84.4088
47.6074	85.7659	47.6074	84.2537	47.6074	84.9793	47.6074	85.3375	47.6074	86.412	47.6074	85.3268
49.0723	86.2334	49.0723	84.7383	49.0723	85.4522	49.0723	85.8228	49.0723	86.8856	49.0723	85.805
50.5371	86.6346	50.5371	85.1294	50.5371	85.8483	50.5371	86.2204	50.5371	87.2551	50.5371	86.1979
52.7344	87.2749	52.7344	85.7525	52.7344	86.4793	52.7344	86.8526	52.7344	87.8507	52.7344	86.8247
