"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.8562	20.5078	49.4701	20.5078	48.303	20.5078	48.982
21.2402	42.6566	21.2402	42.8498	21.2402	42.239	21.2402	42.4985
21.9727	45.5612	21.9727	46.6787	21.9727	47.6958	21.9727	47.0735
22.7051	52.2169	22.7051	52.3565	22.7051	52.2897	22.7051	52.2944
23.4375	55.6818	23.4375	55.6168	23.4375	55.2605	23.4375	55.4457
24.1699	54.9955	24.1699	54.8064	24.1699	54.1725	24.1699	54.5237
25.6348	53.1587	25.6348	53.4077	25.6348	53.5648	25.6348	53.4449
26.3672	55.0804	26.3672	55.2882	26.3672	55.2531	26.3672	55.2299
27.0996	57.6586	27.0996	57.7129	27.0996	57.4783	27.0996	57.5798
27.832	59.2989	27.832	59.2879	27.832	58.9625	27.832	59.1214
29.2969	61.6246	29.2969	61.528	29.2969	61.0831	29.2969	61.3189
30.0293	62.5297	30.0293	62.3852	30.0293	61.8706	30.0293	62.1515
31.4941	63.4325	31.4941	63.235	31.4941	62.6086	31.4941	62.9577
32.2266	63.5341	32.2266	63.3659	32.2266	62.8091	32.2266	63.1164
33.6914	64.3808	33.6914	64.3438	33.6914	64.1133	33.6914	64.2311
34.4238	65.0094	34.4238	64.9955	34.4238	64.7949	34.4238	64.8936
35.8887	66.802	35.8887	66.7887	35.8887	66.5915	35.8887	66.6884
37.3535	68.2766	37.3535	68.2311	37.3535	67.9789	37.3535	68.109
38.8184	69.264	38.8184	69.1957	38.8184	68.9073	38.8184	69.0597
39.5508	69.8143	39.5508	69.7464	39.5508	69.4597	39.5508	69.6112
41.0156	70.9323	41.0156	70.8539	41.0156	70.5847	41.0156	70.7297
42.4805	71.656	42.4805	71.5594	42.4805	71.2389	42.4805	71.4129
43.9453	72.3822	43.9453	72.2734	43.9453	71.9269	43.9453	72.1162
45.4102	72.9167	45.4102	72.8212	45.4102	72.519	45.4102	72.6837
47.6074	74.0105	47.6074	73.9139	47.6074	73.6298	47.6074	73.7859
49.0723	74.6792	49.0723	74.5708	49.0723	74.2665	49.0723	74.4349
50.5371	75.2186	50.5371	75.103	50.5371	74.7885	50.5371	74.9634
52.7344	75.8244	52.7344	75.7057	52.7344	75.3923	52.7344	75.5673
54.1992	76.3246	54.1992	76.2126	54.1992	75.9219	54.1992	76.0844
56.3965	76.9459	56.3965	76.8337	56.3965	76.5517	56.3965	76.7099
58.5938	77.6364	58.5938	77.5405	58.5938	77.3095	58.5938	77.4395
60.0586	77.8894	60.0586	77.7948	60.0586	77.5886	60.0586	77.7062
62.2559	78.4798	62.2559	78.3696	62.2559	78.1178	62.2559	78.2609
64.4531	79.0149	64.4531	78.9029	64.4531	78.6566	64.4531	78.7973
66.6504	79.561	66.6504	79.4408	66.6504	79.1775	66.6504	79.3282
69.5801	80.2328	69.5801	80.1124	69.5801	79.8576	69.5801	80.0042
71.7773	80.8193	71.7773	80.6958	71.7773	80.449	71.7773	80.5923
73.9746	81.2212	73.9746	81.0955	73.9746	80.8515	73.9746	80.9939
76.9043	81.804	76.9043	81.6693	76.9043	81.4136	76.9043	81.5636
79.834	82.4032	79.834	82.2762	79.834	82.0774	79.834	82.198
82.7637	83.0921	82.7637	82.9256	82.7637	82.6308	82.7637	82.8065
85.6934	83.6758	85.6934	83.4738	85.6934	83.0724	85.6934	83.3085
88.623	84.2042	88.623	84.0322	88.623	83.6254	88.623	83.8579
91.5527	84.2566	91.5527	84.1963	91.5527	84.22	91.5527	84.2206
94.4824	84.9295	94.4824	84.7655	94.4824	84.6065	94.4824	84.7153
98.1445	85.5688	98.1445	85.3709	98.1445	85.0148	98.1445	85.2275
101.807	86.0123	101.807	85.8333	101.807	85.5571	101.807	85.7263
105.469	86.3772	105.469	86.1977	105.469	85.9795	105.469	86.1204
109.131	86.8299	109.131	86.6211	109.131	86.3393	109.131	86.5175
112.793	87.1693	112.793	86.963	112.793	86.6765	112.793	86.8565
116.455	87.3594	116.455	87.1585	116.455	86.9039	116.455	87.067
120.85	87.6879	120.85	87.4586	120.85	87.201	120.85	87.3715
125.244	87.9422	125.244	87.6941	125.244	87.4309	125.244	87.6081
129.639	88.0345	129.639	87.7714	129.639	87.4324	129.639	87.6503
