"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.2964	20.5078	49.3127	20.5078	49.8562	20.5078	49.4701	20.5078	48.6191	20.5078	49.5755
21.2402	44.1492	21.2402	43.0857	21.2402	42.6566	21.2402	42.8498	21.2402	42.4718	21.2402	42.9585
21.9727	42.395	21.9727	48.554	21.9727	45.5612	21.9727	46.6787	21.9727	47.5388	21.9727	46.4749
22.7051	51.4288	22.7051	53.135	22.7051	52.2169	22.7051	52.3565	22.7051	52.3353	22.7051	52.3189
23.4375	55.415	23.4375	55.9581	23.4375	55.6818	23.4375	55.6168	23.4375	55.3651	23.4375	55.6245
24.1699	55.1851	24.1699	54.7323	24.1699	54.9955	24.1699	54.8064	24.1699	54.3474	24.1699	54.8452
25.6348	53.0235	25.6348	53.8376	25.6348	53.1587	25.6348	53.4077	25.6348	53.5479	25.6348	53.3685
26.3672	54.4056	26.3672	56.1054	26.3672	55.0804	26.3672	55.2882	26.3672	55.289	26.3672	55.245
27.0996	57.1307	27.0996	58.3453	27.0996	57.6586	27.0996	57.7129	27.0996	57.5568	27.0996	57.6963
27.832	58.9596	27.832	59.6987	27.832	59.2989	27.832	59.2879	27.832	59.0612	27.832	59.2786
29.2969	61.4674	29.2969	61.7332	29.2969	61.6246	29.2969	61.528	29.2969	61.209	29.2969	61.5361
30.0293	62.4218	30.0293	62.5554	30.0293	62.5297	30.0293	62.3852	30.0293	62.0124	30.0293	62.4077
31.4941	63.5177	31.4941	63.1831	31.4941	63.4325	31.4941	63.235	31.4941	62.7787	31.4941	63.2671
32.2266	63.6041	32.2266	63.3546	32.2266	63.5341	32.2266	63.3659	32.2266	62.9608	32.2266	63.3943
33.6914	64.3742	33.6914	64.403	33.6914	64.3808	33.6914	64.3438	33.6914	64.1793	33.6914	64.3456
34.4238	64.9759	34.4238	65.058	34.4238	65.0094	34.4238	64.9955	34.4238	64.8544	34.4238	64.9882
35.8887	66.7556	35.8887	66.8348	35.8887	66.802	35.8887	66.7887	35.8887	66.6496	35.8887	66.778
37.3535	68.2781	37.3535	68.2082	37.3535	68.2766	37.3535	68.2311	37.3535	68.0496	37.3535	68.2257
38.8184	69.2889	38.8184	69.1391	38.8184	69.264	38.8184	69.1957	38.8184	68.9863	38.8184	69.195
39.5508	69.8397	39.5508	69.6917	39.5508	69.8143	39.5508	69.7464	39.5508	69.5384	39.5508	69.746
41.0156	71.0005	41.0156	70.7345	41.0156	70.9323	41.0156	70.8539	41.0156	70.6566	41.0156	70.8566
42.4805	71.7429	42.4805	71.4238	42.4805	71.656	42.4805	71.5594	42.4805	71.3243	42.4805	71.5655
43.9453	72.4856	43.9453	72.1181	43.9453	72.3822	43.9453	72.2734	43.9453	72.0189	43.9453	72.282
45.4102	73.0307	45.4102	72.6508	45.4102	72.9167	45.4102	72.8212	45.4102	72.5991	45.4102	72.8277
47.6074	74.1207	47.6074	73.7467	47.6074	74.0105	47.6074	73.9139	47.6074	73.7042	47.6074	73.9221
49.0723	74.7899	49.0723	74.4011	49.0723	74.6792	49.0723	74.5708	49.0723	74.3456	49.0723	74.5818
50.5371	75.346	50.5371	74.9096	50.5371	75.2186	50.5371	75.103	50.5371	74.8698	50.5371	75.1153
52.7344	75.9546	52.7344	75.506	52.7344	75.8244	52.7344	75.7057	52.7344	75.4728	52.7344	75.7189
54.1992	76.4605	54.1992	76.0067	54.1992	76.3246	54.1992	76.2126	54.1992	75.9963	54.1992	76.225
56.3965	77.1004	56.3965	76.5996	56.3965	76.9459	56.3965	76.8337	56.3965	76.6233	56.3965	76.8461
58.5938	77.8079	58.5938	77.2785	58.5938	77.6364	58.5938	77.5405	58.5938	77.3674	58.5938	77.5495
60.0586	78.0703	60.0586	77.5213	60.0586	77.8894	60.0586	77.7948	60.0586	77.639	60.0586	77.8051
62.2559	78.6604	62.2559	78.0977	62.2559	78.4798	62.2559	78.3696	62.2559	78.1803	62.2559	78.3826
64.4531	79.1995	64.4531	78.6248	64.4531	79.0149	64.4531	78.9029	64.4531	78.7171	64.4531	78.9168
66.6504	79.7479	66.6504	79.1585	66.6504	79.561	66.6504	79.4408	66.6504	79.2421	66.6504	79.4563
