Freq SPL Phase
20.5078 68.7394 0.0
21.9727 67.8341 0.0
23.4375 68.1543 0.0
24.9023 70.03829999999999 0.0
26.3672 71.9801 0.0
27.832 73.6561 0.0
29.2969 75.2992 0.0
30.7617 76.6263 0.0
32.2266 77.829 0.0
33.6914 78.8918 0.0
35.1562 79.6176 0.0
36.6211 79.9563 0.0
38.0859 80.3914 0.0
39.5508 80.5163 0.0
41.0156 80.3656 0.0
42.4805 80.2944 0.0
43.9453 80.4262 0.0
45.4102 80.364 0.0
48.3398 80.3884 0.0
49.8047 80.4143 0.0
51.2695 80.4813 0.0
54.1992 80.3109 0.0
55.6641 80.3801 0.0
58.5938 80.3223 0.0
60.0586 80.1698 0.0
62.9883 80.2233 0.0
64.4531 80.0769 0.0
67.3828 80.15 0.0
70.3125 80.1223 0.0
73.2422 79.9163 0.0
76.1719 80.0897 0.0
79.1016 80.0446 0.0
82.0312 79.9677 0.0
84.9609 79.9408 0.0
87.8906 79.935 0.0
92.2852 79.8875 0.0
95.2148 79.7577 0.0
99.6094 79.6883 0.0
102.539 79.6311 0.0
106.934 79.6001 0.0
111.328 79.6174 0.0
115.723 79.6325 0.0
120.117 79.654 0.0
124.512 79.5994 0.0
130.371 79.5495 0.0
134.766 79.441 0.0
140.625 79.1207 0.0
146.484 79.0851 0.0
150.879 78.9392 0.0
158.203 79.0333 0.0
164.062 79.1611 0.0
169.922 78.9413 0.0
177.246 78.672 0.0
183.105 78.4081 0.0
190.43 78.715 0.0
197.754 78.5558 0.0
206.543 78.1895 0.0
213.867 77.7347 0.0
222.656 77.2064 0.0
231.445 77.3534 0.0
240.234 77.2271 0.0
250.488 76.8 0.0
259.277 76.6599 0.0
269.531 76.6197 0.0
281.25 76.9143 0.0
291.504 76.4908 0.0
303.223 75.8415 0.0
314.941 75.2603 0.0
326.66 75.144 0.0
339.844 75.0988 0.0
353.027 74.6821 0.0
367.676 74.4432 0.0
382.324 73.3301 0.0
396.973 72.499 0.0
413.086 72.65090000000001 0.0
429.199 74.0581 0.0
445.312 73.8928 0.0
462.891 72.5479 0.0
480.469 71.5693 0.0
499.512 71.3631 0.0
520.02 71.0538 0.0
540.527 70.1763 0.0
561.035 67.9285 0.0
583.008 66.1935 0.0
606.445 66.07130000000001 0.0
629.883 64.1585 0.0
654.785 64.3954 0.0
679.688 63.386 0.0
707.52 63.8263 0.0
735.352 60.7546 0.0
763.184 60.6782 0.0
793.945 56.7227 0.0
824.707 54.5142 0.0
856.934 52.3006 0.0
890.625 48.4294 0.0
925.781 58.2642 0.0
962.402 48.3118 0.0
1000.49 58.7664 0.0
1038.57 57.4189 0.0
1079.59 59.1598 0.0
1122.07 57.5708 0.0
1166.02 58.1495 0.0
1212.89 57.4959 0.0
1259.77 58.3341 0.0
1309.57 58.0923 0.0
1360.84 59.322 0.0
1413.57 61.4018 0.0
1469.24 63.5624 0.0
1527.83 64.527 0.0
1587.89 62.924 0.0
1649.41 63.5443 0.0
1713.87 60.8772 0.0
1781.25 66.4827 0.0
1851.56 58.2519 0.0
1924.8 60.9652 0.0
1999.51 60.4101 0.0
2078.61 61.6087 0.0
2160.64 58.423 0.0
2245.61 57.9349 0.0
2333.5 52.1562 0.0
2424.32 56.3676 0.0
2519.53 61.6103 0.0
2619.14 56.7126 0.0
2721.68 52.5412 0.0
2828.61 56.4408 0.0
2939.94 52.6972 0.0
3054.2 52.5328 0.0
3174.32 53.8821 0.0
3298.83 53.0197 0.0
3429.2 55.225 0.0
3563.96 55.9414 0.0
3703.12 55.634 0.0
3849.61 54.7192 0.0
4000.49 56.2536 0.0
4157.23 56.9366 0.0
4319.82 54.5187 0.0
4489.75 54.5285 0.0
4665.53 52.1781 0.0
4848.63 53.0541 0.0
5039.06 52.6097 0.0
5236.82 54.2447 0.0
5443.36 52.7653 0.0
5657.23 52.3825 0.0
5878.42 54.1561 0.0
6109.86 52.7046 0.0
6350.1 51.5477 0.0
6599.12 50.4984 0.0
6858.4 48.751 0.0
7126.46 49.2864 0.0
7407.71 47.9361 0.0
7697.75 49.0201 0.0
7999.51 47.5128 0.0
8314.45 45.6765 0.0
8641.11 45.2193 0.0
8979.49 44.2219 0.0
9332.52 40.1743 0.0
9698.73 39.9277 0.0
10079.6 42.7123 0.0
10475.1 45.7501 0.0
10886.7 44.6775 0.0
11313.0 43.8976 0.0
11758.3 42.4648 0.0
12219.7 41.7357 0.0
12698.7 38.5912 0.0
13198.2 36.6369 0.0
13715.3 34.8226 0.0
14254.4 34.234899999999996 0.0
14814.0 32.7435 0.0
15395.5 28.6532 0.0
16000.5 31.0186 0.0
16627.4 24.6887 0.0
17280.8 31.3806 0.0
17959.0 35.1449 0.0
18665.0 35.448499999999996 0.0
19397.5 30.136 0.0
19999.5 28.5431 0.0
