Freq SPL Phase
20.5078 58.2015 0.0
21.9727 56.9308 0.0
23.4375 58.4088 0.0
24.9023 60.0144 0.0
26.3672 62.1298 0.0
27.832 63.9658 0.0
29.2969 65.5728 0.0
30.7617 66.8793 0.0
32.2266 68.0841 0.0
33.6914 69.1123 0.0
35.1562 69.862 0.0
36.6211 70.2553 0.0
38.0859 70.6173 0.0
39.5508 70.723 0.0
41.0156 70.6373 0.0
42.4805 70.585 0.0
43.9453 70.6392 0.0
45.4102 70.607 0.0
48.3398 70.5153 0.0
49.8047 70.5821 0.0
51.2695 70.601 0.0
54.1992 70.3902 0.0
55.6641 70.5447 0.0
58.5938 70.4474 0.0
60.0586 70.3421 0.0
62.9883 70.411 0.0
64.4531 70.2489 0.0
67.3828 70.3081 0.0
70.3125 70.2538 0.0
73.2422 70.0859 0.0
76.1719 70.2771 0.0
79.1016 70.349 0.0
82.0312 70.2156 0.0
84.9609 70.2522 0.0
87.8906 70.1688 0.0
92.2852 70.138 0.0
95.2148 70.0189 0.0
99.6094 69.9497 0.0
102.539 69.8918 0.0
106.934 69.837 0.0
111.328 69.885 0.0
115.723 69.9462 0.0
120.117 70.0317 0.0
124.512 69.9047 0.0
130.371 69.8247 0.0
134.766 69.738 0.0
140.625 69.4306 0.0
146.484 69.3037 0.0
150.879 69.168 0.0
158.203 69.2777 0.0
164.062 69.3732 0.0
169.922 69.1238 0.0
177.246 69.1798 0.0
183.105 68.9312 0.0
190.43 68.851 0.0
197.754 68.966 0.0
206.543 68.6873 0.0
213.867 68.2439 0.0
222.656 67.8145 0.0
231.445 67.7399 0.0
240.234 67.6817 0.0
250.488 67.4162 0.0
259.277 67.1221 0.0
269.531 67.1179 0.0
281.25 67.4099 0.0
291.504 67.0944 0.0
303.223 66.5505 0.0
314.941 66.0869 0.0
326.66 66.1425 0.0
339.844 66.2686 0.0
353.027 65.991 0.0
367.676 65.5217 0.0
382.324 64.8521 0.0
396.973 64.1089 0.0
413.086 64.0922 0.0
429.199 65.1467 0.0
445.312 64.7739 0.0
462.891 63.971 0.0
480.469 63.6373 0.0
499.512 63.919 0.0
520.02 63.9586 0.0
540.527 63.7462 0.0
561.035 62.7503 0.0
583.008 61.0683 0.0
606.445 61.1139 0.0
629.883 60.8312 0.0
654.785 60.4869 0.0
679.688 60.332 0.0
707.52 60.7966 0.0
735.352 59.0337 0.0
763.184 58.7727 0.0
793.945 59.7618 0.0
824.707 59.6488 0.0
856.934 60.9736 0.0
890.625 60.7964 0.0
925.781 59.659 0.0
962.402 60.5922 0.0
1000.49 59.8258 0.0
1038.57 60.3649 0.0
1079.59 58.7517 0.0
1122.07 59.0493 0.0
1166.02 57.7171 0.0
1212.89 58.8715 0.0
1259.77 58.5932 0.0
1309.57 60.5849 0.0
1360.84 59.9231 0.0
1413.57 55.9891 0.0
1469.24 55.6011 0.0
1527.83 53.1969 0.0
1587.89 50.0121 0.0
1649.41 56.9713 0.0
1713.87 56.8409 0.0
1781.25 52.4132 0.0
1851.56 48.0713 0.0
1924.8 46.8585 0.0
1999.51 50.7166 0.0
2078.61 48.2753 0.0
2160.64 51.7717 0.0
2245.61 54.4823 0.0
2333.5 54.3886 0.0
2424.32 53.5741 0.0
2519.53 46.5869 0.0
2619.14 50.1809 0.0
2721.68 54.5655 0.0
2828.61 45.4129 0.0
2939.94 47.4075 0.0
3054.2 47.0211 0.0
3174.32 47.6089 0.0
3298.83 48.3022 0.0
3429.2 47.1081 0.0
3563.96 44.8357 0.0
3703.12 46.8187 0.0
3849.61 45.7835 0.0
4000.49 42.9428 0.0
4157.23 41.2325 0.0
4319.82 43.9676 0.0
4489.75 44.4738 0.0
4665.53 46.5193 0.0
4848.63 44.3794 0.0
5039.06 46.7473 0.0
5236.82 45.2951 0.0
5443.36 45.4842 0.0
5657.23 44.235 0.0
5878.42 43.1949 0.0
6109.86 44.487 0.0
6350.1 44.4736 0.0
6599.12 44.7053 0.0
6858.4 42.6029 0.0
7126.46 42.023 0.0
7407.71 41.064 0.0
7697.75 40.8979 0.0
7999.51 40.8729 0.0
8314.45 39.8176 0.0
8641.11 39.074 0.0
8979.49 35.7128 0.0
9332.52 33.9332 0.0
9698.73 31.9647 0.0
10079.6 28.5121 0.0
10475.1 24.2346 0.0
10886.7 30.3625 0.0
11313.0 32.8836 0.0
11758.3 32.3917 0.0
12219.7 34.6735 0.0
12698.7 31.8386 0.0
13198.2 29.5025 0.0
13715.3 27.5553 0.0
14254.4 23.6414 0.0
14814.0 17.7127 0.0
15395.5 17.6252 0.0
16000.5 20.1369 0.0
16627.4 22.944 0.0
17280.8 29.243 0.0
17959.0 29.5186 0.0
18665.0 24.3851 0.0
19397.5 18.5071 0.0
19999.5 25.1018 0.0
