Freq SPL Phase
20.5078 50.648 0.0
21.9727 52.1231 0.0
23.4375 58.4249 0.0
24.9023 56.6508 0.0
26.3672 61.1146 0.0
27.832 64.5147 0.0
29.2969 67.79560000000001 0.0
30.7617 70.36019999999999 0.0
32.2266 72.70580000000001 0.0
33.6914 74.7038 0.0
35.1562 76.0174 0.0
36.6211 77.4194 0.0
38.0859 78.2084 0.0
39.5508 78.8027 0.0
41.0156 79.2659 0.0
42.4805 79.6472 0.0
43.9453 79.9603 0.0
45.4102 79.9897 0.0
48.3398 80.5471 0.0
49.8047 80.6156 0.0
51.2695 80.7902 0.0
54.1992 81.0561 0.0
55.6641 81.191 0.0
58.5938 81.0542 0.0
60.0586 81.1091 0.0
62.9883 81.6665 0.0
64.4531 81.7973 0.0
67.3828 81.6757 0.0
70.3125 81.9091 0.0
73.2422 81.8949 0.0
76.1719 81.9949 0.0
79.1016 82.1842 0.0
82.0312 82.1323 0.0
84.9609 82.4022 0.0
87.8906 82.3078 0.0
92.2852 82.3037 0.0
95.2148 82.3828 0.0
99.6094 82.4064 0.0
102.539 82.432 0.0
106.934 82.5192 0.0
111.328 82.6788 0.0
115.723 82.7431 0.0
120.117 82.5882 0.0
124.512 82.6198 0.0
130.371 82.6419 0.0
134.766 82.8006 0.0
140.625 82.9323 0.0
146.484 82.8526 0.0
150.879 82.7922 0.0
158.203 82.7957 0.0
164.062 82.6615 0.0
169.922 82.7254 0.0
177.246 82.6152 0.0
183.105 82.8507 0.0
190.43 82.7484 0.0
197.754 82.8251 0.0
206.543 82.7363 0.0
213.867 82.7644 0.0
222.656 82.6978 0.0
231.445 82.7173 0.0
240.234 82.6608 0.0
250.488 82.5334 0.0
259.277 82.6569 0.0
269.531 82.5066 0.0
281.25 82.6168 0.0
291.504 82.789 0.0
303.223 82.6971 0.0
314.941 82.4036 0.0
326.66 82.0877 0.0
339.844 81.9573 0.0
353.027 82.2391 0.0
367.676 82.4245 0.0
382.324 82.2957 0.0
396.973 81.8549 0.0
413.086 81.7119 0.0
429.199 81.9974 0.0
445.312 81.596 0.0
462.891 81.3215 0.0
480.469 81.415 0.0
499.512 81.2855 0.0
520.02 80.634 0.0
540.527 80.4573 0.0
561.035 80.588 0.0
583.008 80.4583 0.0
606.445 79.9994 0.0
629.883 80.409 0.0
654.785 80.154 0.0
679.688 79.3997 0.0
707.52 79.7015 0.0
735.352 80.1506 0.0
763.184 79.8891 0.0
793.945 79.5079 0.0
824.707 78.5411 0.0
856.934 78.7416 0.0
890.625 78.6651 0.0
925.781 78.7353 0.0
962.402 78.7147 0.0
1000.49 78.6743 0.0
1038.57 78.6209 0.0
1079.59 78.6768 0.0
1122.07 79.2006 0.0
1166.02 79.2987 0.0
1212.89 79.6633 0.0
1259.77 79.6727 0.0
1309.57 79.851 0.0
1360.84 80.309 0.0
1413.57 80.3878 0.0
1469.24 80.7317 0.0
1527.83 80.7419 0.0
1587.89 80.3785 0.0
1649.41 80.2648 0.0
1713.87 80.1294 0.0
1781.25 79.92 0.0
1851.56 79.9152 0.0
1924.8 79.4879 0.0
1999.51 79.4741 0.0
2078.61 79.7755 0.0
2160.64 79.6764 0.0
2245.61 79.5212 0.0
2333.5 79.5504 0.0
2424.32 79.9332 0.0
2519.53 79.6443 0.0
2619.14 79.7657 0.0
2721.68 79.7543 0.0
2828.61 79.5112 0.0
2939.94 79.3605 0.0
3054.2 78.4341 0.0
3174.32 78.637 0.0
3298.83 77.7162 0.0
3429.2 77.1359 0.0
3563.96 76.5472 0.0
3703.12 75.5033 0.0
3849.61 76.053 0.0
4000.49 75.8509 0.0
4157.23 76.8214 0.0
4319.82 76.2869 0.0
4489.75 77.1702 0.0
4665.53 77.4089 0.0
4848.63 75.3612 0.0
5039.06 76.1777 0.0
5236.82 77.6602 0.0
5443.36 77.535 0.0
5657.23 76.459 0.0
5878.42 76.3477 0.0
6109.86 76.5085 0.0
6350.1 76.648 0.0
6599.12 75.885 0.0
6858.4 75.6916 0.0
7126.46 75.711 0.0
7407.71 74.3112 0.0
7697.75 73.9169 0.0
7999.51 73.7522 0.0
8314.45 73.5685 0.0
8641.11 73.5055 0.0
8979.49 73.3258 0.0
9332.52 73.9218 0.0
9698.73 73.113 0.0
10079.6 72.95230000000001 0.0
10475.1 73.7741 0.0
10886.7 73.6961 0.0
11313.0 73.1151 0.0
11758.3 73.9607 0.0
12219.7 72.7342 0.0
12698.7 71.7499 0.0
13198.2 71.2904 0.0
13715.3 70.26259999999999 0.0
14254.4 70.69409999999999 0.0
14814.0 69.7218 0.0
15395.5 69.9032 0.0
16000.5 69.21940000000001 0.0
16627.4 70.3714 0.0
17280.8 69.3476 0.0
17959.0 66.6137 0.0
18665.0 65.75319999999999 0.0
19397.5 67.65950000000001 0.0
19999.5 66.7518 0.0
