"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	79.0193	20.5078	78.9022	20.5078	78.336	20.5078	78.6372
21.9727	81.641	21.9727	81.5263	21.9727	80.9855	21.9727	81.2733
23.4375	83.6321	23.4375	83.5393	23.4375	83.0066	23.4375	83.2857
24.9023	85.2578	24.9023	85.16	24.9023	84.5949	24.9023	84.8914
26.3672	87.0698	26.3672	86.9774	26.3672	86.4624	26.3672	86.7325
27.832	89.0364	27.832	88.936	27.832	88.4471	27.832	88.7057
29.2969	90.4535	29.2969	90.3517	29.2969	89.8139	29.2969	90.0974
30.7617	92.1686	30.7617	92.0904	30.7617	91.6354	30.7617	91.8723
32.2266	93.3873	32.2266	93.2981	32.2266	92.8126	32.2266	93.0671
33.6914	94.7545	33.6914	94.6598	33.6914	94.1562	33.6914	94.421
35.1562	95.8008	35.1562	95.6886	35.1562	95.158	35.1562	95.4401
36.6211	96.5054	36.6211	96.3994	36.6211	95.8842	36.6211	96.1572
38.0859	97.0179	38.0859	96.9123	38.0859	96.3938	38.0859	96.6684
39.5508	97.2614	39.5508	97.1549	39.5508	96.6421	39.5508	96.914
41.0156	97.3952	41.0156	97.2766	41.0156	96.751	41.0156	97.032
42.4805	97.4822	42.4805	97.3678	42.4805	96.8418	42.4805	97.1221
43.9453	97.5258	43.9453	97.4013	43.9453	96.8594	43.9453	97.1498
45.4102	97.4643	45.4102	97.3461	45.4102	96.8208	45.4102	97.1015
46.875	97.4589	46.875	97.3442	46.875	96.8248	46.875	97.1018
48.3398	97.4459	48.3398	97.3316	48.3398	96.8194	48.3398	97.0926
51.2695	97.4327	51.2695	97.3068	51.2695	96.7855	51.2695	97.0658
